outcome,outcome_label,load_variable,load_label,term,estimate,se,z,p_value,ci_low,ci_high,n,n_clusters,n_parameters,q_value,estimate_CI
peak_delta_2h,2h peak delta,carb_fiber_ratio_z,Carb/fiber ratio z,meal_hour_cos,-0.3085908425544801,1.9963965376080623,-0.15457392193447264,0.8771572301450601,-4.221528056266282,3.604346371157322,1497,40,7,0.9080431325962167,"-0.309 (-4.222, 3.604)"
high_iauc_population,High iAUC population Q4,carb_fiber_ratio_z,Carb/fiber ratio z,Intercept,0.24006853763586858,0.0330142651094717,7.271660806013023,3.550943278989323e-13,0.17536057802130406,0.3047764972504331,1497,40,7,2.130565967393594e-12,"0.240 (0.175, 0.305)"
high_iauc_population,High iAUC population Q4,carb_fiber_ratio_z,Carb/fiber ratio z,carb_fiber_ratio_z,0.0795795257327977,0.015506464476969854,5.132022573616889,2.866451105417206e-07,0.04918685535793678,0.10997219610765861,1497,40,7,1.0560609335747601e-06,"0.080 (0.049, 0.110)"
high_iauc_population,High iAUC population Q4,carb_fiber_ratio_z,Carb/fiber ratio z,msi_centered,0.15464880336748824,0.03990712075052805,3.8752182682946863,0.00010652916823786772,0.07643084669645327,0.2328667600385232,1497,40,7,0.00022371125329952223,"0.155 (0.076, 0.233)"
high_iauc_population,High iAUC population Q4,carb_fiber_ratio_z,Carb/fiber ratio z,load_x_msi,0.09753241431908602,0.015548021489907063,6.272979130006915,3.5420440019182606e-10,0.06705829219886818,0.12800653643930388,1497,40,7,1.907254462571371e-09,"0.098 (0.067, 0.128)"
high_iauc_population,High iAUC population Q4,carb_fiber_ratio_z,Carb/fiber ratio z,baseline_glucose_z,-0.04162622492871737,0.0180239782013757,-2.3094915264345026,0.02091632135198936,-0.07695322220341375,-0.0062992276540210015,1497,40,7,0.03277930958147586,"-0.042 (-0.077, -0.006)"
high_iauc_population,High iAUC population Q4,carb_fiber_ratio_z,Carb/fiber ratio z,meal_hour_sin,0.007765182418831673,0.03051881462539543,0.2544391882235845,0.7991562790528054,-0.05205169424694337,0.06758205908460671,1497,40,7,0.8460644471733039,"0.008 (-0.052, 0.068)"
high_iauc_population,High iAUC population Q4,carb_fiber_ratio_z,Carb/fiber ratio z,meal_hour_cos,-0.03759264644002808,0.023185827018124428,-1.6213631892725584,0.10493977047993627,-0.08303686739555195,0.007851574515495799,1497,40,7,0.14036529809418227,"-0.038 (-0.083, 0.008)"
high_iauc_subject_specific,High iAUC subject-specific Q4,carb_fiber_ratio_z,Carb/fiber ratio z,Intercept,0.24446288322079698,0.014601936483678633,16.741812532471037,6.4979078493215e-63,0.21584308771278687,0.2730826787288071,1497,40,7,6.822803241787575e-61,"0.244 (0.216, 0.273)"
high_iauc_subject_specific,High iAUC subject-specific Q4,carb_fiber_ratio_z,Carb/fiber ratio z,carb_fiber_ratio_z,0.10308651218307073,0.015303154421082094,6.736291704738703,1.624799356695262e-11,0.07309232951774983,0.13308069484839163,1497,40,7,9.477996247389029e-11,"0.103 (0.073, 0.133)"
high_iauc_subject_specific,High iAUC subject-specific Q4,carb_fiber_ratio_z,Carb/fiber ratio z,msi_centered,0.0462913413479651,0.011849334980569429,3.9066615488441983,9.358008593472111e-05,0.023066644786049022,0.06951603790988117,1497,40,7,0.0002005287555744024,"0.046 (0.023, 0.070)"
high_iauc_subject_specific,High iAUC subject-specific Q4,carb_fiber_ratio_z,Carb/fiber ratio z,load_x_msi,0.07122759040827725,0.01810246627943999,3.9346898543418094,8.33041975262172e-05,0.03574675650057487,0.10670842431597963,1497,40,7,0.0001822279320886001,"0.071 (0.036, 0.107)"
high_iauc_subject_specific,High iAUC subject-specific Q4,carb_fiber_ratio_z,Carb/fiber ratio z,baseline_glucose_z,-0.07995053413205,0.010769593324168786,-7.423728243537989,1.1386867688989817e-13,-0.10105893704742082,-0.05884213121667918,1497,40,7,7.472631920899568e-13,"-0.080 (-0.101, -0.059)"
high_iauc_subject_specific,High iAUC subject-specific Q4,carb_fiber_ratio_z,Carb/fiber ratio z,meal_hour_sin,-0.0042735868769573915,0.024489101903717444,-0.17450974289541674,0.8614648745266171,-0.05227222660824358,0.043725052854328796,1497,40,7,0.9000379286098984,"-0.004 (-0.052, 0.044)"
high_iauc_subject_specific,High iAUC subject-specific Q4,carb_fiber_ratio_z,Carb/fiber ratio z,meal_hour_cos,-0.04900453247365011,0.02322607467288144,-2.1098930044717097,0.034867572957942655,-0.09452763883249773,-0.0034814261148024828,1497,40,7,0.05120412812005565,"-0.049 (-0.095, -0.003)"
high_peak_population,High peak population Q4,carb_fiber_ratio_z,Carb/fiber ratio z,Intercept,0.2516184833781828,0.03294223604756102,7.63817255801651,2.203264508596554e-14,0.18705170072496324,0.3161852660314024,1497,40,7,1.5422851560175876e-13,"0.252 (0.187, 0.316)"
high_peak_population,High peak population Q4,carb_fiber_ratio_z,Carb/fiber ratio z,carb_fiber_ratio_z,0.08293325434625647,0.016372684799930946,5.0653423894538205,4.0766695272980253e-07,0.05084279213839181,0.11502371655412112,1497,40,7,1.451017967343365e-06,"0.083 (0.051, 0.115)"
high_peak_population,High peak population Q4,carb_fiber_ratio_z,Carb/fiber ratio z,msi_centered,0.17056991904816174,0.041084282547322964,4.151707379864566,3.300040402359624e-05,0.09004472525540873,0.25109511284091474,1497,40,7,7.965614764316333e-05,"0.171 (0.090, 0.251)"
high_peak_population,High peak population Q4,carb_fiber_ratio_z,Carb/fiber ratio z,load_x_msi,0.08591551609865794,0.016420680451248424,5.2321532200650065,1.6754677751899524e-07,0.05373098241421103,0.11810004978310484,1497,40,7,6.407983288245747e-07,"0.086 (0.054, 0.118)"
high_peak_population,High peak population Q4,carb_fiber_ratio_z,Carb/fiber ratio z,baseline_glucose_z,-0.03705504619774683,0.02020321378545942,-1.8341164228245677,0.06663671410360315,-0.07665334521724729,0.00254325282175364,1497,40,7,0.09233386904793323,"-0.037 (-0.077, 0.003)"
high_peak_population,High peak population Q4,carb_fiber_ratio_z,Carb/fiber ratio z,meal_hour_sin,0.03257320462357444,0.0288720299467977,1.1281923953250557,0.25923867486448715,-0.024015974072149053,0.08916238331929793,1497,40,7,0.32213089776060533,"0.033 (-0.024, 0.089)"
high_peak_population,High peak population Q4,carb_fiber_ratio_z,Carb/fiber ratio z,meal_hour_cos,-0.02156600865068753,0.022162996314383013,-0.9730637656015825,0.3305216112800204,-0.06500548142687823,0.02187346412550318,1497,40,7,0.39662593353602443,"-0.022 (-0.065, 0.022)"
high_peak_absolute40,Peak delta >=40 mg/dL,carb_fiber_ratio_z,Carb/fiber ratio z,Intercept,0.5445619360156485,0.040536654345594385,13.433815513559587,3.831499860817099e-41,0.46511009349828353,0.6240137785330135,1497,40,7,1.3410249512859846e-39,"0.545 (0.465, 0.624)"
high_peak_absolute40,Peak delta >=40 mg/dL,carb_fiber_ratio_z,Carb/fiber ratio z,carb_fiber_ratio_z,0.0981838476308732,0.017108571979954284,5.738868664545056,9.531109518874984e-09,0.06465104655016281,0.13171664871158362,1497,40,7,4.240816347021541e-08,"0.098 (0.065, 0.132)"
high_peak_absolute40,Peak delta >=40 mg/dL,carb_fiber_ratio_z,Carb/fiber ratio z,msi_centered,0.2175238481160284,0.050554337272946975,4.3027732109630765,1.6867348062117525e-05,0.11843734706105233,0.3166103491710045,1497,40,7,4.4276788663058506e-05,"0.218 (0.118, 0.317)"
high_peak_absolute40,Peak delta >=40 mg/dL,carb_fiber_ratio_z,Carb/fiber ratio z,load_x_msi,0.045432712015314125,0.018722912258418108,2.426583609870141,0.015241737859887004,0.008735803988814635,0.08212962004181362,1497,40,7,0.024812131399816053,"0.045 (0.009, 0.082)"
high_peak_absolute40,Peak delta >=40 mg/dL,carb_fiber_ratio_z,Carb/fiber ratio z,baseline_glucose_z,-0.12209255383825826,0.019073014641582002,-6.401324391167738,1.5403491009381972e-10,-0.15947566253575898,-0.08470944514075754,1497,40,7,8.512455557816353e-10,"-0.122 (-0.159, -0.085)"
high_peak_absolute40,Peak delta >=40 mg/dL,carb_fiber_ratio_z,Carb/fiber ratio z,meal_hour_sin,0.036550684425654345,0.03139536724287812,1.1642063028883882,0.24434041658104944,-0.02498423537038677,0.09808560422169546,1497,40,7,0.3072544160600023,"0.037 (-0.025, 0.098)"
high_peak_absolute40,Peak delta >=40 mg/dL,carb_fiber_ratio_z,Carb/fiber ratio z,meal_hour_cos,-0.0032028172668663313,0.027124266602458057,-0.11807940519859385,0.9060047415500104,-0.05636637980768412,0.04996074527395146,1497,40,7,0.9220654768232943,"-0.003 (-0.056, 0.050)"
iauc_2h_per1000,2h iAUC / 1000,carb_protein_ratio_z,Carb/protein ratio z,Intercept,3.3986756517715992,0.3165299628799757,10.737295202161748,6.800767688104535e-27,2.778276924526847,4.0190743790163515,1498,40,7,1.4281612145019524e-25,"3.399 (2.778, 4.019)"
iauc_2h_per1000,2h iAUC / 1000,carb_protein_ratio_z,Carb/protein ratio z,carb_protein_ratio_z,0.0340428566767928,0.07019491260564902,0.48497612452406075,0.62769328172085,-0.10353917203027926,0.17162488538386486,1498,40,7,0.7011467508583963,"0.034 (-0.104, 0.172)"
iauc_2h_per1000,2h iAUC / 1000,carb_protein_ratio_z,Carb/protein ratio z,msi_centered,1.3238159758759909,0.3401354349594253,3.8920260573083447,9.941056493043094e-05,0.6571505233555174,1.9904814283964645,1498,40,7,0.0002108708953069747,"1.324 (0.657, 1.990)"
iauc_2h_per1000,2h iAUC / 1000,carb_protein_ratio_z,Carb/protein ratio z,load_x_msi,-0.02405284172617167,0.09579482085626255,-0.25108707872905034,0.8017467856547021,-0.21181069060444627,0.16370500715210293,1498,40,7,0.8460644471733039,"-0.024 (-0.212, 0.164)"
iauc_2h_per1000,2h iAUC / 1000,carb_protein_ratio_z,Carb/protein ratio z,baseline_glucose_z,-0.4376334202693395,0.1255687764991864,-3.4852089227147567,0.0004917529227448558,-0.6837482222077449,-0.19151861833093414,1498,40,7,0.0009138771130656612,"-0.438 (-0.684, -0.192)"
iauc_2h_per1000,2h iAUC / 1000,carb_protein_ratio_z,Carb/protein ratio z,meal_hour_sin,1.1329412355003603,0.3067561376404579,3.6932960631687695,0.00022136604733126092,0.5316992057250628,1.7341832652756577,1498,40,7,0.00043043398092189626,"1.133 (0.532, 1.734)"
iauc_2h_per1000,2h iAUC / 1000,carb_protein_ratio_z,Carb/protein ratio z,meal_hour_cos,0.21574368604410044,0.19273283758386892,1.119392464453382,0.2629727443315632,-0.16201267562028265,0.5935000477084835,1498,40,7,0.324848684174284,"0.216 (-0.162, 0.594)"
peak_delta_2h,2h peak delta,carb_protein_ratio_z,Carb/protein ratio z,Intercept,57.098379820773985,4.135719736184624,13.806153091372106,2.339980182225717e-43,48.99236913785212,65.20439050369585,1498,40,7,9.827916765348011e-42,"57.098 (48.992, 65.204)"
peak_delta_2h,2h peak delta,carb_protein_ratio_z,Carb/protein ratio z,carb_protein_ratio_z,0.622643473059032,0.9980869166602531,0.6238369250871352,0.532734687020709,-1.333606883595064,2.5788938297131283,1498,40,7,0.611334886745076,"0.623 (-1.334, 2.579)"
peak_delta_2h,2h peak delta,carb_protein_ratio_z,Carb/protein ratio z,msi_centered,20.44539822398407,4.558067750479781,4.485540659599014,7.272927501729743e-06,11.5115854330437,29.379211014924444,1498,40,7,2.151147570934149e-05,"20.445 (11.512, 29.379)"
peak_delta_2h,2h peak delta,carb_protein_ratio_z,Carb/protein ratio z,load_x_msi,-0.021721377003245834,1.4168162682278933,-0.015331117725246203,0.9877680170430616,-2.7986812627299167,2.755238508723425,1498,40,7,0.9877680170430616,"-0.022 (-2.799, 2.755)"
peak_delta_2h,2h peak delta,carb_protein_ratio_z,Carb/protein ratio z,baseline_glucose_z,-9.233708413855368,1.801433046924338,-5.125757201812449,2.963443045275697e-07,-12.76451718582707,-5.702899641883665,1498,40,7,1.0729707577722351e-06,"-9.234 (-12.765, -5.703)"
peak_delta_2h,2h peak delta,carb_protein_ratio_z,Carb/protein ratio z,meal_hour_sin,17.671766600282226,3.7733769171149176,4.683276277047315,2.823255714184052e-06,10.275947842736986,25.067585357827465,1498,40,7,8.84901044744255e-06,"17.672 (10.276, 25.068)"
peak_delta_2h,2h peak delta,carb_protein_ratio_z,Carb/protein ratio z,meal_hour_cos,4.122444247216578,2.6608195383782007,1.5493137312608782,0.12130632047945246,-1.0927620480046958,9.337650542437851,1498,40,7,0.16021589497286173,"4.122 (-1.093, 9.338)"
high_iauc_population,High iAUC population Q4,carb_protein_ratio_z,Carb/protein ratio z,Intercept,0.27275988504760884,0.03622464736573223,7.529676750025015,5.086608885140453e-14,0.20175957621077367,0.343760193884444,1498,40,7,3.445767309288694e-13,"0.273 (0.202, 0.344)"
high_iauc_population,High iAUC population Q4,carb_protein_ratio_z,Carb/protein ratio z,carb_protein_ratio_z,0.0058300878118129305,0.00979696415783831,0.595091266833759,0.5517824659467501,-0.013371961937550157,0.02503213756117602,1498,40,7,0.6263476640476622,"0.006 (-0.013, 0.025)"
high_iauc_population,High iAUC population Q4,carb_protein_ratio_z,Carb/protein ratio z,msi_centered,0.15218870392446057,0.038935557814649406,3.90873310840817,9.278139481537117e-05,0.07587501060774773,0.2285023972411734,1498,40,7,0.0002005287555744024,"0.152 (0.076, 0.229)"
high_iauc_population,High iAUC population Q4,carb_protein_ratio_z,Carb/protein ratio z,load_x_msi,0.0013073108174912126,0.011424064955120184,0.11443482005984966,0.9088931128686759,-0.021083856494544348,0.023698478129526773,1498,40,7,0.9220654768232943,"0.001 (-0.021, 0.024)"
high_iauc_population,High iAUC population Q4,carb_protein_ratio_z,Carb/protein ratio z,baseline_glucose_z,-0.04027731117626237,0.017256429030524115,-2.3340466967422784,0.019593276906777177,-0.07409991207608962,-0.006454710276435106,1498,40,7,0.03100503239747342,"-0.040 (-0.074, -0.006)"
high_iauc_population,High iAUC population Q4,carb_protein_ratio_z,Carb/protein ratio z,meal_hour_sin,0.09258666544780234,0.030716670310745556,3.0142155549787217,0.00257644680393902,0.032381991638741045,0.1527913392568636,1498,40,7,0.004363337329251566,"0.093 (0.032, 0.153)"
high_iauc_population,High iAUC population Q4,carb_protein_ratio_z,Carb/protein ratio z,meal_hour_cos,-0.007159419595284988,0.02625232110582637,-0.2727156797459728,0.7850717807375386,-0.058613968962704675,0.0442951297721347,1498,40,7,0.8368785479943306,"-0.007 (-0.059, 0.044)"
high_iauc_subject_specific,High iAUC subject-specific Q4,carb_protein_ratio_z,Carb/protein ratio z,Intercept,0.2826173458163318,0.015854922167389204,17.82521180694448,4.503818359734431e-71,0.25154169836824897,0.31369299326441463,1498,40,7,9.458018555442305e-69,"0.283 (0.252, 0.314)"
high_iauc_subject_specific,High iAUC subject-specific Q4,carb_protein_ratio_z,Carb/protein ratio z,carb_protein_ratio_z,0.016713166790440548,0.011052186787742549,1.5122045176594663,0.13048184211975486,-0.004949119313534846,0.03837545289441594,1498,40,7,0.16937999082646993,"0.017 (-0.005, 0.038)"
high_iauc_subject_specific,High iAUC subject-specific Q4,carb_protein_ratio_z,Carb/protein ratio z,msi_centered,0.04326535916740175,0.010687378403657025,4.048266799704326,5.159830949977872e-05,0.02231809749623398,0.06421262083856952,1498,40,7,0.00012039605549948367,"0.043 (0.022, 0.064)"
high_iauc_subject_specific,High iAUC subject-specific Q4,carb_protein_ratio_z,Carb/protein ratio z,load_x_msi,-0.015866789703425723,0.017233820219975212,-0.9206774528746097,0.357218851243271,-0.04964507733457714,0.01791149792772569,1498,40,7,0.4262270384152666,"-0.016 (-0.050, 0.018)"
high_iauc_subject_specific,High iAUC subject-specific Q4,carb_protein_ratio_z,Carb/protein ratio z,baseline_glucose_z,-0.08004055479970279,0.010075038735094894,-7.944441396626442,1.9506782047362127e-15,-0.09978763072048878,-0.0602934788789168,1498,40,7,1.6385696919784185e-14,"-0.080 (-0.100, -0.060)"
high_iauc_subject_specific,High iAUC subject-specific Q4,carb_protein_ratio_z,Carb/protein ratio z,meal_hour_sin,0.10233621243729982,0.027056497830589964,3.782315548673817,0.00015537622141457335,0.049305476689343486,0.15536694818525615,1498,40,7,0.0003054990786067564,"0.102 (0.049, 0.155)"
high_iauc_subject_specific,High iAUC subject-specific Q4,carb_protein_ratio_z,Carb/protein ratio z,meal_hour_cos,-0.018716760687671752,0.023464071067742398,-0.7976774632856833,0.4250576853821422,-0.06470633998044685,0.027272818605103347,1498,40,7,0.49867102754329534,"-0.019 (-0.065, 0.027)"
high_peak_population,High peak population Q4,carb_protein_ratio_z,Carb/protein ratio z,Intercept,0.28504580132363255,0.036364779373309786,7.8385131502501055,4.559124870611435e-15,0.2137708337519454,0.3563207688953197,1498,40,7,3.419343652958576e-14,"0.285 (0.214, 0.356)"
high_peak_population,High peak population Q4,carb_protein_ratio_z,Carb/protein ratio z,carb_protein_ratio_z,-0.0013544735540996639,0.0092451461267181,-0.14650645165956758,0.8835215971864308,-0.01947495996246714,0.016766012854267813,1498,40,7,0.9095075265154434,"-0.001 (-0.019, 0.017)"
high_peak_population,High peak population Q4,carb_protein_ratio_z,Carb/protein ratio z,msi_centered,0.16800366118966442,0.039600777989760916,4.242433348988826,2.2110921898142234e-05,0.09038613632973302,0.24562118604959582,1498,40,7,5.5277304745355584e-05,"0.168 (0.090, 0.246)"
high_peak_population,High peak population Q4,carb_protein_ratio_z,Carb/protein ratio z,load_x_msi,-0.001573628663478075,0.010232296580445444,-0.15379036867298956,0.8777750281763428,-0.021628929961151143,0.018481672634194993,1498,40,7,0.9080431325962167,"-0.002 (-0.022, 0.018)"
high_peak_population,High peak population Q4,carb_protein_ratio_z,Carb/protein ratio z,baseline_glucose_z,-0.03614839053331132,0.019161671087303486,-1.886494678288431,0.05922832486754555,-0.07370526586442616,0.0014084847978035123,1498,40,7,0.08404019069043625,"-0.036 (-0.074, 0.001)"
high_peak_population,High peak population Q4,carb_protein_ratio_z,Carb/protein ratio z,meal_hour_sin,0.11835712421921282,0.02937117990548113,4.029702742623748,5.584743037395971e-05,0.060789611604469815,0.17592463683395582,1498,40,7,0.0001274778302014298,"0.118 (0.061, 0.176)"
high_peak_population,High peak population Q4,carb_protein_ratio_z,Carb/protein ratio z,meal_hour_cos,0.011072118720207025,0.024880850296786897,0.44500564040758983,0.6563156779820685,-0.037694347861495295,0.059838585301909344,1498,40,7,0.7254015388222863,"0.011 (-0.038, 0.060)"
high_peak_absolute40,Peak delta >=40 mg/dL,carb_protein_ratio_z,Carb/protein ratio z,Intercept,0.5820164126755838,0.04039707596732667,14.407389612711604,4.649539365572507e-47,0.5028381437796235,0.661194681571544,1498,40,7,2.441008166925566e-45,"0.582 (0.503, 0.661)"
high_peak_absolute40,Peak delta >=40 mg/dL,carb_protein_ratio_z,Carb/protein ratio z,carb_protein_ratio_z,-0.007280356058596775,0.011871143619367048,-0.6132817773950032,0.5396900403042012,-0.03054779755255619,0.01598708543536264,1498,40,7,0.6159505894776209,"-0.007 (-0.031, 0.016)"
high_peak_absolute40,Peak delta >=40 mg/dL,carb_protein_ratio_z,Carb/protein ratio z,msi_centered,0.21576063770246728,0.04950314932685524,4.35852346035322,1.3094288754939693e-05,0.11873446502183102,0.3127868103831035,1498,40,7,3.5253854340222254e-05,"0.216 (0.119, 0.313)"
high_peak_absolute40,Peak delta >=40 mg/dL,carb_protein_ratio_z,Carb/protein ratio z,load_x_msi,-0.001414174710320834,0.01720922269794906,-0.08217539717754777,0.9345072374717116,-0.03514425119830099,0.03231590177765932,1498,40,7,0.9389785639667915,"-0.001 (-0.035, 0.032)"
high_peak_absolute40,Peak delta >=40 mg/dL,carb_protein_ratio_z,Carb/protein ratio z,baseline_glucose_z,-0.12265497153398389,0.01843651961509935,-6.6528267858935015,2.875165033047259e-11,-0.15879054997957862,-0.08651939308838916,1498,40,7,1.6318504241619577e-10,"-0.123 (-0.159, -0.087)"
high_peak_absolute40,Peak delta >=40 mg/dL,carb_protein_ratio_z,Carb/protein ratio z,meal_hour_sin,0.13341537099212947,0.025500644269730477,5.23184314799822,1.6782813373976956e-07,0.08343410822345773,0.1833966337608012,1498,40,7,6.407983288245747e-07,"0.133 (0.083, 0.183)"
high_peak_absolute40,Peak delta >=40 mg/dL,carb_protein_ratio_z,Carb/protein ratio z,meal_hour_cos,0.03493479122327081,0.028401372883895232,1.2300388212247408,0.21868256778196712,-0.020731899629163844,0.09060148207570547,1498,40,7,0.27664662189285,"0.035 (-0.021, 0.091)"
iauc_2h_per1000,2h iAUC / 1000,energy_100kcal,Energy per 100 kcal,Intercept,2.960965618141259,0.34627586782109226,8.550886426977575,1.2214676951435175e-17,2.282264917211918,3.6396663190706,1498,40,7,1.1152531129571246e-16,"2.961 (2.282, 3.640)"
iauc_2h_per1000,2h iAUC / 1000,energy_100kcal,Energy per 100 kcal,energy_100kcal,0.09332744877475291,0.01967885772534845,4.742523680860668,2.1107214661480763e-06,0.05475688763306995,0.13189800991643585,1498,40,7,6.819253967555323e-06,"0.093 (0.055, 0.132)"
iauc_2h_per1000,2h iAUC / 1000,energy_100kcal,Energy per 100 kcal,msi_centered,1.2729927079350225,0.3308729152749979,3.847376588310355,0.00011938938260447662,0.6244817939960267,1.9215036218740185,1498,40,7,0.00024364885854780133,"1.273 (0.624, 1.922)"
iauc_2h_per1000,2h iAUC / 1000,energy_100kcal,Energy per 100 kcal,load_x_msi,0.002969004393419787,0.021640535989397018,0.1371964351934018,0.8908755285708024,-0.03944644614579837,0.045384454932637944,1498,40,7,0.9126041999993586,"0.003 (-0.039, 0.045)"
iauc_2h_per1000,2h iAUC / 1000,energy_100kcal,Energy per 100 kcal,baseline_glucose_z,-0.4067190816301328,0.12513759937104,-3.2501748768904215,0.0011533406191870446,-0.6519887763973712,-0.16144938686289442,1498,40,7,0.002035306975035961,"-0.407 (-0.652, -0.161)"
iauc_2h_per1000,2h iAUC / 1000,energy_100kcal,Energy per 100 kcal,meal_hour_sin,1.0755680639592495,0.31024831989948065,3.466797384455554,0.0005266987489210019,0.46748135695626747,1.6836547709622316,1498,40,7,0.000970234537486056,"1.076 (0.467, 1.684)"
iauc_2h_per1000,2h iAUC / 1000,energy_100kcal,Energy per 100 kcal,meal_hour_cos,0.3576208032149646,0.19155022018965473,1.8669819479240621,0.061904108816378846,-0.017817628356758652,0.7330592347866878,1498,40,7,0.08724740168751381,"0.358 (-0.018, 0.733)"
peak_delta_2h,2h peak delta,energy_100kcal,Energy per 100 kcal,Intercept,51.58242790323966,4.479968124540739,11.51401672272559,1.1213125656115113e-30,42.801690379139814,60.36316542733951,1498,40,7,2.9434454847302174e-29,"51.582 (42.802, 60.363)"
peak_delta_2h,2h peak delta,energy_100kcal,Energy per 100 kcal,energy_100kcal,1.1759665101520493,0.27434917531164404,4.286386167613672,1.8160319123940773e-05,0.638242126541227,1.7136908937628716,1498,40,7,4.7082308839846445e-05,"1.176 (0.638, 1.714)"
peak_delta_2h,2h peak delta,energy_100kcal,Energy per 100 kcal,msi_centered,20.568676898360284,4.696003469609305,4.380038692789029,1.1865823749426781e-05,11.364510097926045,29.772843698794524,1498,40,7,3.2787144570784526e-05,"20.569 (11.365, 29.773)"
peak_delta_2h,2h peak delta,energy_100kcal,Energy per 100 kcal,load_x_msi,-0.12313414185657268,0.3376257041295115,-0.3647060645872479,0.7153308311027426,-0.7848805219504151,0.5386122382372698,1498,40,7,0.7783392462775957,"-0.123 (-0.785, 0.539)"
peak_delta_2h,2h peak delta,energy_100kcal,Energy per 100 kcal,baseline_glucose_z,-8.842449914254278,1.8000775547863774,-4.912260524965908,9.003231321407799e-07,-12.370601921635577,-5.314297906872978,1498,40,7,3.0494815766058673e-06,"-8.842 (-12.371, -5.314)"
peak_delta_2h,2h peak delta,energy_100kcal,Energy per 100 kcal,meal_hour_sin,16.88781543230637,3.8161631593189433,4.425338940518538,9.629097614758435e-06,9.40813564004124,24.3674952245715,1498,40,7,2.7700143823277688e-05,"16.888 (9.408, 24.367)"
peak_delta_2h,2h peak delta,energy_100kcal,Energy per 100 kcal,meal_hour_cos,5.917453413256709,2.6388199234096335,2.242462003853122,0.024931528360440693,0.7453663633738277,11.08954046313959,1498,40,7,0.03849721290950401,"5.917 (0.745, 11.090)"
high_iauc_population,High iAUC population Q4,energy_100kcal,Energy per 100 kcal,Intercept,0.22300703438816477,0.03941314225524855,5.658189670438355,1.5297802153602456e-08,0.1457572755678776,0.30025679320845194,1498,40,7,6.29909500442454e-08,"0.223 (0.146, 0.300)"
high_iauc_population,High iAUC population Q4,energy_100kcal,Energy per 100 kcal,energy_100kcal,0.010544083795750595,0.004055146844038081,2.6001731136450994,0.009317674311024884,0.002595995981435957,0.018492171610065233,1498,40,7,0.015407177994608078,"0.011 (0.003, 0.018)"
high_iauc_population,High iAUC population Q4,energy_100kcal,Energy per 100 kcal,msi_centered,0.14604064697719896,0.03711315363514515,3.9350104389647567,8.31930801122529e-05,0.07329886585231447,0.21878242810208343,1498,40,7,0.0001822279320886001,"0.146 (0.073, 0.219)"
high_iauc_population,High iAUC population Q4,energy_100kcal,Energy per 100 kcal,load_x_msi,0.0004212906268918524,0.004238912414596107,0.0993864901386489,0.920831408961492,-0.007886977705716516,0.00872955895950022,1498,40,7,0.9296855571245832,"0.000 (-0.008, 0.009)"
high_iauc_population,High iAUC population Q4,energy_100kcal,Energy per 100 kcal,baseline_glucose_z,-0.03685581078860154,0.017164479853562647,-2.1472139617998254,0.03177625169270832,-0.07049819130158433,-0.0032134302756187533,1498,40,7,0.04797382454541499,"-0.037 (-0.070, -0.003)"
high_iauc_population,High iAUC population Q4,energy_100kcal,Energy per 100 kcal,meal_hour_sin,0.08552380662420522,0.03191163977313453,2.6800191789644483,0.007361794209477184,0.02297699266886155,0.1480706205795489,1498,40,7,0.01236781427192167,"0.086 (0.023, 0.148)"
high_iauc_population,High iAUC population Q4,energy_100kcal,Energy per 100 kcal,meal_hour_cos,0.008861277621655061,0.026217684892611354,0.3379885622224539,0.7353718071324814,-0.04252538476786319,0.06024794001117331,1498,40,7,0.796021028339284,"0.009 (-0.043, 0.060)"
high_iauc_subject_specific,High iAUC subject-specific Q4,energy_100kcal,Energy per 100 kcal,Intercept,0.21905117368029178,0.024036881511527598,9.113127822976509,8.004042256893845e-20,0.17193888591769768,0.2661634614428859,1498,40,7,8.995961870557007e-19,"0.219 (0.172, 0.266)"
high_iauc_subject_specific,High iAUC subject-specific Q4,energy_100kcal,Energy per 100 kcal,energy_100kcal,0.013850013931475655,0.0032903920801903856,4.2092290505009595,2.5624352200394673e-05,0.007400845454302499,0.02029918240864881,1498,40,7,6.330722308332801e-05,"0.014 (0.007, 0.020)"
high_iauc_subject_specific,High iAUC subject-specific Q4,energy_100kcal,Energy per 100 kcal,msi_centered,0.02763184395288735,0.025570257531313235,1.0806243902334383,0.2798642285831526,-0.022485860808486594,0.07774954871426129,1498,40,7,0.3436929122950997,"0.028 (-0.022, 0.078)"
high_iauc_subject_specific,High iAUC subject-specific Q4,energy_100kcal,Energy per 100 kcal,load_x_msi,0.0019928904770803225,0.005005459964288292,0.3981433257480233,0.6905245392996193,-0.00781781105292473,0.011803592007085374,1498,40,7,0.7552612148589586,"0.002 (-0.008, 0.012)"
high_iauc_subject_specific,High iAUC subject-specific Q4,energy_100kcal,Energy per 100 kcal,baseline_glucose_z,-0.07530010995112951,0.009751508676382524,-7.721893344924273,1.146142822637267e-14,-0.09441306695683926,-0.05618715294541977,1498,40,7,8.299654922545726e-14,"-0.075 (-0.094, -0.056)"
high_iauc_subject_specific,High iAUC subject-specific Q4,energy_100kcal,Energy per 100 kcal,meal_hour_sin,0.0923950163087027,0.027513787645148287,3.358135110306974,0.0007847024753299139,0.038467992524212055,0.14632204009319333,1498,40,7,0.0014329349549502776,"0.092 (0.038, 0.146)"
