shape_cluster_label,n_meals,n_subjects,mean_iauc_2h,mean_peak_delta_2h,mean_msi,mean_digestibility
delayed_peak,537.0,40.0,1783.032681564246,36.40949720670391,0.212301177755627,-0.227651573957184
high_peak_fast_recovery,431.0,39.0,3598.3744779582366,61.86798143851508,0.0923207775742536,0.5175178387781201
large_prolonged_response,215.0,33.0,8963.299069767441,129.75348837209302,0.6007408858458652,0.8566065117570866
low_stable_response,315.0,40.0,344.1844444444444,8.00063492063492,0.04958066499571224,-0.6205450581782068
