target,target_label,unit,scenario_id,scenario_label,subgroup_variable,subgroup_level,n_meals,n_subjects,mean_delta_pred,median_delta_pred,mean_predicted_reduction,percent_meals_with_predicted_reduction,mean_relative_reduction_percent
peak_delta_2h,2-h peak glucose excursion,mg/dL,S7_cap_carbs_45g_energy_reduced,Cap carbs at 45 g,subgroup_hba1c_category,>=6.5,356,12,-11.895959661044742,-1.2769240358888323,11.895959661044742,51.68539325842697,14.494134913591632
peak_delta_2h,2-h peak glucose excursion,mg/dL,S8_late_meal_to_noon_exploratory,Late meal to noon,Gender,F,980,26,2.8799590767596106,0.0,-2.8799590767596106,6.428571428571428,-25.21811086217404
peak_delta_2h,2-h peak glucose excursion,mg/dL,S8_late_meal_to_noon_exploratory,Late meal to noon,Gender,M,488,14,1.139512098597818,0.0,-1.139512098597818,8.401639344262295,-11.173632924636768
peak_delta_2h,2-h peak glucose excursion,mg/dL,S8_late_meal_to_noon_exploratory,Late meal to noon,subgroup_bmi_30,BMI <30,783,21,2.4112376329710745,0.0,-2.4112376329710745,6.641123882503193,-13.210168942480353
peak_delta_2h,2-h peak glucose excursion,mg/dL,S8_late_meal_to_noon_exploratory,Late meal to noon,subgroup_bmi_30,BMI >=30,685,19,2.1758288068960616,0.0,-2.1758288068960616,7.591240875912408,-28.9385682192572
peak_delta_2h,2-h peak glucose excursion,mg/dL,S8_late_meal_to_noon_exploratory,Late meal to noon,subgroup_fasting_glucose_category,100-125,612,16,2.503395390462985,0.0,-2.503395390462985,5.228758169934641,-16.120994739565308
peak_delta_2h,2-h peak glucose excursion,mg/dL,S8_late_meal_to_noon_exploratory,Late meal to noon,subgroup_fasting_glucose_category,<100,417,10,3.240130035610688,0.0,-3.240130035610688,6.474820143884892,-31.496336718937485
peak_delta_2h,2-h peak glucose excursion,mg/dL,S8_late_meal_to_noon_exploratory,Late meal to noon,subgroup_fasting_glucose_category,>=126,439,14,1.1280856390140086,0.0,-1.1280856390140086,10.250569476082005,-16.324510978912073
peak_delta_2h,2-h peak glucose excursion,mg/dL,S8_late_meal_to_noon_exploratory,Late meal to noon,subgroup_hba1c_category,5.7-6.4,512,14,1.3639065457100883,0.0,-1.3639065457100883,7.421875,-8.696212813854672
peak_delta_2h,2-h peak glucose excursion,mg/dL,S8_late_meal_to_noon_exploratory,Late meal to noon,subgroup_hba1c_category,<5.7,600,14,3.305421937066839,0.0,-3.305421937066839,6.666666666666667,-30.598699591213176
peak_delta_2h,2-h peak glucose excursion,mg/dL,S8_late_meal_to_noon_exploratory,Late meal to noon,subgroup_hba1c_category,>=6.5,356,12,1.95749574633844,0.0,-1.95749574633844,7.303370786516854,-20.659552799808434
