dataset,outcome,model,n_meals,n_subjects,r2_subject_disjoint,pearson_r,mae,rmse,median_inner_alpha
CGMacros,iauc_2h,macro_only,1498,40,-1.4138850194047126,0.036478751846666914,2551.732472839681,4899.031971255332,100.0
CGMacros,iauc_2h,macro_context,1498,40,-0.40521166108877216,0.18955210417267448,2385.040596201572,3737.858497800381,100.0
CGMacros,iauc_2h,non_glycemic_msi_foodmatrix,1498,40,-0.2713327649830217,0.22247285765006414,2367.3949928466727,3555.3438056884106,100.0
CGMacros,peak_delta_2h,macro_only,1498,40,-1.5791917482249138,0.04824382109625983,35.85033364554512,69.72446999603129,100.0
CGMacros,peak_delta_2h,macro_context,1498,40,-0.3829258722121458,0.21866244249261332,33.304916471480674,51.05553802722337,100.0
CGMacros,peak_delta_2h,non_glycemic_msi_foodmatrix,1498,40,-0.30233545033844234,0.24451436116110428,33.36367758062349,49.545570965640465,100.0
