cluster,minute,feature_derived_delta
high_peak_fast_recovery (3),84.0,48.500795487500405
high_peak_fast_recovery (3),85.0,46.77918922116023
high_peak_fast_recovery (3),86.0,45.112449070906756
high_peak_fast_recovery (3),87.0,43.49921254160376
high_peak_fast_recovery (3),88.0,41.93812439260581
high_peak_fast_recovery (3),89.0,40.42783894785443
high_peak_fast_recovery (3),90.0,38.96702217362943
high_peak_fast_recovery (3),91.0,37.55435354065382
high_peak_fast_recovery (3),92.0,36.18852768619671
high_peak_fast_recovery (3),93.0,34.86825589082533
high_peak_fast_recovery (3),94.0,33.59226738352436
high_peak_fast_recovery (3),95.0,32.35931048802156
high_peak_fast_recovery (3),96.0,31.168153622333083
high_peak_fast_recovery (3),97.0,30.017586162764093
high_peak_fast_recovery (3),98.0,28.906419182870668
high_peak_fast_recovery (3),99.0,27.8334860772011
high_peak_fast_recovery (3),100.0,26.797643078990138
high_peak_fast_recovery (3),101.0,25.79776968037252
high_peak_fast_recovery (3),102.0,24.83276896311257
high_peak_fast_recovery (3),103.0,23.901567847311277
high_peak_fast_recovery (3),104.0,23.003117265049525
high_peak_fast_recovery (3),105.0,22.136392265454326
high_peak_fast_recovery (3),106.0,21.300392057231768
high_peak_fast_recovery (3),107.0,20.49413999429462
high_peak_fast_recovery (3),108.0,19.716683509722728
high_peak_fast_recovery (3),109.0,18.967094002928125
high_peak_fast_recovery (3),110.0,18.244466684553988
high_peak_fast_recovery (3),111.0,17.54792038331478
high_peak_fast_recovery (3),112.0,16.87659731868352
high_peak_fast_recovery (3),113.0,16.22966284304986
high_peak_fast_recovery (3),114.0,15.606305156707679
high_peak_fast_recovery (3),115.0,15.005734998783863
high_peak_fast_recovery (3),116.0,14.427185316987329
high_peak_fast_recovery (3),117.0,13.869910918841054
high_peak_fast_recovery (3),118.0,13.333188106856367
high_peak_fast_recovery (3),119.0,12.816314299919375
high_peak_fast_recovery (3),120.0,12.318607642981727
high_peak_fast_recovery (3),121.0,11.839406606982223
high_peak_fast_recovery (3),122.0,11.37806958077112
high_peak_fast_recovery (3),123.0,10.933974456664068
high_peak_fast_recovery (3),124.0,10.506518211118141
high_peak_fast_recovery (3),125.0,10.095116481896227
high_peak_fast_recovery (3),126.0,9.699203142969063
high_peak_fast_recovery (3),127.0,9.318229878294535
high_peak_fast_recovery (3),128.0,8.951665755512371
high_peak_fast_recovery (3),129.0,8.598996800497323
high_peak_fast_recovery (3),130.0,8.259725573625929
high_peak_fast_recovery (3),131.0,7.933370748529811
high_peak_fast_recovery (3),132.0,7.619466694032416
high_peak_fast_recovery (3),133.0,7.317563059895279
high_peak_fast_recovery (3),134.0,7.027224366934258
high_peak_fast_recovery (3),135.0,6.748029602005356
high_peak_fast_recovery (3),136.0,6.479571818303322
high_peak_fast_recovery (3),137.0,6.221457741364005
high_peak_fast_recovery (3),138.0,5.973307381113189
high_peak_fast_recovery (3),139.0,5.734753650259998
high_peak_fast_recovery (3),140.0,5.5054419892916915
high_peak_fast_recovery (3),141.0,5.285029998288832
high_peak_fast_recovery (3),142.0,5.073187075744676
high_peak_fast_recovery (3),143.0,4.869594064540516
high_peak_fast_recovery (3),144.0,4.673942905199078
high_peak_fast_recovery (3),145.0,4.485936296510989
high_peak_fast_recovery (3),146.0,4.3052873636044025
high_peak_fast_recovery (3),147.0,4.131719333505149
high_peak_fast_recovery (3),148.0,3.9649652182140125
high_peak_fast_recovery (3),149.0,3.8047675053088175
high_peak_fast_recovery (3),150.0,3.6508778560617205
high_peak_fast_recovery (3),151.0,3.5030568110466294
high_peak_fast_recovery (3),152.0,3.3610735031973684
high_peak_fast_recovery (3),153.0,3.2247053782646007
high_peak_fast_recovery (3),154.0,3.0937379226079393
high_peak_fast_recovery (3),155.0,2.967964398249479
high_peak_fast_recovery (3),156.0,2.8471855851057315
high_peak_fast_recovery (3),157.0,2.73120953030681
high_peak_fast_recovery (3),158.0,2.619851304504543
high_peak_fast_recovery (3),159.0,2.5129327650647793
high_peak_fast_recovery (3),160.0,2.41028232603368
high_peak_fast_recovery (3),161.0,2.3117347347629935
high_peak_fast_recovery (3),162.0,2.217130855075217
high_peak_fast_recovery (3),163.0,2.1263174568460856
high_peak_fast_recovery (3),164.0,2.0391470118790056
high_peak_fast_recovery (3),165.0,1.9554774959436425
high_peak_fast_recovery (3),166.0,1.8751721968490977
high_peak_fast_recovery (3),167.0,1.7980995284207033
high_peak_fast_recovery (3),168.0,1.7241328502484876
high_peak_fast_recovery (3),169.0,1.6531502930747666
high_peak_fast_recovery (3),170.0,1.5850345896880875
high_peak_fast_recovery (3),171.0,1.5196729111908007
high_peak_fast_recovery (3),172.0,1.4569567085078963
high_peak_fast_recovery (3),173.0,1.396781559005341
high_peak_fast_recovery (3),174.0,1.3390470180870075
high_peak_fast_recovery (3),175.0,1.2836564756403341
high_peak_fast_recovery (3),176.0,1.2305170172020865
high_peak_fast_recovery (3),177.0,1.1795392897170274
high_peak_fast_recovery (3),178.0,1.1306373717638314
high_peak_fast_recovery (3),179.0,1.0837286481242951
high_peak_fast_recovery (3),180.0,1.0387336885736984
large_prolonged_response (4),0.0,0.0
large_prolonged_response (4),1.0,4.057947701897538
large_prolonged_response (4),2.0,8.02197512363209
large_prolonged_response (4),3.0,11.893712587907503
large_prolonged_response (4),4.0,15.674765261794551
large_prolonged_response (4),5.0,19.36671352061933
large_prolonged_response (4),6.0,22.971113306798404
large_prolonged_response (4),7.0,26.489496483688832
large_prolonged_response (4),8.0,29.92337118452058
large_prolonged_response (4),9.0,33.27422215647756
large_prolonged_response (4),10.0,36.543511099993
large_prolonged_response (4),11.0,39.73267700332365
large_prolonged_response (4),12.0,42.84313647246693
large_prolonged_response (4),13.0,45.876284056483655
large_prolonged_response (4),14.0,48.833492568288904
large_prolonged_response (4),15.0,51.716113400971835
large_prolonged_response (4),16.0,54.52547683970553
large_prolonged_response (4),17.0,57.26289236930616
large_prolonged_response (4),18.0,59.92964897750049
large_prolonged_response (4),19.0,62.527015453960104
large_prolonged_response (4),20.0,65.05624068515932
large_prolonged_response (4),21.0,67.51855394511374
large_prolonged_response (4),22.0,69.91516518205509
large_prolonged_response (4),23.0,72.2472653010976
large_prolonged_response (4),24.0,74.51602644295016
large_prolonged_response (4),25.0,76.72260225872817
large_prolonged_response (4),26.0,78.8681281809176
large_prolonged_response (4),27.0,80.95372169054404
large_prolonged_response (4),28.0,82.9804825805979
large_prolonged_response (4),29.0,84.94949321576664
large_prolonged_response (4),30.0,86.86181878852473
large_prolonged_response (4),31.0,88.71850757162994
large_prolonged_response (4),32.0,90.52059116707575
large_prolonged_response (4),33.0,92.26908475154758
large_prolonged_response (4),34.0,93.96498731843056
large_prolonged_response (4),35.0,95.60928191641571
large_prolonged_response (4),36.0,97.20293588475091
large_prolonged_response (4),37.0,98.74690108518256
large_prolonged_response (4),38.0,100.24211413063242
large_prolonged_response (4),39.0,101.6894966106549
large_prolonged_response (4),40.0,103.0899553137181
large_prolonged_response (4),41.0,104.44438244635221
large_prolonged_response (4),42.0,105.75365584920802
large_prolonged_response (4),43.0,107.0186392100673
large_prolonged_response (4),44.0,108.24018227384748
large_prolonged_response (4),45.0,109.41912104964068
large_prolonged_response (4),46.0,110.55627801482851
large_prolonged_response (4),47.0,111.65246231631178
large_prolonged_response (4),48.0,112.70846996889543
large_prolonged_response (4),49.0,113.72508405086658
large_prolonged_response (4),50.0,114.70307489680513
large_prolonged_response (4),51.0,115.64320028766392
large_prolonged_response (4),52.0,116.5462056381562
large_prolonged_response (4),53.0,117.41282418148747
large_prolonged_response (4),54.0,118.24377715146765
large_prolonged_response (4),55.0,119.0397739620395
large_prolonged_response (4),56.0,119.80151238425935
large_prolonged_response (4),57.0,120.52967872076393
large_prolonged_response (4),58.0,121.22494797775897
large_prolonged_response (4),59.0,121.88798403456278
large_prolonged_response (4),60.0,122.5194398107385
large_prolonged_response (4),61.0,123.11995743084842
large_prolonged_response (4),62.0,123.69016838686278
large_prolonged_response (4),63.0,124.2306936982552
large_prolonged_response (4),64.0,124.74214406981686
large_prolonged_response (4),65.0,125.22512004722047
large_prolonged_response (4),66.0,125.68021217036492
large_prolonged_response (4),67.0,126.10800112453175
large_prolonged_response (4),68.0,126.5090578893827
large_prolonged_response (4),69.0,126.8839438858286
large_prolonged_response (4),70.0,127.23321112079901
large_prolonged_response (4),71.0,127.55740232994087
large_prolonged_response (4),72.0,127.85705111827554
large_prolonged_response (4),73.0,128.13268209884188
large_prolonged_response (4),74.0,128.384811029353
large_prolonged_response (4),75.0,128.61394494689472
large_prolonged_response (4),76.0,128.8205823006921
large_prolonged_response (4),77.0,129.00521308297098
large_prolonged_response (4),78.0,129.16831895794104
large_prolonged_response (4),79.0,129.3103733889259
large_prolonged_response (4),80.0,129.43184176366637
large_prolonged_response (4),81.0,129.53318151782162
large_prolonged_response (4),82.0,129.61484225669358
large_prolonged_response (4),83.0,129.67726587519886
large_prolonged_response (4),84.0,129.7208866761127
large_prolonged_response (4),85.0,129.74613148660885
large_prolonged_response (4),86.0,129.75341977311854
large_prolonged_response (4),87.0,129.7431637545327
large_prolonged_response (4),88.0,129.7157685137695
large_prolonged_response (4),89.0,129.67163210773043
large_prolonged_response (4),90.0,129.6111456756671
large_prolonged_response (4),91.0,129.53469354598096
large_prolonged_response (4),92.0,129.44265334147724
large_prolonged_response (4),93.0,129.33539608309533
large_prolonged_response (4),94.0,129.21328629213608
large_prolonged_response (4),95.0,129.07668209100743
large_prolonged_response (4),96.0,128.92593530250832
large_prolonged_response (4),97.0,128.76139154767216
large_prolonged_response (4),98.0,128.5833903421891
large_prolonged_response (4),99.0,128.39226519142707
large_prolonged_response (4),100.0,128.1883436840714
large_prolonged_response (4),101.0,124.36734574451953
large_prolonged_response (4),102.0,120.64841463706821
large_prolonged_response (4),103.0,117.02944037431183
large_prolonged_response (4),104.0,113.50832073956269
large_prolonged_response (4),105.0,110.08296395202146
large_prolonged_response (4),106.0,106.75129110978858
large_prolonged_response (4),107.0,103.51123842408875
large_prolonged_response (4),108.0,100.36075925737146
large_prolonged_response (4),109.0,97.29782597727701
large_prolonged_response (4),110.0,94.32043163781647
large_prolonged_response (4),111.0,91.42659149850572
large_prolonged_response (4),112.0,88.61434439161611
large_prolonged_response (4),113.0,85.8817539471538
large_prolonged_response (4),114.0,83.22690968465908
large_prolonged_response (4),115.0,80.64792798042072
large_prolonged_response (4),116.0,78.1429529182302
large_prolonged_response (4),117.0,75.71015703135333
large_prolonged_response (4),118.0,73.34774194297286
large_prolonged_response (4),119.0,71.05393891195261
large_prolonged_response (4),120.0,68.82700929039149
large_prolonged_response (4),121.0,66.66524489907295
large_prolonged_response (4),122.0,64.56696832657127
large_prolonged_response (4),123.0,62.53053315744918
large_prolonged_response (4),124.0,60.554324134671724
large_prolonged_response (4),125.0,58.636757261067594
large_prolonged_response (4),126.0,56.776279844390125
large_prolonged_response (4),127.0,54.97137049026641
large_prolonged_response (4),128.0,53.220539047072144
large_prolonged_response (4),129.0,51.522326506532984
large_prolonged_response (4),130.0,49.87530486362774
large_prolonged_response (4),131.0,48.27807693915601
large_prolonged_response (4),132.0,46.72927616813118
large_prolonged_response (4),133.0,45.22756635696785
large_prolonged_response (4),134.0,43.77164141225261
large_prolonged_response (4),135.0,42.3602250437153
large_prolonged_response (4),136.0,40.992070443855596
large_prolonged_response (4),137.0,39.66595994652678
large_prolonged_response (4),138.0,38.380704666632965
large_prolonged_response (4),139.0,37.135144122958955
large_prolonged_response (4),140.0,35.92814584602201
large_prolonged_response (4),141.0,34.75860497271218
large_prolonged_response (4),142.0,33.62544382937175
large_prolonged_response (4),143.0,32.527611504854775
large_prolonged_response (4),144.0,31.46408341500432
large_prolonged_response (4),145.0,30.433860859886952
large_prolonged_response (4),146.0,29.43597057503216
large_prolonged_response (4),147.0,28.46946427783694
large_prolonged_response (4),148.0,27.533418210213892
large_prolonged_response (4),149.0,26.626932678483428
large_prolonged_response (4),150.0,25.749131591437944
large_prolonged_response (4),151.0,24.89916199743672
large_prolonged_response (4),152.0,24.076193621325487
large_prolonged_response (4),153.0,23.279418401913716
large_prolonged_response (4),154.0,22.50805003068487
large_prolonged_response (4),155.0,21.76132349236108
large_prolonged_response (4),156.0,21.038494607892446
large_prolonged_response (4),157.0,20.338839580393778
large_prolonged_response (4),158.0,19.661654544506156
large_prolonged_response (4),159.0,19.006255119618853
large_prolonged_response (4),160.0,18.37197596734723
large_prolonged_response (4),161.0,17.758170353625232
large_prolonged_response (4),162.0,17.164209715736202
large_prolonged_response (4),163.0,16.589483234572793
large_prolonged_response (4),164.0,16.033397412386666
large_prolonged_response (4),165.0,15.495375656259398
large_prolonged_response (4),166.0,14.974857867499797
large_prolonged_response (4),167.0,14.471300037147317
large_prolonged_response (4),168.0,13.984173847738237
large_prolonged_response (4),169.0,13.512966281469167
large_prolonged_response (4),170.0,13.057179234872324
large_prolonged_response (4),171.0,12.616329140097871
large_prolonged_response (4),172.0,12.18994659288119
large_prolonged_response (4),173.0,11.777575987256293
large_prolonged_response (4),174.0,11.378775157061712
large_prolonged_response (4),175.0,10.993115024270674
large_prolonged_response (4),176.0,10.62017925416469
large_prolonged_response (4),177.0,10.259563917357308
large_prolonged_response (4),178.0,9.910877158663759
large_prolonged_response (4),179.0,9.573738872801824
large_prolonged_response (4),180.0,9.247780386899908
