outcome,outcome_label,term,estimate,se,z,p_value,ci_low,ci_high,n,n_clusters,n_parameters,model,q_value,label,color
msi_core_partial,MSI-core,ln_Sigma_DEHP,0.0123626411118378,0.0356753144851413,0.3465320850075986,0.728942875797433,-0.0575609752790392,0.0822862575027149,1313,60,28,joint_DEHP_composition_proxy,0.8200607352721121,MSI core | ln Sigma DEHP,#626D78
msi_core_partial,MSI-core,pct_oxidative_10,-0.1376297987615081,0.085956090717373,-1.6011640084242582,0.1093405981975444,-0.3061037365675593,0.0308441390445429,1313,60,28,joint_DEHP_composition_proxy,0.3119180962267033,MSI core | % oxidative /10 pp,#E17C3A
msi_core_partial,MSI-core,ln_oxidative_to_MEHP,0.6575482732349762,0.2144624493954073,3.0660298578547223,0.0021692165192086,0.2372018724199779,1.0778946740499746,1313,60,28,joint_DEHP_composition_proxy,0.0325382477881291,MSI core | ln oxidative/MEHP,#3E6FA5
ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,0.0269324452163486,0.0335992459567838,0.8015788583764588,0.4227966111470346,-0.0389220768589476,0.0927869672916449,1292,60,28,joint_DEHP_composition_proxy,0.6560637069522951,ln(HOMA-IR) | ln Sigma DEHP,#626D78
ln_HOMA_IR,ln(HOMA-IR),pct_oxidative_10,-0.2536274468811328,0.1332066600977273,-1.9040147594351404,0.0569082619850571,-0.5147125006726784,0.0074576069104127,1292,60,28,joint_DEHP_composition_proxy,0.2567540464347087,ln(HOMA-IR) | % oxidative /10 pp,#E17C3A
ln_HOMA_IR,ln(HOMA-IR),ln_oxidative_to_MEHP,0.9362341980988732,0.2846329282491974,3.2892687569837173,0.0010044805861933,0.3783536587304462,1.4941147374672998,1292,60,28,joint_DEHP_composition_proxy,0.0226008131893508,ln(HOMA-IR) | ln oxidative/MEHP,#3E6FA5
HbA1c,HbA1c,ln_Sigma_DEHP,0.0482760367845869,0.0297734774980818,1.621444347160896,0.1049223763975764,-0.0100799791116534,0.1066320526808273,2671,60,29,joint_DEHP_composition_proxy,0.3119180962267033,HbA1c | ln Sigma DEHP,#626D78
HbA1c,HbA1c,pct_oxidative_10,-0.0896283736429144,0.048484355330106,-1.8486040091216849,0.0645150133767857,-0.1846577100899224,0.0054009628040934,2671,60,29,joint_DEHP_composition_proxy,0.2639250547232145,HbA1c | % oxidative /10 pp,#E17C3A
HbA1c,HbA1c,ln_oxidative_to_MEHP,0.0637602394503344,0.3201000384373501,0.1991884779570671,0.8421153120923298,-0.5636358358868717,0.6911563147875407,2671,60,29,joint_DEHP_composition_proxy,0.8720296732822895,HbA1c | ln oxidative/MEHP,#3E6FA5
