source_table,outcome,term,B_success,boot_mean,boot_ci_low,boot_ci_high,positive_probability,left_out_subject,estimate,se,p_value,n,n_clusters
cg_influence,iauc_2h_per1000,load_x_msi,,,,,,39.0,0.039660750528344,0.0282071897947709,0.1597089483950867,1465.0,39.0
cg_influence,peak_delta_2h,carbs_10g,,,,,,39.0,2.526278315219542,0.2974374132372239,2.005423466140429e-17,1465.0,39.0
cg_influence,peak_delta_2h,msi_centered,,,,,,39.0,15.816704711862108,3.643976278922863,1.421543104409447e-05,1465.0,39.0
cg_influence,peak_delta_2h,load_x_msi,,,,,,39.0,0.4990628403318405,0.4046911878818712,0.2175033052882988,1465.0,39.0
cg_influence,iauc_2h_per1000,carbs_10g,,,,,,41.0,0.1810419915991471,0.0201070184328175,2.177982572383868e-19,1450.0,39.0
cg_influence,iauc_2h_per1000,msi_centered,,,,,,41.0,1.0619876376172304,0.2662951733572172,6.663004204795627e-05,1450.0,39.0
cg_influence,iauc_2h_per1000,load_x_msi,,,,,,41.0,0.0431091727725614,0.0272442182066571,0.1135756878685863,1450.0,39.0
cg_influence,peak_delta_2h,carbs_10g,,,,,,41.0,2.5088263090456286,0.2982173569986212,4.0052817096194616e-17,1450.0,39.0
cg_influence,peak_delta_2h,msi_centered,,,,,,41.0,17.21612348881696,3.898110716090772,1.00297918697246e-05,1450.0,39.0
cg_influence,peak_delta_2h,load_x_msi,,,,,,41.0,0.510325884983195,0.3914841844520652,0.1923812399756877,1450.0,39.0
cg_influence,iauc_2h_per1000,carbs_10g,,,,,,42.0,0.1808763655267828,0.0202443018385329,4.0835710447932373e-19,1476.0,39.0
cg_influence,iauc_2h_per1000,msi_centered,,,,,,42.0,1.072964009815256,0.2745542965132104,9.30551448025702e-05,1476.0,39.0
cg_influence,iauc_2h_per1000,load_x_msi,,,,,,42.0,0.0444263245127551,0.0273842874960025,0.1047329165142033,1476.0,39.0
cg_influence,peak_delta_2h,carbs_10g,,,,,,42.0,2.5018886421206443,0.3008648040619566,9.124503565377451e-17,1476.0,39.0
cg_influence,peak_delta_2h,msi_centered,,,,,,42.0,17.37761144823672,3.991952181263469,1.3418839005530782e-05,1476.0,39.0
cg_influence,peak_delta_2h,load_x_msi,,,,,,42.0,0.5305945890473828,0.3965090257764319,0.1808425829100064,1476.0,39.0
cg_influence,iauc_2h_per1000,carbs_10g,,,,,,44.0,0.1775853051159923,0.0198326995554217,3.423101493963242e-19,1456.0,39.0
cg_influence,iauc_2h_per1000,msi_centered,,,,,,44.0,1.0782208594018303,0.2773182230127134,0.0001010622055086,1456.0,39.0
cg_influence,iauc_2h_per1000,load_x_msi,,,,,,44.0,0.0402562545341481,0.0269345485028346,0.1350200456724492,1456.0,39.0
cg_influence,peak_delta_2h,carbs_10g,,,,,,44.0,2.450120843543009,0.2962533704589188,1.335595878182303e-16,1456.0,39.0
cg_influence,peak_delta_2h,msi_centered,,,,,,44.0,17.544198413581917,4.034559728400225,1.370849171226552e-05,1456.0,39.0
cg_influence,peak_delta_2h,load_x_msi,,,,,,44.0,0.4731253937317792,0.3894565745582482,0.2244291111623594,1456.0,39.0
cg_influence,iauc_2h_per1000,carbs_10g,,,,,,45.0,0.1824750058636227,0.0202031660470389,1.685616539732792e-19,1467.0,39.0
cg_influence,iauc_2h_per1000,msi_centered,,,,,,45.0,1.0333878390736864,0.2820883782931713,0.0002489401618544,1467.0,39.0
cg_influence,iauc_2h_per1000,load_x_msi,,,,,,45.0,0.0413937756649668,0.0285238645894213,0.1467247295512397,1467.0,39.0
cg_influence,peak_delta_2h,carbs_10g,,,,,,45.0,2.5074564010755847,0.3033253199146236,1.378818013775298e-16,1467.0,39.0
cg_influence,peak_delta_2h,msi_centered,,,,,,45.0,17.014302895241826,4.132527408647015,3.835591849173069e-05,1467.0,39.0
cg_influence,peak_delta_2h,load_x_msi,,,,,,45.0,0.4875223160710541,0.4124096939276481,0.2371536947101799,1467.0,39.0
cg_influence,iauc_2h_per1000,carbs_10g,,,,,,46.0,0.1813348107790219,0.020013176930939,1.2953183316649851e-19,1469.0,39.0
cg_influence,iauc_2h_per1000,msi_centered,,,,,,46.0,1.0399631332201085,0.2664021024305853,9.471960562426147e-05,1469.0,39.0
cg_influence,iauc_2h_per1000,load_x_msi,,,,,,46.0,0.0426974263974638,0.0272111031567375,0.1166204922624558,1469.0,39.0
cg_influence,peak_delta_2h,carbs_10g,,,,,,46.0,2.486885357161259,0.2972106709590266,5.889542311186908e-17,1469.0,39.0
cg_influence,peak_delta_2h,msi_centered,,,,,,46.0,17.05926965020346,3.910029284735637,1.2831917108541045e-05,1469.0,39.0
cg_influence,peak_delta_2h,load_x_msi,,,,,,46.0,0.48593787571863,0.3924627259161555,0.2156508580013814,1469.0,39.0
cg_influence,iauc_2h_per1000,carbs_10g,,,,,,47.0,0.1798471172610562,0.0200628108496342,3.1253168705823468e-19,1469.0,39.0
cg_influence,iauc_2h_per1000,msi_centered,,,,,,47.0,1.0567217291617332,0.2672454058476524,7.681525849196453e-05,1469.0,39.0
cg_influence,iauc_2h_per1000,load_x_msi,,,,,,47.0,0.0411716656409289,0.0275023568346788,0.1343872270983306,1469.0,39.0
cg_influence,peak_delta_2h,carbs_10g,,,,,,47.0,2.480270515677309,0.2979709130973674,8.513849313862262e-17,1469.0,39.0
cg_influence,peak_delta_2h,msi_centered,,,,,,47.0,17.083777259361128,3.907110238081052,1.2284078526192872e-05,1469.0,39.0
cg_influence,peak_delta_2h,load_x_msi,,,,,,47.0,0.4791465583886213,0.3956423116032099,0.225872429058861,1469.0,39.0
cg_influence,iauc_2h_per1000,carbs_10g,,,,,,48.0,0.1771509466767228,0.0199775361813196,7.48015160111712e-19,1463.0,39.0
cg_influence,iauc_2h_per1000,msi_centered,,,,,,48.0,1.05467819534201,0.2770349611584835,0.0001406502306098,1463.0,39.0
cg_influence,iauc_2h_per1000,load_x_msi,,,,,,48.0,0.0484174259654651,0.0272948270260325,0.0760849521748188,1463.0,39.0
cg_influence,peak_delta_2h,carbs_10g,,,,,,48.0,2.4493456773957205,0.2962803546880939,1.373875707827009e-16,1463.0,39.0
cg_influence,peak_delta_2h,msi_centered,,,,,,48.0,17.45254281685422,4.036925798374392,1.5376403281741246e-05,1463.0,39.0
cg_influence,peak_delta_2h,load_x_msi,,,,,,48.0,0.5866197038124715,0.3939740710549444,0.1364925073928993,1463.0,39.0
cg_influence,iauc_2h_per1000,carbs_10g,,,,,,49.0,0.1760201670431607,0.0192779981749112,6.810512852089187e-20,1471.0,39.0
cg_influence,iauc_2h_per1000,msi_centered,,,,,,49.0,1.031051970797254,0.2695467254487435,0.0001307017107545,1471.0,39.0
cg_influence,iauc_2h_per1000,load_x_msi,,,,,,49.0,0.028619682426846,0.0251555655184983,0.2552425265636877,1471.0,39.0
cg_influence,peak_delta_2h,carbs_10g,,,,,,49.0,2.419174058717056,0.2873181129816854,3.769818158388645e-17,1471.0,39.0
cg_influence,peak_delta_2h,msi_centered,,,,,,49.0,16.982277609629193,3.9678398284671936,1.86909579857544e-05,1471.0,39.0
cg_influence,peak_delta_2h,load_x_msi,,,,,,49.0,0.3081256167955226,0.357197584746601,0.3883466825439108,1471.0,39.0
