source_table,outcome,outcome_label,exposure,exposure_label,term,estimate,se,z,p_value,ci_low,ci_high,n,n_clusters,n_parameters,knots,nonlinearity_chi2_proxy,nonlinearity_p_proxy,q_value,x,delta_vs_median,reference_median
nhanes_rcs,msi_no_bmi,MSI no BMI,ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-3.6518778505019287,-0.158673355147883,-2.69447530982998
nhanes_rcs,msi_no_bmi,MSI no BMI,ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-3.519032286554595,-0.1476524399978906,-2.69447530982998
nhanes_rcs,msi_no_bmi,MSI no BMI,ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-3.386186722607261,-0.1331284188025155,-2.69447530982998
nhanes_rcs,msi_no_bmi,MSI no BMI,ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-3.253341158659927,-0.1145398372385823,-2.69447530982998
nhanes_rcs,msi_no_bmi,MSI no BMI,ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-3.120495594712593,-0.0913594978760028,-2.69447530982998
nhanes_rcs,msi_no_bmi,MSI no BMI,ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-2.987650030765259,-0.0641914348458114,-2.69447530982998
nhanes_rcs,msi_no_bmi,MSI no BMI,ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-2.8548044668179253,-0.0350026980658874,-2.69447530982998
nhanes_rcs,msi_no_bmi,MSI no BMI,ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-2.7219589028705915,-0.0058414566456364,-2.69447530982998
nhanes_rcs,msi_no_bmi,MSI no BMI,ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-2.5891133389232577,0.0212441203055362,-2.69447530982998
nhanes_rcs,msi_no_bmi,MSI no BMI,ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-2.456267774975924,0.0442058636782247,-2.69447530982998
nhanes_rcs,msi_no_bmi,MSI no BMI,ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-2.3234222110285896,0.0611746987025837,-2.69447530982998
nhanes_rcs,msi_no_bmi,MSI no BMI,ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-2.190576647081256,0.0719708468948737,-2.69447530982998
nhanes_rcs,msi_no_bmi,MSI no BMI,ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-2.057731083133922,0.0773429433743038,-2.69447530982998
nhanes_rcs,msi_no_bmi,MSI no BMI,ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-1.924885519186588,0.0780492289865333,-2.69447530982998
nhanes_rcs,msi_no_bmi,MSI no BMI,ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-1.792039955239254,0.0748479445772213,-2.69447530982998
nhanes_rcs,msi_no_bmi,MSI no BMI,ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-1.65919439129192,0.0684973309920267,-2.69447530982998
nhanes_rcs,msi_no_bmi,MSI no BMI,ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-1.5263488273445862,0.0597556290766091,-2.69447530982998
nhanes_rcs,msi_no_bmi,MSI no BMI,ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-1.3935032633972524,0.049381079676628,-2.69447530982998
nhanes_rcs,msi_no_bmi,MSI no BMI,ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-1.2606576994499186,0.0381319236377415,-2.69447530982998
nhanes_rcs,msi_no_bmi,MSI no BMI,ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-1.1278121355025847,0.0266897387919833,-2.69447530982998
nhanes_rcs,msi_pca,MSI PCA,ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-4.316105670238598,-0.1421274814712332,-2.69447530982998
nhanes_rcs,msi_pca,MSI PCA,ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-4.183260106291264,-0.1418954378843154,-2.69447530982998
nhanes_rcs,msi_pca,MSI PCA,ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-4.050414542343931,-0.1410528114965984,-2.69447530982998
nhanes_rcs,msi_pca,MSI PCA,ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-3.917568978396597,-0.1391069357503064,-2.69447530982998
nhanes_rcs,msi_pca,MSI PCA,ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-3.7847234144492634,-0.1355651440876638,-2.69447530982998
nhanes_rcs,msi_pca,MSI PCA,ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-3.6518778505019287,-0.1299347699508946,-2.69447530982998
nhanes_rcs,msi_pca,MSI PCA,ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-3.519032286554595,-0.1217231467822232,-2.69447530982998
nhanes_rcs,msi_pca,MSI PCA,ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-3.386186722607261,-0.1104376080238738,-2.69447530982998
nhanes_rcs,msi_pca,MSI PCA,ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-3.253341158659927,-0.0955854871180706,-2.69447530982998
nhanes_rcs,msi_pca,MSI PCA,ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-3.120495594712593,-0.0767021829119153,-2.69447530982998
nhanes_rcs,msi_pca,MSI PCA,ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-2.987650030765259,-0.0542498704108661,-2.69447530982998
nhanes_rcs,msi_pca,MSI PCA,ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-2.8548044668179253,-0.0298073930180148,-2.69447530982998
nhanes_rcs,msi_pca,MSI PCA,ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-2.7219589028705915,-0.0050200520883665,-2.69447530982998
nhanes_rcs,msi_pca,MSI PCA,ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-2.5891133389232577,0.0184668510230737,-2.69447530982998
nhanes_rcs,msi_pca,MSI PCA,ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-2.456267774975924,0.039008014961301,-2.69447530982998
nhanes_rcs,msi_pca,MSI PCA,ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-2.3234222110285896,0.0550993682699972,-2.69447530982998
nhanes_rcs,msi_pca,MSI PCA,ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-2.190576647081256,0.0665689817812367,-2.69447530982998
nhanes_rcs,msi_pca,MSI PCA,ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-2.057731083133922,0.0739770530900404,-2.69447530982998
nhanes_rcs,msi_pca,MSI PCA,ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-1.924885519186588,0.0778913546582668,-2.69447530982998
nhanes_rcs,msi_pca,MSI PCA,ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-1.792039955239254,0.0788796589477732,-2.69447530982998
nhanes_rcs,msi_pca,MSI PCA,ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-1.65919439129192,0.077509738420418,-2.69447530982998
nhanes_rcs,msi_pca,MSI PCA,ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-1.5263488273445862,0.0743493655380588,-2.69447530982998
nhanes_rcs,msi_pca,MSI PCA,ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-1.3935032633972524,0.069966312762554,-2.69447530982998
nhanes_rcs,msi_pca,MSI PCA,ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-1.2606576994499186,0.064928352555761,-2.69447530982998
nhanes_rcs,msi_pca,MSI PCA,ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-1.1278121355025847,0.0597458519413721,-2.69447530982998
nhanes_rcs,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-4.316105670238598,-0.185613175590187,-2.69447530982998
nhanes_rcs,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-4.183260106291264,-0.1872962137838267,-2.69447530982998
nhanes_rcs,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-4.050414542343931,-0.1880736758490819,-2.69447530982998
nhanes_rcs,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-3.917568978396597,-0.1872148712499748,-2.69447530982998
nhanes_rcs,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-3.7847234144492634,-0.1839891094505268,-2.69447530982998
nhanes_rcs,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-3.6518778505019287,-0.1776656999147601,-2.69447530982998
nhanes_rcs,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-3.519032286554595,-0.1675139521066964,-2.69447530982998
nhanes_rcs,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-3.386186722607261,-0.1528031754903571,-2.69447530982998
nhanes_rcs,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-3.253341158659927,-0.1328026795297645,-2.69447530982998
nhanes_rcs,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-3.120495594712593,-0.1068241118909867,-2.69447530982998
nhanes_rcs,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-2.987650030765259,-0.0755772128888707,-2.69447530982998
nhanes_rcs,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-2.8548044668179253,-0.0414562783415304,-2.69447530982998
nhanes_rcs,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-2.7219589028705915,-0.0069558595313419,-2.69447530982998
nhanes_rcs,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-2.5891133389232577,0.0254294922593198,-2.69447530982998
nhanes_rcs,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-2.456267774975924,0.0532052257480792,-2.69447530982998
nhanes_rcs,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-2.3234222110285896,0.074091948226606,-2.69447530982998
nhanes_rcs,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-2.190576647081256,0.0878397369349361,-2.69447530982998
nhanes_rcs,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-2.057731083133922,0.0953140374012706,-2.69447530982998
nhanes_rcs,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-1.924885519186588,0.0973918351857889,-2.69447530982998
nhanes_rcs,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-1.792039955239254,0.0949501158486698,-2.69447530982998
nhanes_rcs,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-1.65919439129192,0.0888658649500928,-2.69447530982998
nhanes_rcs,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-1.5263488273445862,0.0800160680502373,-2.69447530982998
nhanes_rcs,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-1.3935032633972524,0.0692777107092827,-2.69447530982998
nhanes_rcs,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-1.2606576994499186,0.0575277784874077,-2.69447530982998
nhanes_rcs,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-1.1278121355025847,0.0455545880787777,-2.69447530982998
nhanes_rcs,HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-4.316105670238598,-0.2533997101283161,-2.69447530982998
nhanes_rcs,HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-4.183260106291264,-0.2406699865401114,-2.69447530982998
nhanes_rcs,HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-4.050414542343931,-0.2274946189787376,-2.69447530982998
nhanes_rcs,HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-3.917568978396597,-0.2135140265946038,-2.69447530982998
nhanes_rcs,HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-3.7847234144492634,-0.1983686285381232,-2.69447530982998
nhanes_rcs,HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-3.6518778505019287,-0.1816988439597073,-2.69447530982998
nhanes_rcs,HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-3.519032286554595,-0.163145092009767,-2.69447530982998
nhanes_rcs,HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-3.386186722607261,-0.1423477918387155,-2.69447530982998
nhanes_rcs,HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-3.253341158659927,-0.1189473625969625,-2.69447530982998
nhanes_rcs,HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-3.120495594712593,-0.0926107022113242,-2.69447530982998
nhanes_rcs,HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-2.987650030765259,-0.0638790911012048,-2.69447530982998
nhanes_rcs,HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-2.8548044668179253,-0.0343473491929566,-2.69447530982998
nhanes_rcs,HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-2.7219589028705915,-0.0056729972810094,-2.69447530982998
nhanes_rcs,HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-2.5891133389232577,0.0204864438402037,-2.69447530982998
nhanes_rcs,HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-2.456267774975924,0.0424734533762514,-2.69447530982998
nhanes_rcs,HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-2.3234222110285896,0.0587814481067576,-2.69447530982998
nhanes_rcs,HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-2.190576647081256,0.0693275541475086,-2.69447530982998
nhanes_rcs,HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-2.057731083133922,0.0748113483455314,-2.69447530982998
nhanes_rcs,HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-1.924885519186588,0.0759405030859401,-2.69447530982998
nhanes_rcs,HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-1.792039955239254,0.0734226907538477,-2.69447530982998
nhanes_rcs,HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-1.65919439129192,0.0679655837343693,-2.69447530982998
nhanes_rcs,HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-1.5263488273445862,0.0602768544126171,-2.69447530982998
nhanes_rcs,HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-1.3935032633972524,0.0510641751737068,-2.69447530982998
nhanes_rcs,HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-1.2606576994499186,0.0410352184027509,-2.69447530982998
nhanes_rcs,HbA1c,HbA1c,ln_Sigma_DEHP,ln(Sigma DEHP),,,,,,,,,,,-4.348;-3.177;-2.42;-1.24,,,,-1.1278121355025847,0.0308261062669972,-2.69447530982998
