source_table,target,target_label,unit,scenario_id,scenario_label,scenario_type,scenario_description,n_meals,n_subjects,mean_baseline_prediction,mean_counterfactual_prediction,mean_delta_pred,median_delta_pred,q25_delta_pred,q75_delta_pred,mean_predicted_reduction,median_predicted_reduction,percent_meals_with_predicted_reduction,mean_relative_reduction_percent,median_relative_reduction_percent,high_risk_n_meals,high_risk_mean_delta_pred,high_risk_mean_predicted_reduction,high_risk_percent_meals_with_predicted_reduction,subject_id,subgroup_variable,subgroup_level
counterfactual,iauc_2h,2-h glucose iAUC,mg/dL*min,S7_cap_carbs_45g_energy_reduced,Cap carbs at 45 g,meal_substitution,Cap effective carbohydrates at 45 g; reduce energy accordingly.,1483,40.0,2890.0083951340134,2332.53849522585,-557.4698999081637,0.0,-891.5843776720377,0.0,557.4698999081637,0.0,45.38098449089683,9.411631406611706,0.0,371.0,-1513.4199092541162,1513.4199092541162,69.81132075471697,,,
counterfactual,iauc_2h,2-h glucose iAUC,mg/dL*min,S2_carb_minus_20_to_protein_isocaloric,"Carb -20% to protein, isocaloric",meal_substitution,Replace 20% of carbohydrate grams with protein grams at equal energy.,1483,40.0,2890.0083951340134,2604.4494317153703,-285.55896341864366,-157.17205946638245,-410.86423950646144,-2.7296682623752986,285.55896341864366,157.17205946638245,75.79231287929872,25.050631827993413,7.02014522163301,371.0,-677.99060398856,677.99060398856,92.18328840970352,,,
counterfactual,iauc_2h,2-h glucose iAUC,mg/dL*min,S4_fiber_plus_5,Fiber +5 g,meal_substitution,Increase effective fiber by 5 g; keep energy unchanged.,1483,40.0,2890.0083951340134,2676.408152321422,-213.600242812592,-77.06702130401425,-285.8171686806531,0.0,213.600242812592,77.06702130401425,74.44369521240728,16.883985168369744,4.408184030554592,371.0,-513.4862840575305,513.4862840575305,89.21832884097036,,,
counterfactual,iauc_2h,2-h glucose iAUC,mg/dL*min,S5_protein_plus_10_energy_added,"Protein +10 g, energy added",meal_substitution,Add 10 g protein and 40 kcal.,1483,40.0,2890.0083951340134,2697.7297757722063,-192.27861936180736,-96.8560205613121,-310.41664889825654,10.473307612470094,192.27861936180736,96.8560205613121,68.57720836142953,22.987482258848424,4.550316652072753,371.0,-419.3876737985105,419.3876737985105,88.14016172506739,,,
counterfactual,iauc_2h,2-h glucose iAUC,mg/dL*min,S6_cap_carbs_60g_energy_reduced,Cap carbs at 60 g,meal_substitution,Cap effective carbohydrates at 60 g; reduce energy accordingly.,1483,40.0,2890.0083951340134,2707.268884051085,-182.7395110829293,0.0,-284.5341516381324,0.0,182.7395110829293,0.0,38.09844908968307,2.2739868720011747,0.0,371.0,-480.94416051408456,480.94416051408456,61.725067385444746,,,
counterfactual,iauc_2h,2-h glucose iAUC,mg/dL*min,S1_carb_minus_20_energy_reduced,"Carb -20%, energy reduced",meal_substitution,Reduce effective carbohydrates by 20%; reduce calories by 4 kcal/g carbohydrate removed.,1483,40.0,2890.0083951340134,2728.5237014387712,-161.48469369524236,-33.26885864210499,-245.80485862114563,0.0,161.48469369524236,33.26885864210499,62.98044504383007,9.27277338460548,2.298836627283127,371.0,-417.2394087595085,417.2394087595085,76.54986522911051,,,
counterfactual,iauc_2h,2-h glucose iAUC,mg/dL*min,S3_carb_minus_20_to_fat_isocaloric,"Carb -20% to fat, isocaloric",meal_substitution,Replace 20% of carbohydrate energy with fat energy.,1483,40.0,2890.0083951340134,2757.288844195421,-132.71955093859268,-27.74206749390192,-236.7336390692867,24.06074869297516,132.71955093859268,27.74206749390192,60.08091706001348,-1.158160920169364,1.4566996842506383,371.0,-407.060527728865,407.060527728865,81.13207547169812,,,
counterfactual,iauc_2h,2-h glucose iAUC,mg/dL*min,S8_late_meal_to_noon_exploratory,Late meal to noon,timing_exploratory,"For meals after 18:00, shift timing features to noon; food unchanged.",1483,40.0,2890.0083951340134,3074.466966951796,184.45857181778223,0.0,0.0,55.8480396618736,-184.45857181778223,0.0,5.057316250842886,-36.657251709834895,0.0,371.0,1.4877972397960344,-1.4877972397960344,13.746630727762804,,,
counterfactual,peak_delta_2h,2-h peak glucose excursion,mg/dL,S7_cap_carbs_45g_energy_reduced,Cap carbs at 45 g,meal_substitution,Cap effective carbohydrates at 45 g; reduce energy accordingly.,1468,40.0,50.24809264297946,41.53837807733428,-8.709714565645166,0.0,-15.74169690565948,0.0,8.709714565645166,0.0,44.95912806539509,-35.1840912520318,0.0,367.0,-21.15618086958285,21.15618086958285,70.29972752043598,,,
counterfactual,peak_delta_2h,2-h peak glucose excursion,mg/dL,S2_carb_minus_20_to_protein_isocaloric,"Carb -20% to protein, isocaloric",meal_substitution,Replace 20% of carbohydrate grams with protein grams at equal energy.,1468,40.0,50.24809264297946,45.09667646733117,-5.151416175648275,-2.94869586073224,-9.214975693998056,0.0,5.151416175648275,2.94869586073224,74.65940054495913,-95.01205760593746,7.230198218399471,367.0,-10.888042699915546,10.888042699915546,88.8283378746594,,,
counterfactual,peak_delta_2h,2-h peak glucose excursion,mg/dL,S5_protein_plus_10_energy_added,"Protein +10 g, energy added",meal_substitution,Add 10 g protein and 40 kcal.,1468,40.0,50.24809264297946,46.94709741290647,-3.300995230072973,-1.3740559952690123,-5.7017069105774985,0.1482875702758948,3.300995230072973,1.3740559952690123,67.91553133514986,15.65499669206828,3.33736621957492,367.0,-6.4198993735088905,6.4198993735088905,85.28610354223434,,,
counterfactual,peak_delta_2h,2-h peak glucose excursion,mg/dL,S6_cap_carbs_60g_energy_reduced,Cap carbs at 60 g,meal_substitution,Cap effective carbohydrates at 60 g; reduce energy accordingly.,1468,40.0,50.24809264297946,46.99400680529158,-3.254085837687859,0.0,-5.559959025071631,0.0,3.254085837687859,0.0,38.89645776566758,-43.37129747318559,0.0,367.0,-8.004293899966074,8.004293899966074,63.76021798365122,,,
counterfactual,peak_delta_2h,2-h peak glucose excursion,mg/dL,S3_carb_minus_20_to_fat_isocaloric,"Carb -20% to fat, isocaloric",meal_substitution,Replace 20% of carbohydrate energy with fat energy.,1468,40.0,50.24809264297946,47.55768528404705,-2.6904073589324136,-0.9027787056795392,-4.932995369301207,0.2073690106329113,2.6904073589324136,0.9027787056795392,64.30517711171662,-28.658744472211588,2.283499377541414,367.0,-6.81343861839237,6.81343861839237,79.56403269754769,,,
counterfactual,peak_delta_2h,2-h peak glucose excursion,mg/dL,S1_carb_minus_20_energy_reduced,"Carb -20%, energy reduced",meal_substitution,Reduce effective carbohydrates by 20%; reduce calories by 4 kcal/g carbohydrate removed.,1468,40.0,50.24809264297946,47.62224887951514,-2.6258437634643057,-0.7863820578939755,-4.488243447646847,0.0287315470743498,2.6258437634643057,0.7863820578939755,65.59945504087193,-43.840569294851925,2.124624831348269,367.0,-6.371913849141645,6.371913849141645,75.74931880108991,,,
counterfactual,peak_delta_2h,2-h peak glucose excursion,mg/dL,S4_fiber_plus_5,Fiber +5 g,meal_substitution,Increase effective fiber by 5 g; keep energy unchanged.,1468,40.0,50.24809264297946,48.39740455093059,-1.8506880920488693,-0.6877789502611327,-2.5249880358450376,0.0,1.8506880920488693,0.6877789502611327,72.41144414168937,12.318628111924236,1.7543918679613484,367.0,-4.309236204107536,4.309236204107536,86.92098092643052,,,
counterfactual,peak_delta_2h,2-h peak glucose excursion,mg/dL,S8_late_meal_to_noon_exploratory,Late meal to noon,timing_exploratory,"For meals after 18:00, shift timing features to noon; food unchanged.",1468,40.0,50.24809264297946,52.54948351446457,2.3013908714851183,0.0,0.0,0.0,-2.3013908714851183,0.0,7.084468664850137,-20.549374327079903,0.0,367.0,-0.3111777380165594,0.3111777380165594,13.079019073569482,,,
counter_subject,iauc_2h,2-h glucose iAUC,mg/dL*min,S1_carb_minus_20_energy_reduced,"Carb -20%, energy reduced",,,35,,3677.116456585147,3328.821679885668,-348.2947766994792,-88.23635504074304,,,348.2947766994792,,68.57142857142857,9.635727204708616,,,,,,3.0,,
counter_subject,iauc_2h,2-h glucose iAUC,mg/dL*min,S1_carb_minus_20_energy_reduced,"Carb -20%, energy reduced",,,35,,2390.065680892263,2058.6852406977746,-331.3804401944888,-115.71767731959405,,,331.3804401944888,,71.42857142857143,19.446775965417373,,,,,,27.0,,
counter_subject,iauc_2h,2-h glucose iAUC,mg/dL*min,S1_carb_minus_20_energy_reduced,"Carb -20%, energy reduced",,,22,,2811.713576920933,2523.396626403638,-288.31695051729474,-193.89667562566623,,,288.31695051729474,,90.9090909090909,12.815630403507887,,,,,,42.0,,
counter_subject,iauc_2h,2-h glucose iAUC,mg/dL*min,S1_carb_minus_20_energy_reduced,"Carb -20%, energy reduced",,,48,,4529.462159244893,4245.9657756310735,-283.49638361381966,-46.42880259202146,,,283.49638361381966,,68.75,8.33114707655391,,,,,,41.0,,
counter_subject,iauc_2h,2-h glucose iAUC,mg/dL*min,S1_carb_minus_20_energy_reduced,"Carb -20%, energy reduced",,,30,,4292.843091063491,4014.195662506126,-278.6474285573648,-64.70853776637887,,,278.6474285573648,,66.66666666666666,3.824383608327118,,,,,,45.0,,
counter_subject,iauc_2h,2-h glucose iAUC,mg/dL*min,S1_carb_minus_20_energy_reduced,"Carb -20%, energy reduced",,,29,,4185.640675468967,3926.171824853397,-259.4688506155702,-33.50916890132919,,,259.4688506155702,,55.172413793103445,7.200515899418383,,,,,,36.0,,
counter_subject,iauc_2h,2-h glucose iAUC,mg/dL*min,S1_carb_minus_20_energy_reduced,"Carb -20%, energy reduced",,,36,,4634.461727711662,4386.508364506614,-247.95336320504825,-66.1729949152143,,,247.95336320504825,,69.44444444444444,4.361614814372646,,,,,,2.0,,
counter_subject,iauc_2h,2-h glucose iAUC,mg/dL*min,S1_carb_minus_20_energy_reduced,"Carb -20%, energy reduced",,,35,,2330.7837309014744,2086.091661439139,-244.6920694623354,-185.5210395616832,,,244.6920694623354,,77.14285714285715,7.077981250474618,,,,,,48.0,,
counter_subject,iauc_2h,2-h glucose iAUC,mg/dL*min,S1_carb_minus_20_energy_reduced,"Carb -20%, energy reduced",,,38,,1925.059077286818,1684.409370364319,-240.64970692249915,-142.4649718125048,,,240.64970692249915,,76.31578947368422,12.546800116199824,,,,,,6.0,,
counter_subject,iauc_2h,2-h glucose iAUC,mg/dL*min,S1_carb_minus_20_energy_reduced,"Carb -20%, energy reduced",,,29,,3722.48335115484,3492.224748316148,-230.25860283869125,-34.1357950492868,,,230.25860283869125,,62.06896551724138,15.786673127343583,,,,,,47.0,,
counter_subject,iauc_2h,2-h glucose iAUC,mg/dL*min,S1_carb_minus_20_energy_reduced,"Carb -20%, energy reduced",,,39,,2813.817307782273,2583.7909334791248,-230.02637430314832,-82.40139511047869,,,230.02637430314832,,66.66666666666666,6.765388425834524,,,,,,11.0,,
counter_subject,iauc_2h,2-h glucose iAUC,mg/dL*min,S1_carb_minus_20_energy_reduced,"Carb -20%, energy reduced",,,30,,4324.016797961293,4105.470355731414,-218.5464422298792,-30.18579052540531,,,218.5464422298792,,63.33333333333333,3.230483469137428,,,,,,8.0,,
counter_subject,iauc_2h,2-h glucose iAUC,mg/dL*min,S1_carb_minus_20_energy_reduced,"Carb -20%, energy reduced",,,32,,4126.753476652459,3912.202135612768,-214.55134103968928,-90.60430868459582,,,214.55134103968928,,65.625,0.2849019483309472,,,,,,12.0,,
counter_subject,iauc_2h,2-h glucose iAUC,mg/dL*min,S1_carb_minus_20_energy_reduced,"Carb -20%, energy reduced",,,26,,6566.3637242366,6360.413098025644,-205.950626210956,-42.85228685913648,,,205.950626210956,,65.38461538461539,3.376925661451501,,,,,,49.0,,
counter_subject,iauc_2h,2-h glucose iAUC,mg/dL*min,S1_carb_minus_20_energy_reduced,"Carb -20%, energy reduced",,,32,,3254.157064116015,3060.50902379644,-193.64804031957573,-93.16333474693158,,,193.64804031957573,,71.875,4.107385288550442,,,,,,26.0,,
counter_subject,iauc_2h,2-h glucose iAUC,mg/dL*min,S1_carb_minus_20_energy_reduced,"Carb -20%, energy reduced",,,47,,1822.743920084788,1639.5996536791824,-183.14426640560552,-90.77528338533692,,,183.14426640560552,,76.59574468085107,8.338946175993032,,,,,,17.0,,
counter_subject,iauc_2h,2-h glucose iAUC,mg/dL*min,S1_carb_minus_20_energy_reduced,"Carb -20%, energy reduced",,,28,,4282.286463967802,4102.107231466886,-180.179232500916,-93.07361175625306,,,180.179232500916,,64.28571428571429,2.8645850548046825,,,,,,46.0,,
counter_subject,iauc_2h,2-h glucose iAUC,mg/dL*min,S1_carb_minus_20_energy_reduced,"Carb -20%, energy reduced",,,42,,3086.4595491231253,2911.0717084234866,-175.3878406996387,-39.34467382260435,,,175.3878406996387,,66.66666666666666,5.402747011455034,,,,,,44.0,,
counter_subject,iauc_2h,2-h glucose iAUC,mg/dL*min,S1_carb_minus_20_energy_reduced,"Carb -20%, energy reduced",,,27,,3555.3136131893007,3380.4710102206554,-174.84260296864565,-16.458377503143993,,,174.84260296864565,,55.55555555555556,65.41109815482545,,,,,,39.0,,
counter_subject,iauc_2h,2-h glucose iAUC,mg/dL*min,S1_carb_minus_20_energy_reduced,"Carb -20%, energy reduced",,,39,,3306.5997257824147,3137.2691009400387,-169.33062484237567,-41.55620378872982,,,169.33062484237567,,66.66666666666666,7.295789131490067,,,,,,14.0,,
counter_subject,iauc_2h,2-h glucose iAUC,mg/dL*min,S1_carb_minus_20_energy_reduced,"Carb -20%, energy reduced",,,47,,1618.3694804738288,1452.9959134068304,-165.37356706699805,-19.77292697253137,,,165.37356706699805,,57.44680851063831,10.42649552806638,,,,,,19.0,,
counter_subject,iauc_2h,2-h glucose iAUC,mg/dL*min,S1_carb_minus_20_energy_reduced,"Carb -20%, energy reduced",,,45,,2168.640920601013,2014.5130185540245,-154.12790204698868,-46.17590587635152,,,154.12790204698868,,64.44444444444444,5.148984241493568,,,,,,10.0,,
counter_subject,iauc_2h,2-h glucose iAUC,mg/dL*min,S1_carb_minus_20_energy_reduced,"Carb -20%, energy reduced",,,39,,2599.199318440881,2454.836506736734,-144.36281170414642,-18.33332699893253,,,144.36281170414642,,56.41025641025641,3.755197554831837,,,,,,18.0,,
counter_subject,iauc_2h,2-h glucose iAUC,mg/dL*min,S1_carb_minus_20_energy_reduced,"Carb -20%, energy reduced",,,61,,1995.3295368157592,1859.829405620176,-135.50013119558346,-17.69086767329202,,,135.50013119558346,,62.29508196721312,1.208060326099126,,,,,,4.0,,
counter_subject,iauc_2h,2-h glucose iAUC,mg/dL*min,S1_carb_minus_20_energy_reduced,"Carb -20%, energy reduced",,,17,,2126.205483912342,1994.4228929686112,-131.7825909437313,-43.08312521007065,,,131.7825909437313,,76.47058823529412,5.993857598852316,,,,,,7.0,,
counter_subject,iauc_2h,2-h glucose iAUC,mg/dL*min,S1_carb_minus_20_energy_reduced,"Carb -20%, energy reduced",,,39,,1287.3417226894755,1156.2968308647578,-131.0448918247176,-117.89489077314968,,,131.0448918247176,,74.35897435897436,9.50797942776938,,,,,,13.0,,
counter_subject,iauc_2h,2-h glucose iAUC,mg/dL*min,S1_carb_minus_20_energy_reduced,"Carb -20%, energy reduced",,,49,,1234.3013269182518,1111.7631753855037,-122.53815153274849,-51.71865482879275,,,122.53815153274849,,67.3469387755102,19.46167717469895,,,,,,34.0,,
counter_subject,iauc_2h,2-h glucose iAUC,mg/dL*min,S1_carb_minus_20_energy_reduced,"Carb -20%, energy reduced",,,30,,3107.4984183555475,2988.548638331737,-118.94978002380915,-21.34145805706737,,,118.94978002380915,,56.66666666666666,1.4160214659192407,,,,,,29.0,,
counter_subject,iauc_2h,2-h glucose iAUC,mg/dL*min,S1_carb_minus_20_energy_reduced,"Carb -20%, energy reduced",,,51,,1415.311950780559,1309.785002511983,-105.52694826857604,-12.830007708323537,,,105.52694826857604,,58.82352941176471,5.956379946431748,,,,,,15.0,,
counter_subject,iauc_2h,2-h glucose iAUC,mg/dL*min,S1_carb_minus_20_energy_reduced,"Carb -20%, energy reduced",,,38,,2964.516659985833,2865.6147309790376,-98.9019290067952,-5.469938199579474,,,98.9019290067952,,50.0,1.033909061069467,,,,,,21.0,,
counter_subject,iauc_2h,2-h glucose iAUC,mg/dL*min,S1_carb_minus_20_energy_reduced,"Carb -20%, energy reduced",,,41,,4255.014646312853,4161.62681964407,-93.38782666878244,-8.4691193740573,,,93.38782666878244,,53.65853658536586,1.667961296623396,,,,,,20.0,,
counter_subject,iauc_2h,2-h glucose iAUC,mg/dL*min,S1_carb_minus_20_energy_reduced,"Carb -20%, energy reduced",,,25,,4737.377279443263,4648.616332113912,-88.76094732935049,-13.566392793042269,,,88.76094732935049,,60.0,2.156243922330787,,,,,,35.0,,
counter_subject,iauc_2h,2-h glucose iAUC,mg/dL*min,S1_carb_minus_20_energy_reduced,"Carb -20%, energy reduced",,,42,,1098.3096677604703,1009.8116251293316,-88.49804263113855,-34.71641750086093,,,88.49804263113855,,69.04761904761905,118.19275785310587,,,,,,1.0,,
counter_subject,iauc_2h,2-h glucose iAUC,mg/dL*min,S1_carb_minus_20_energy_reduced,"Carb -20%, energy reduced",,,31,,4550.766248566799,4464.544992789503,-86.22125577729565,-11.927400585038413,,,86.22125577729565,,58.06451612903226,-2.739564259305982,,,,,,33.0,,
counter_subject,iauc_2h,2-h glucose iAUC,mg/dL*min,S1_carb_minus_20_energy_reduced,"Carb -20%, energy reduced",,,54,,1383.944327366242,1305.2168897803192,-78.7274375859233,-11.854574731723517,,,78.7274375859233,,57.407407407407405,8.951396369489375,,,,,,31.0,,
counter_subject,iauc_2h,2-h glucose iAUC,mg/dL*min,S1_carb_minus_20_energy_reduced,"Carb -20%, energy reduced",,,46,,1675.6976722462582,1597.0144644191314,-78.68320782712705,-12.02352893733996,,,78.68320782712705,,56.52173913043478,3.282286555857782,,,,,,5.0,,
counter_subject,iauc_2h,2-h glucose iAUC,mg/dL*min,S1_carb_minus_20_energy_reduced,"Carb -20%, energy reduced",,,41,,1962.807844041891,1909.760743687582,-53.04710035430941,0.0,,,53.04710035430941,,41.46341463414634,3.953438670283117,,,,,,22.0,,
counter_subject,iauc_2h,2-h glucose iAUC,mg/dL*min,S1_carb_minus_20_energy_reduced,"Carb -20%, energy reduced",,,26,,5219.558587822961,5179.049704529121,-40.50888329384077,0.0,,,40.50888329384077,,46.15384615384615,-42.38872362275564,,,,,,30.0,,
counter_subject,iauc_2h,2-h glucose iAUC,mg/dL*min,S1_carb_minus_20_energy_reduced,"Carb -20%, energy reduced",,,41,,843.8678107924459,805.9314737545524,-37.936337037893615,-17.97397528086219,,,37.936337037893615,,63.41463414634146,-8.296709192079614,,,,,,9.0,,
counter_subject,iauc_2h,2-h glucose iAUC,mg/dL*min,S1_carb_minus_20_energy_reduced,"Carb -20%, energy reduced",,,41,,4968.844455737849,4956.713540788705,-12.13091494914294,0.0,,,12.13091494914294,,36.58536585365854,-1.4464893627382884,,,,,,23.0,,
counter_subject,iauc_2h,2-h glucose iAUC,mg/dL*min,S2_carb_minus_20_to_protein_isocaloric,"Carb -20% to protein, isocaloric",,,35,,3677.116456585147,3016.966019840591,-660.1504367445559,-398.5560584156124,,,660.1504367445559,,88.57142857142857,15.67522964802341,,,,,,3.0,,
counter_subject,iauc_2h,2-h glucose iAUC,mg/dL*min,S2_carb_minus_20_to_protein_isocaloric,"Carb -20% to protein, isocaloric",,,35,,2390.065680892263,1798.3986342454243,-591.667046646839,-346.99805982146063,,,591.667046646839,,80.0,61.1639739411952,,,,,,27.0,,
counter_subject,iauc_2h,2-h glucose iAUC,mg/dL*min,S2_carb_minus_20_to_protein_isocaloric,"Carb -20% to protein, isocaloric",,,38,,1925.059077286818,1403.0785065329374,-521.9805707538808,-341.2056651754065,,,521.9805707538808,,94.73684210526316,24.87447409810405,,,,,,6.0,,
counter_subject,iauc_2h,2-h glucose iAUC,mg/dL*min,S2_carb_minus_20_to_protein_isocaloric,"Carb -20% to protein, isocaloric",,,30,,4324.016797961293,3850.216021668319,-473.80077629297375,-359.1771529903979,,,473.80077629297375,,90.0,8.526518545567535,,,,,,8.0,,
counter_subject,iauc_2h,2-h glucose iAUC,mg/dL*min,S2_carb_minus_20_to_protein_isocaloric,"Carb -20% to protein, isocaloric",,,22,,2811.713576920933,2351.1227516552467,-460.5908252656867,-396.3455109266197,,,460.5908252656867,,90.9090909090909,20.3078966504913,,,,,,42.0,,
counter_subject,iauc_2h,2-h glucose iAUC,mg/dL*min,S2_carb_minus_20_to_protein_isocaloric,"Carb -20% to protein, isocaloric",,,36,,4634.461727711662,4220.268919323969,-414.1928083876923,-239.7154397831705,,,414.1928083876923,,77.77777777777779,7.341250783066308,,,,,,2.0,,
counter_subject,iauc_2h,2-h glucose iAUC,mg/dL*min,S2_carb_minus_20_to_protein_isocaloric,"Carb -20% to protein, isocaloric",,,30,,4292.843091063491,3880.941161407981,-411.9019296555105,-210.9270028749088,,,411.9019296555105,,83.33333333333334,9.552869686806464,,,,,,45.0,,
counter_subject,iauc_2h,2-h glucose iAUC,mg/dL*min,S2_carb_minus_20_to_protein_isocaloric,"Carb -20% to protein, isocaloric",,,39,,3306.5997257824147,2902.198000651343,-404.4017251310714,-102.6660131641038,,,404.4017251310714,,87.17948717948718,13.039023917577795,,,,,,14.0,,
counter_subject,iauc_2h,2-h glucose iAUC,mg/dL*min,S2_carb_minus_20_to_protein_isocaloric,"Carb -20% to protein, isocaloric",,,29,,4185.640675468967,3794.73461928836,-390.9060561806077,-243.71145314364867,,,390.9060561806077,,68.96551724137932,18.6778553244862,,,,,,36.0,,
counter_subject,iauc_2h,2-h glucose iAUC,mg/dL*min,S2_carb_minus_20_to_protein_isocaloric,"Carb -20% to protein, isocaloric",,,48,,4529.462159244893,4153.26634599859,-376.1958132463039,-182.4666785418715,,,376.1958132463039,,81.25,14.794057840400653,,,,,,41.0,,
counter_subject,iauc_2h,2-h glucose iAUC,mg/dL*min,S2_carb_minus_20_to_protein_isocaloric,"Carb -20% to protein, isocaloric",,,39,,2813.817307782273,2439.557019340868,-374.2602884414054,-186.31000852492843,,,374.2602884414054,,74.35897435897436,11.75923781489915,,,,,,11.0,,
counter_subject,iauc_2h,2-h glucose iAUC,mg/dL*min,S2_carb_minus_20_to_protein_isocaloric,"Carb -20% to protein, isocaloric",,,26,,6566.3637242366,6207.574525634069,-358.7891986025307,-239.73590371143248,,,358.7891986025307,,84.61538461538461,5.255275631199197,,,,,,49.0,,
counter_subject,iauc_2h,2-h glucose iAUC,mg/dL*min,S2_carb_minus_20_to_protein_isocaloric,"Carb -20% to protein, isocaloric",,,32,,3254.157064116015,2905.217581394426,-348.9394827215899,-187.5317462058947,,,348.9394827215899,,81.25,8.578204110676541,,,,,,26.0,,
counter_subject,iauc_2h,2-h glucose iAUC,mg/dL*min,S2_carb_minus_20_to_protein_isocaloric,"Carb -20% to protein, isocaloric",,,32,,4126.753476652459,3780.01366931444,-346.73980733801784,-297.3308219628716,,,346.73980733801784,,78.125,6.915345547017418,,,,,,12.0,,
counter_subject,iauc_2h,2-h glucose iAUC,mg/dL*min,S2_carb_minus_20_to_protein_isocaloric,"Carb -20% to protein, isocaloric",,,35,,2330.7837309014744,1986.3966367067785,-344.38709419469546,-223.9643651553106,,,344.38709419469546,,80.0,6.941146544121679,,,,,,48.0,,
counter_subject,iauc_2h,2-h glucose iAUC,mg/dL*min,S2_carb_minus_20_to_protein_isocaloric,"Carb -20% to protein, isocaloric",,,47,,1822.743920084788,1519.6231639766793,-303.1207561081084,-205.3089784677254,,,303.1207561081084,,80.85106382978722,14.599716038519274,,,,,,17.0,,
counter_subject,iauc_2h,2-h glucose iAUC,mg/dL*min,S2_carb_minus_20_to_protein_isocaloric,"Carb -20% to protein, isocaloric",,,42,,3086.4595491231253,2791.6399925618016,-294.819556561324,-154.06243293157112,,,294.819556561324,,83.33333333333334,17.986685962300864,,,,,,44.0,,
counter_subject,iauc_2h,2-h glucose iAUC,mg/dL*min,S2_carb_minus_20_to_protein_isocaloric,"Carb -20% to protein, isocaloric",,,29,,3722.48335115484,3430.134378294514,-292.34897286032486,-169.6778479925889,,,292.34897286032486,,68.96551724137932,24.82776706334836,,,,,,47.0,,
counter_subject,iauc_2h,2-h glucose iAUC,mg/dL*min,S2_carb_minus_20_to_protein_isocaloric,"Carb -20% to protein, isocaloric",,,27,,3555.3136131893007,3264.6653180561616,-290.64829513313884,-102.05581564523663,,,290.64829513313884,,77.77777777777779,224.4773940559582,,,,,,39.0,,
counter_subject,iauc_2h,2-h glucose iAUC,mg/dL*min,S2_carb_minus_20_to_protein_isocaloric,"Carb -20% to protein, isocaloric",,,17,,2126.205483912342,1837.8846871824696,-288.32079672987265,-249.2311969504026,,,288.32079672987265,,88.23529411764706,12.353867818809585,,,,,,7.0,,
counter_subject,iauc_2h,2-h glucose iAUC,mg/dL*min,S2_carb_minus_20_to_protein_isocaloric,"Carb -20% to protein, isocaloric",,,38,,2964.516659985833,2686.213537397359,-278.3031225884749,-70.54152358999272,,,278.3031225884749,,65.78947368421053,24.4512067291437,,,,,,21.0,,
counter_subject,iauc_2h,2-h glucose iAUC,mg/dL*min,S2_carb_minus_20_to_protein_isocaloric,"Carb -20% to protein, isocaloric",,,30,,3107.4984183555475,2830.866769887242,-276.6316484683062,-92.47108862720302,,,276.6316484683062,,70.0,4.396707422560306,,,,,,29.0,,
counter_subject,iauc_2h,2-h glucose iAUC,mg/dL*min,S2_carb_minus_20_to_protein_isocaloric,"Carb -20% to protein, isocaloric",,,28,,4282.286463967802,4011.549684817539,-270.7367791502628,-229.1697559019749,,,270.7367791502628,,82.14285714285714,20.664875455963053,,,,,,46.0,,
counter_subject,iauc_2h,2-h glucose iAUC,mg/dL*min,S2_carb_minus_20_to_protein_isocaloric,"Carb -20% to protein, isocaloric",,,45,,2168.640920601013,1899.1673697941376,-269.4735508068753,-180.32522432257565,,,269.4735508068753,,82.22222222222221,10.468296396723517,,,,,,10.0,,
counter_subject,iauc_2h,2-h glucose iAUC,mg/dL*min,S2_carb_minus_20_to_protein_isocaloric,"Carb -20% to protein, isocaloric",,,39,,2599.199318440881,2338.884814704028,-260.3145037368529,-121.10807266807568,,,260.3145037368529,,66.66666666666666,5.809327360229147,,,,,,18.0,,
counter_subject,iauc_2h,2-h glucose iAUC,mg/dL*min,S2_carb_minus_20_to_protein_isocaloric,"Carb -20% to protein, isocaloric",,,39,,1287.3417226894755,1051.2049925393771,-236.1367301500981,-232.49439891509496,,,236.1367301500981,,87.17948717948718,15.795690916986327,,,,,,13.0,,
counter_subject,iauc_2h,2-h glucose iAUC,mg/dL*min,S2_carb_minus_20_to_protein_isocaloric,"Carb -20% to protein, isocaloric",,,61,,1995.3295368157592,1764.2748429411106,-231.0546938746488,-148.9502353652797,,,231.0546938746488,,78.68852459016394,1.79193103999015,,,,,,4.0,,
counter_subject,iauc_2h,2-h glucose iAUC,mg/dL*min,S2_carb_minus_20_to_protein_isocaloric,"Carb -20% to protein, isocaloric",,,49,,1234.3013269182518,1014.5480964201864,-219.75323049806525,-86.18256759467158,,,219.75323049806525,,73.46938775510205,29.670298099153115,,,,,,34.0,,
counter_subject,iauc_2h,2-h glucose iAUC,mg/dL*min,S2_carb_minus_20_to_protein_isocaloric,"Carb -20% to protein, isocaloric",,,31,,4550.766248566799,4333.09512096928,-217.6711275975192,-183.90652143050875,,,217.6711275975192,,70.96774193548387,5.586766788821248,,,,,,33.0,,
counter_subject,iauc_2h,2-h glucose iAUC,mg/dL*min,S2_carb_minus_20_to_protein_isocaloric,"Carb -20% to protein, isocaloric",,,47,,1618.3694804738288,1410.0420135844606,-208.327466889368,-40.94731695279916,,,208.327466889368,,59.57446808510638,4.498160976308425,,,,,,19.0,,
