sample_id,sample_label,outcome,outcome_label,exposure,exposure_label,exposure_type,include_creatinine,include_total_burden,n,beta,se,p_value,effect,effect_low,effect_high,result,q_value,effect_CI,p_value_fmt,q_value_fmt,inference,main_beta,main_effect,main_p_value,same_direction_as_main,beta_ratio_vs_main,robustness_decision
no_diagnosed_or_med,Exclude diagnosed diabetes or medication users,ln_HOMA_IR,ln(HOMA-IR),ln_oxidative_MEHP_ratio,ln[(MEHHP+MEOHP+MECPP)/MEHP],log-ratio composition,TRUE,TRUE,1675,0.1333552597217804,0.05382176446636348,0.019771598713892714,14.265586583742484,2.3186851612894577,27.60742826928453,Nominal positive,0.024653034913979882,"14.266 (2.319, 27.607)",0.020,0.025,FDR-significant positive association,0.13735725667339166,14.72379337245815,0.008499389515992934,TRUE,0.970864320906414,FDR robust positive
no_diagnosed_or_med,Exclude diagnosed diabetes or medication users,ln_HOMA_IR,ln(HOMA-IR),ilr_oxidative_vs_primary,ILR oxidative-vs-primary balance,ILR composition,TRUE,TRUE,1675,0.14783231243882375,0.06212258337213981,0.024653034913979882,15.931847677455924,2.0576128920300585,31.6922170238064,Nominal positive,0.024653034913979882,"15.932 (2.058, 31.692)",0.025,0.025,FDR-significant positive association,0.15301086019493892,16.533763466789807,0.010875349734191206,TRUE,0.9661556849656449,FDR robust positive
no_diagnosed_or_med,Exclude diagnosed diabetes or medication users,HbA1c,HbA1c,ln_Sigma_DEHP,lnΣDEHP,total burden,TRUE,FALSE,3478,0.033740702404197694,0.0134114076682902,0.018386336153874586,0.033740702404197694,0.006173159128386424,0.06130824568000896,Nominal positive,0.029146653267209947,"0.034 (0.006, 0.061)",0.018,0.029,FDR-significant positive association,0.08824356786813228,0.08824356786813228,0.0014068219042473397,TRUE,0.382358773781886,FDR robust positive
no_diagnosed_or_med,Exclude diagnosed diabetes or medication users,HbA1c,HbA1c,pct_oxidative_10,%Oxidative per 10 percentage points,oxidative fraction,FALSE,FALSE,3479,0.03321756034115473,0.014416954539903134,0.029146653267209947,0.03321756034115473,0.003636413061472492,0.06279870762083697,Nominal positive,0.029146653267209947,"0.033 (0.004, 0.063)",0.029,0.029,FDR-significant positive association,0.06756372827662717,0.06756372827662717,0.0021342041420040984,TRUE,0.4916478292191275,FDR robust positive
no_diagnosed_or_med,Exclude diagnosed diabetes or medication users,HbA1c,HbA1c,ln_oxidative_MEHP_ratio,ln[(MEHHP+MEOHP+MECPP)/MEHP],log-ratio composition,TRUE,TRUE,3478,0.03939484854697029,0.01658975664682107,0.025553623082731534,0.03939484854697029,0.005227605152047024,0.07356209194189356,Nominal positive,0.029146653267209947,"0.039 (0.005, 0.074)",0.026,0.029,FDR-significant positive association,0.06740883638695694,0.06740883638695694,0.004601609377479215,TRUE,0.5844166827153966,FDR robust positive
no_diagnosed_or_med,Exclude diagnosed diabetes or medication users,HbA1c,HbA1c,ilr_oxidative_vs_primary,ILR oxidative-vs-primary balance,ILR composition,TRUE,TRUE,3478,0.04943998240769283,0.019415353285229822,0.017421118704582343,0.04943998240769283,0.009453313801436623,0.08942665101394903,Nominal positive,0.029146653267209947,"0.049 (0.009, 0.089)",0.017,0.029,FDR-significant positive association,0.08142096096705154,0.08142096096705154,0.004569869256663978,TRUE,0.6072144300495251,FDR robust positive
no_diagnosed_or_med,Exclude diagnosed diabetes or medication users,TyG_index,TyG index,ln_Sigma_DEHP,lnΣDEHP,total burden,TRUE,FALSE,1659,-0.015855265467978493,0.023363862494976337,0.5029472936378198,-0.015855265467978493,-0.06371396826261008,0.03200343732665309,Negative direction,0.5029472936378198,"-0.016 (-0.064, 0.032)",0.503,0.503,Negative but not significant,0.014004518017444583,0.014004518017444583,0.551640527367594,FALSE,-1.1321535984479114,Direction changed
no_diagnosed_or_med,Exclude diagnosed diabetes or medication users,TyG_index,TyG index,pct_oxidative_10,%Oxidative per 10 percentage points,oxidative fraction,FALSE,FALSE,1660,0.09917984979543633,0.034760891359821855,0.007904078251451127,0.09917984979543633,0.028085844399374088,0.17027385519149857,Nominal positive,0.015387683216529183,"0.099 (0.028, 0.170)",0.008,0.015,FDR-significant positive association,0.13192228593487956,0.13192228593487956,5.873157711159977e-4,TRUE,0.7518051183891266,FDR robust positive
no_diagnosed_or_med,Exclude diagnosed diabetes or medication users,TyG_index,TyG index,ln_oxidative_MEHP_ratio,ln[(MEHHP+MEOHP+MECPP)/MEHP],log-ratio composition,TRUE,TRUE,1659,0.11713991714177527,0.04097043310929975,0.008091533764259477,0.11713991714177527,0.03307553221469979,0.20120430206885076,Nominal positive,0.015387683216529183,"0.117 (0.033, 0.201)",0.008,0.015,FDR-significant positive association,0.12276952390140039,0.12276952390140039,0.003291516401864309,TRUE,0.9541449165825029,FDR robust positive
no_diagnosed_or_med,Exclude diagnosed diabetes or medication users,TyG_index,TyG index,ilr_oxidative_vs_primary,ILR oxidative-vs-primary balance,ILR composition,TRUE,TRUE,1659,0.1290316544897373,0.04760970306331383,0.011540762412396887,0.1290316544897373,0.031344612863865084,0.22671869611560952,Nominal positive,0.015387683216529183,"0.129 (0.031, 0.227)",0.012,0.015,FDR-significant positive association,0.13537779805088562,0.13537779805088562,0.004258828931562912,TRUE,0.9531227154487847,FDR robust positive
no_diagnosed_or_med,Exclude diagnosed diabetes or medication users,ln_TG_HDL_C,ln(TG/HDL-C),ln_Sigma_DEHP,lnΣDEHP,total burden,TRUE,FALSE,1659,-0.016023414667759736,0.027772004698925764,0.5685747788484026,-1.589572268917705,-7.031716388364362,4.1711421356441125,Negative direction,0.5685747788484026,"-1.590 (-7.032, 4.171)",0.569,0.569,Negative but not significant,0.010833756001271498,1.089265363786529,0.6868965321720137,FALSE,-1.47902672589997,Direction changed
no_diagnosed_or_med,Exclude diagnosed diabetes or medication users,ln_TG_HDL_C,ln(TG/HDL-C),pct_oxidative_10,%Oxidative per 10 percentage points,oxidative fraction,FALSE,FALSE,1660,0.10812569192399094,0.041811158429878786,0.014998005760517588,11.418778099149085,2.28698666798004,21.365820985647964,Nominal positive,0.026616570030757087,"11.419 (2.287, 21.366)",0.015,0.027,FDR-significant positive association,0.13216413062697885,14.129562546204832,0.0021355101677791683,TRUE,0.8181167720095386,FDR robust positive
no_diagnosed_or_med,Exclude diagnosed diabetes or medication users,ln_TG_HDL_C,ln(TG/HDL-C),ln_oxidative_MEHP_ratio,ln[(MEHHP+MEOHP+MECPP)/MEHP],log-ratio composition,TRUE,TRUE,1659,0.12544542407935264,0.04768547713295159,0.013905654090316575,13.3653297099801,2.798739666574357,25.01805004552311,Nominal positive,0.026616570030757087,"13.365 (2.799, 25.018)",0.014,0.027,FDR-significant positive association,0.12376016818995907,13.17444101376144,0.00664168649758235,TRUE,1.0136171105295113,FDR robust positive
no_diagnosed_or_med,Exclude diagnosed diabetes or medication users,ln_TG_HDL_C,ln(TG/HDL-C),ilr_oxidative_vs_primary,ILR oxidative-vs-primary balance,ILR composition,TRUE,TRUE,1659,0.13795606551823908,0.0557738830926246,0.019962427523067816,14.792511567122023,2.379622743176424,28.71038551239544,Nominal positive,0.026616570030757087,"14.793 (2.380, 28.710)",0.020,0.027,FDR-significant positive association,0.1359593518587169,14.563532470186136,0.009080982590016873,TRUE,1.014686107518349,FDR robust positive
strict_non_diabetes,Exclude diagnosed/medication/biochemical diabetes,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,lnΣDEHP,total burden,TRUE,FALSE,1565,0.06516082534379392,0.022531722179828868,0.007325369380969114,6.733066440283464,1.9188461577694493,11.774690366012685,Nominal positive,0.014650738761938228,"6.733 (1.919, 11.775)",0.007,0.015,FDR-significant positive association,0.10681642137374453,11.272996229018917,2.6150465869782303e-4,TRUE,0.6100262909557691,FDR robust positive
strict_non_diabetes,Exclude diagnosed/medication/biochemical diabetes,ln_HOMA_IR,ln(HOMA-IR),pct_oxidative_10,%Oxidative per 10 percentage points,oxidative fraction,FALSE,FALSE,1566,0.13507271549371147,0.046803409915902205,0.007294006798968454,14.462001293462666,4.013342082613813,25.960280458045347,Nominal positive,0.014650738761938228,"14.462 (4.013, 25.960)",0.007,0.015,FDR-significant positive association,0.21080680298804125,23.467379672948606,3.280972798865584e-5,TRUE,0.6407417292950168,FDR robust positive
strict_non_diabetes,Exclude diagnosed/medication/biochemical diabetes,ln_HOMA_IR,ln(HOMA-IR),ln_oxidative_MEHP_ratio,ln[(MEHHP+MEOHP+MECPP)/MEHP],log-ratio composition,TRUE,TRUE,1565,0.0912298869546291,0.053113570585966406,0.09731317004484447,9.552082225819646,-1.7593551921410322,22.16591965052588,Positive direction,0.11336336623506969,"9.552 (-1.759, 22.166)",0.097,0.113,Positive but not significant,0.13735725667339166,14.72379337245815,0.008499389515992934,TRUE,0.6641795938860056,Directionally consistent
strict_non_diabetes,Exclude diagnosed/medication/biochemical diabetes,ln_HOMA_IR,ln(HOMA-IR),ilr_oxidative_vs_primary,ILR oxidative-vs-primary balance,ILR composition,TRUE,TRUE,1565,0.10024265869209312,0.06125843061384014,0.11336336623506969,10.543912994582193,-2.512815595928819,25.349365404827907,Positive direction,0.11336336623506969,"10.544 (-2.513, 25.349)",0.113,0.113,Positive but not significant,0.15301086019493892,16.533763466789807,0.010875349734191206,TRUE,0.6551342732429708,Directionally consistent
strict_non_diabetes,Exclude diagnosed/medication/biochemical diabetes,HbA1c,HbA1c,ln_Sigma_DEHP,lnΣDEHP,total burden,TRUE,FALSE,3308,0.016559551412288813,0.01069954450539347,0.13378471878458204,0.016559551412288813,-0.0054336772986170595,0.038552780123194685,Positive direction,0.31220934075340506,"0.017 (-0.005, 0.039)",0.134,0.312,Positive but not significant,0.08824356786813228,0.08824356786813228,0.0014068219042473397,TRUE,0.18765731953443626,Directionally consistent
strict_non_diabetes,Exclude diagnosed/medication/biochemical diabetes,HbA1c,HbA1c,pct_oxidative_10,%Oxidative per 10 percentage points,oxidative fraction,FALSE,FALSE,3309,0.013358332643297862,0.011724489924715285,0.2645636310222204,0.013358332643297862,-0.010698333574398597,0.03741499886099432,Positive direction,0.31220934075340506,"0.013 (-0.011, 0.037)",0.265,0.312,Positive but not significant,0.06756372827662717,0.06756372827662717,0.0021342041420040984,TRUE,0.1977145575597108,Directionally consistent
strict_non_diabetes,Exclude diagnosed/medication/biochemical diabetes,HbA1c,HbA1c,ln_oxidative_MEHP_ratio,ln[(MEHHP+MEOHP+MECPP)/MEHP],log-ratio composition,TRUE,TRUE,3308,0.013468072376693892,0.013057515873808715,0.31220934075340506,0.013468072376693892,-0.01342438496860332,0.040360529721991105,Positive direction,0.31220934075340506,"0.013 (-0.013, 0.040)",0.312,0.312,Positive but not significant,0.06740883638695694,0.06740883638695694,0.004601609377479215,TRUE,0.19979683819760838,Directionally consistent
strict_non_diabetes,Exclude diagnosed/medication/biochemical diabetes,HbA1c,HbA1c,ilr_oxidative_vs_primary,ILR oxidative-vs-primary balance,ILR composition,TRUE,TRUE,3308,0.019717915025465518,0.015465944906513146,0.21405792779964977,0.019717915025465518,-0.012134794764256805,0.05157062481518784,Positive direction,0.31220934075340506,"0.020 (-0.012, 0.052)",0.214,0.312,Positive but not significant,0.08142096096705154,0.08142096096705154,0.004569869256663978,TRUE,0.24217246752276392,Directionally consistent
strict_non_diabetes,Exclude diagnosed/medication/biochemical diabetes,TyG_index,TyG index,ln_Sigma_DEHP,lnΣDEHP,total burden,TRUE,FALSE,1551,-0.03351336947691101,0.023666328488181586,0.16778151632687702,-0.03351336947691101,-0.08199164577217442,0.0149649068183524,Negative direction,0.16778151632687702,"-0.034 (-0.082, 0.015)",0.168,0.168,Negative but not significant,0.014004518017444583,0.014004518017444583,0.551640527367594,FALSE,-2.3930398343709816,Direction changed
strict_non_diabetes,Exclude diagnosed/medication/biochemical diabetes,TyG_index,TyG index,pct_oxidative_10,%Oxidative per 10 percentage points,oxidative fraction,FALSE,FALSE,1552,0.08049742317859922,0.035182576514992854,0.029616000353028128,0.08049742317859922,0.008540974803533927,0.15245387155366452,Nominal positive,0.052563384362378535,"0.080 (0.009, 0.152)",0.030,0.053,Nominal positive association,0.13192228593487956,0.13192228593487956,5.873157711159977e-4,TRUE,0.61018820745976865,Nominal robust positive
strict_non_diabetes,Exclude diagnosed/medication/biochemical diabetes,TyG_index,TyG index,ln_oxidative_MEHP_ratio,ln[(MEHHP+MEOHP+MECPP)/MEHP],log-ratio composition,TRUE,TRUE,1551,0.0958287185350288,0.041939237769058405,0.0303950063261276,0.0958287185350288,0.009776510642552222,0.1818809264275054,Nominal positive,0.052563384362378535,"0.096 (0.010, 0.182)",0.030,0.053,Nominal positive association,0.12276952390140039,0.12276952390140039,0.003291516401864309,TRUE,0.7805578737276159,Nominal robust positive
strict_non_diabetes,Exclude diagnosed/medication/biochemical diabetes,TyG_index,TyG index,ilr_oxidative_vs_primary,ILR oxidative-vs-primary balance,ILR composition,TRUE,TRUE,1551,0.10512432187785911,0.04856424426415855,0.0394225382717839,0.10512432187785911,0.005478723486855963,0.20476992026886226,Nominal positive,0.052563384362378535,"0.105 (0.005, 0.205)",0.039,0.053,Nominal positive association,0.13537779805088562,0.13537779805088562,0.004258828931562912,TRUE,0.7765255705986969,Nominal robust positive
strict_non_diabetes,Exclude diagnosed/medication/biochemical diabetes,ln_TG_HDL_C,ln(TG/HDL-C),ln_Sigma_DEHP,lnΣDEHP,total burden,TRUE,FALSE,1551,-0.026710505954698253,0.028764553286722113,0.36103755890508804,-2.635693540123163,-8.206805246754989,3.2735400254460423,Negative direction,0.36103755890508804,"-2.636 (-8.207, 3.274)",0.361,0.361,Negative but not significant,0.010833756001271498,1.089265363786529,0.6868965321720137,FALSE,-2.46548897275916,Direction changed
strict_non_diabetes,Exclude diagnosed/medication/biochemical diabetes,ln_TG_HDL_C,ln(TG/HDL-C),pct_oxidative_10,%Oxidative per 10 percentage points,oxidative fraction,FALSE,FALSE,1552,0.0971520209664921,0.04328723612813485,0.032608291247189385,10.202789223279574,0.8656938943800929,20.404215583027362,Nominal positive,0.0530753657943022,"10.203 (0.866, 20.404)",0.033,0.053,Nominal positive association,0.13216413062697885,14.129562546204832,0.0021355101677791683,TRUE,0.735086142553268,Nominal robust positive
strict_non_diabetes,Exclude diagnosed/medication/biochemical diabetes,ln_TG_HDL_C,ln(TG/HDL-C),ln_oxidative_MEHP_ratio,ln[(MEHHP+MEOHP+MECPP)/MEHP],log-ratio composition,TRUE,TRUE,1551,0.11320088484284628,0.04931995521969735,0.02971707448903625,11.985687262621148,1.2077041216128404,23.911457734604504,Nominal positive,0.0530753657943022,"11.986 (1.208, 23.911)",0.030,0.053,Nominal positive association,0.12376016818995907,13.17444101376144,0.00664168649758235,TRUE,0.9146794683495794,Nominal robust positive
strict_non_diabetes,Exclude diagnosed/medication/biochemical diabetes,ln_TG_HDL_C,ln(TG/HDL-C),ilr_oxidative_vs_primary,ILR oxidative-vs-primary balance,ILR composition,TRUE,TRUE,1551,0.1242888237459441,0.05753846301691235,0.03980652434572665,13.234287128395582,0.6249094079404216,27.423754783168363,Nominal positive,0.0530753657943022,"13.234 (0.625, 27.424)",0.040,0.053,Nominal positive association,0.1359593518587169,14.563532470186136,0.009080982590016873,TRUE,0.9141616376275439,Nominal robust positive
strict_normoglycemia,Strict normoglycemia only,ln_HOMA_IR,ln(HOMA-IR),ln_Sigma_DEHP,lnΣDEHP,total burden,TRUE,FALSE,661,0.06306957260489678,0.043630490239724665,0.15981462980408903,6.510093850040555,-2.6105988203424357,16.484955801474133,Positive direction,0.19641100231369538,"6.510 (-2.611, 16.485)",0.160,0.196,Positive but not significant,0.10681642137374453,11.272996229018917,2.6150465869782303e-4,TRUE,0.5904482830801826,Directionally consistent
strict_normoglycemia,Strict normoglycemia only,ln_HOMA_IR,ln(HOMA-IR),pct_oxidative_10,%Oxidative per 10 percentage points,oxidative fraction,FALSE,FALSE,662,0.05835591835801984,0.03477225934401421,0.10443058793432497,6.009223486071691,-1.2789338367628633,13.83543453165026,Positive direction,0.19641100231369538,"6.009 (-1.279, 13.835)",0.104,0.196,Positive but not significant,0.21080680298804125,23.467379672948606,3.280972798865584e-5,TRUE,0.27682179858934763,Directionally consistent
strict_normoglycemia,Strict normoglycemia only,ln_HOMA_IR,ln(HOMA-IR),ln_oxidative_MEHP_ratio,ln[(MEHHP+MEOHP+MECPP)/MEHP],log-ratio composition,TRUE,TRUE,661,0.06829790420825688,0.05151137909969869,0.19641100231369538,7.068422230906979,-3.6887692987455423,19.027105723262892,Positive direction,0.19641100231369538,"7.068 (-3.689, 19.027)",0.196,0.196,Positive but not significant,0.13735725667339166,14.72379337245815,0.008499389515992934,TRUE,0.49722821977040327,Directionally consistent
strict_normoglycemia,Strict normoglycemia only,ln_HOMA_IR,ln(HOMA-IR),ilr_oxidative_vs_primary,ILR oxidative-vs-primary balance,ILR composition,TRUE,TRUE,661,0.08259741439805962,0.06137656446621729,0.1900024162406255,8.610447049911807,-4.262864371696773,23.214770642190796,Positive direction,0.19641100231369538,"8.610 (-4.263, 23.215)",0.190,0.196,Positive but not significant,0.15301086019493892,16.533763466789807,0.010875349734191206,TRUE,0.5398140647848712,Directionally consistent
strict_normoglycemia,Strict normoglycemia only,HbA1c,HbA1c,ln_Sigma_DEHP,lnΣDEHP,total burden,TRUE,FALSE,1847,-0.008916110008484765,0.009074507941732432,0.33488683086104065,-0.008916110008484765,-0.02756902822391432,0.009736808206944792,Negative direction,0.9296529298276565,"-0.009 (-0.028, 0.010)",0.335,0.930,Negative but not significant,0.08824356786813228,0.08824356786813228,0.0014068219042473397,FALSE,-0.10103977234701852,Direction changed
strict_normoglycemia,Strict normoglycemia only,HbA1c,HbA1c,pct_oxidative_10,%Oxidative per 10 percentage points,oxidative fraction,FALSE,FALSE,1848,-0.003708215582644404,0.009708820846634885,0.7054933746551562,-0.003708215582644404,-0.02362907047480982,0.016212639309521014,Negative direction,0.9296529298276565,"-0.004 (-0.024, 0.016)",0.705,0.930,Negative but not significant,0.06756372827662717,0.06756372827662717,0.0021342041420040984,FALSE,-0.05488470925496891,Direction changed
strict_normoglycemia,Strict normoglycemia only,HbA1c,HbA1c,ln_oxidative_MEHP_ratio,ln[(MEHHP+MEOHP+MECPP)/MEHP],log-ratio composition,TRUE,TRUE,1847,0.0011445641664427875,0.01283494938080576,0.9296529298276565,0.0011445641664427875,-0.025289508905963744,0.02757863723884932,Positive direction,0.9296529298276565,"0.001 (-0.025, 0.028)",0.930,0.930,Positive but not significant,0.06740883638695694,0.06740883638695694,0.004601609377479215,TRUE,0.016979438123994252,Directionally consistent
strict_normoglycemia,Strict normoglycemia only,HbA1c,HbA1c,ilr_oxidative_vs_primary,ILR oxidative-vs-primary balance,ILR composition,TRUE,TRUE,1847,0.004131384924849222,0.014762104958551908,0.781884274722159,0.004131384924849222,-0.026271739357079056,0.034534509206777496,Positive direction,0.9296529298276565,"0.004 (-0.026, 0.035)",0.782,0.930,Positive but not significant,0.08142096096705154,0.08142096096705154,0.004569869256663978,TRUE,0.05074104844477408,Directionally consistent
strict_normoglycemia,Strict normoglycemia only,TyG_index,TyG index,ln_Sigma_DEHP,lnΣDEHP,total burden,TRUE,FALSE,651,-0.01812869625211542,0.04381282294443113,0.6823065470249712,-0.01812869625211542,-0.10802518338264683,0.071767790878416,Negative direction,0.6823065470249712,"-0.018 (-0.108, 0.072)",0.682,0.682,Negative but not significant,0.014004518017444583,0.014004518017444583,0.551640527367594,FALSE,-1.2944891234052893,Direction changed
strict_normoglycemia,Strict normoglycemia only,TyG_index,TyG index,pct_oxidative_10,%Oxidative per 10 percentage points,oxidative fraction,FALSE,FALSE,652,0.05377539701438889,0.05491162444119711,0.3358140257913951,0.05377539701438889,-0.05870596665853758,0.16625676068731535,Positive direction,0.6765404771557005,"0.054 (-0.059, 0.166)",0.336,0.677,Positive but not significant,0.13192228593487956,0.13192228593487956,5.873157711159977e-4,TRUE,0.4076293602199547,Directionally consistent
strict_normoglycemia,Strict normoglycemia only,TyG_index,TyG index,ln_oxidative_MEHP_ratio,ln[(MEHHP+MEOHP+MECPP)/MEHP],log-ratio composition,TRUE,TRUE,651,0.04366454399869404,0.053591049388924256,0.42260294310996394,0.04366454399869404,-0.06649343566800389,0.15382252366539198,Positive direction,0.6765404771557005,"0.044 (-0.066, 0.154)",0.423,0.677,Positive but not significant,0.12276952390140039,0.12276952390140039,0.003291516401864309,TRUE,0.35566272973219515,Directionally consistent
strict_normoglycemia,Strict normoglycemia only,TyG_index,TyG index,ilr_oxidative_vs_primary,ILR oxidative-vs-primary balance,ILR composition,TRUE,TRUE,651,0.04450181356954815,0.06620620787780288,0.5074053578667754,0.04450181356954815,-0.09158699574418533,0.18059062288328165,Positive direction,0.6765404771557005,"0.045 (-0.092, 0.181)",0.507,0.677,Positive but not significant,0.13537779805088562,0.13537779805088562,0.004258828931562912,TRUE,0.32872313045615403,Directionally consistent
strict_normoglycemia,Strict normoglycemia only,ln_TG_HDL_C,ln(TG/HDL-C),ln_Sigma_DEHP,lnΣDEHP,total burden,TRUE,FALSE,651,-0.008577608377573341,0.05659486796698628,0.8806595146465431,-0.8540925653109821,-11.723891380396212,11.354149098332122,Negative direction,0.8806595146465431,"-0.854 (-11.724, 11.354)",0.881,0.881,Negative but not significant,0.010833756001271498,1.089265363786529,0.6868965321720137,FALSE,-0.7917483443938219,Direction changed
strict_normoglycemia,Strict normoglycemia only,ln_TG_HDL_C,ln(TG/HDL-C),pct_oxidative_10,%Oxidative per 10 percentage points,oxidative fraction,FALSE,FALSE,652,0.06413561918561973,0.06497890446185901,0.33208476444019663,6.623699114894999,-6.664311024299064,21.803495937158313,Positive direction,0.7182527494536977,"6.624 (-6.664, 21.803)",0.332,0.718,Positive but not significant,0.13216413062697885,14.129562546204832,0.0021355101677791683,TRUE,0.485272508367922,Directionally consistent
strict_normoglycemia,Strict normoglycemia only,ln_TG_HDL_C,ln(TG/HDL-C),ln_oxidative_MEHP_ratio,ln[(MEHHP+MEOHP+MECPP)/MEHP],log-ratio composition,TRUE,TRUE,651,0.05381935157763561,0.06743673373236302,0.4320581888681241,5.529394774809826,-8.130292894914126,21.220079093091492,Positive direction,0.7182527494536977,"5.529 (-8.130, 21.220)",0.432,0.718,Positive but not significant,0.12376016818995907,13.17444101376144,0.00664168649758235,TRUE,0.43486811924033963,Directionally consistent
strict_normoglycemia,Strict normoglycemia only,ln_TG_HDL_C,ln(TG/HDL-C),ilr_oxidative_vs_primary,ILR oxidative-vs-primary balance,ILR composition,TRUE,TRUE,651,0.051829690181772185,0.08318922885498234,0.5386895620902733,5.319635755807495,-11.234153255824841,24.96051220807893,Positive direction,0.7182527494536977,"5.320 (-11.234, 24.961)",0.539,0.718,Positive but not significant,0.1359593518587169,14.563532470186136,0.009080982590016873,TRUE,0.38121460181445527,Directionally consistent
