chemical_label,GeneSymbol,GeneID,mechanism_panel,n_interactions,n_pubmed_total,organisms,interaction_directions,example_interactions,pubmed_ids
2-ethyl-5-carboxypentyl phthalate,ADAM33,80332,Other CTD gene,1,2,Homo sapiens,increase / activation,[[Endocrine Disruptors results in increased abundance of 2-ethyl-5-carboxypentyl phthalate] which results in increased methylation of ADAM33 intron] which results in increased expression of ADAM33 mRNA,30226539
2-ethyl-5-carboxypentyl phthalate,ACTB,60,Other CTD gene,1,1,Homo sapiens,increase / activation,[mono(2-ethyl-5-hydroxyhexyl) phthalate co-treated with mono-(2-ethylhexyl)phthalate co-treated with mono(2-ethyl-5-oxohexyl)phthalate co-treated with 2-ethyl-5-carboxypentyl phthalate co-treated with mono-isobutyl phthalate co-treated with mono-benzyl phthalate co-treated with monobutyl phthalate metabolite co-treated with monoethyl phthalate co-treated with monobutyl phthalate] results in increased expression of ACTB mRNA,38992643
2-ethyl-5-carboxypentyl phthalate,AMH,268,Other CTD gene,1,1,Homo sapiens,decrease / inhibition,2-ethyl-5-carboxypentyl phthalate results in decreased secretion of AMH protein,29206197
2-ethyl-5-carboxypentyl phthalate,CCDC163,126661,Other CTD gene,1,1,Homo sapiens,other / unspecified,[mono(2-ethyl-5-hydroxyhexyl) phthalate co-treated with mono-(2-ethylhexyl)phthalate co-treated with mono(2-ethyl-5-oxohexyl)phthalate co-treated with 2-ethyl-5-carboxypentyl phthalate co-treated with mono-isobutyl phthalate co-treated with mono-benzyl phthalate co-treated with monoethyl phthalate co-treated with monobutyl phthalate] affects the expression of CCDC163 mRNA,37160244
2-ethyl-5-carboxypentyl phthalate,CNPY1,285888,Other CTD gene,1,1,Homo sapiens,increase / activation,[Phthalic Acids results in increased abundance of 2-ethyl-5-carboxypentyl phthalate] which results in increased methylation of CNPY1 gene,28556291
2-ethyl-5-carboxypentyl phthalate,CYP2C9,1559,Other CTD gene,1,1,Homo sapiens,increase / activation,[CYP2C9 protein polymorphism results in increased metabolism of mono-(2-ethylhexyl)phthalate] which results in increased chemical synthesis of 2-ethyl-5-carboxypentyl phthalate,23545481
2-ethyl-5-carboxypentyl phthalate,DCAKD,79877,Other CTD gene,1,1,Homo sapiens,other / unspecified,[mono(2-ethyl-5-hydroxyhexyl) phthalate co-treated with mono-(2-ethylhexyl)phthalate co-treated with mono(2-ethyl-5-oxohexyl)phthalate co-treated with 2-ethyl-5-carboxypentyl phthalate co-treated with mono-isobutyl phthalate co-treated with mono-benzyl phthalate co-treated with monoethyl phthalate co-treated with monobutyl phthalate] affects the expression of DCAKD mRNA,37160244
2-ethyl-5-carboxypentyl phthalate,DLL4,54567,Other CTD gene,1,1,Homo sapiens,increase / activation,[Diethylhexyl Phthalate results in increased abundance of 2-ethyl-5-carboxypentyl phthalate] which results in increased expression of DLL4 protein,38042133
2-ethyl-5-carboxypentyl phthalate,ESR1,2099,Other CTD gene,1,1,Homo sapiens,increase / activation,[Diethylhexyl Phthalate results in increased abundance of 2-ethyl-5-carboxypentyl phthalate] which results in decreased expression of ESR1 protein,38042133
2-ethyl-5-carboxypentyl phthalate,EXOSC1,51013,Other CTD gene,1,1,Homo sapiens,other / unspecified,[mono(2-ethyl-5-hydroxyhexyl) phthalate co-treated with mono-(2-ethylhexyl)phthalate co-treated with mono(2-ethyl-5-oxohexyl)phthalate co-treated with 2-ethyl-5-carboxypentyl phthalate co-treated with mono-isobutyl phthalate co-treated with mono-benzyl phthalate co-treated with monobutyl phthalate metabolite co-treated with monoethyl phthalate co-treated with monobutyl phthalate] affects the expression of EXOSC1 mRNA,38992643
2-ethyl-5-carboxypentyl phthalate,FGF12,2257,Other CTD gene,1,1,Homo sapiens,increase / activation,2-ethyl-5-carboxypentyl phthalate results in increased methylation of FGF12 gene,35032864
2-ethyl-5-carboxypentyl phthalate,FIBIN,387758,Other CTD gene,1,1,Homo sapiens,increase / activation,[Phthalic Acids results in increased abundance of 2-ethyl-5-carboxypentyl phthalate] which results in increased methylation of FIBIN gene,28556291
2-ethyl-5-carboxypentyl phthalate,FLG,2312,Other CTD gene,1,1,Homo sapiens,other / unspecified,[FLG gene polymorphism affects the susceptibility to Diethylhexyl Phthalate] which affects the abundance of 2-ethyl-5-carboxypentyl phthalate,24380925
2-ethyl-5-carboxypentyl phthalate,GORASP2,26003,Other CTD gene,1,1,Homo sapiens,decrease / inhibition,[mono(2-ethyl-5-hydroxyhexyl) phthalate co-treated with mono-(2-ethylhexyl)phthalate co-treated with mono(2-ethyl-5-oxohexyl)phthalate co-treated with 2-ethyl-5-carboxypentyl phthalate co-treated with mono-isobutyl phthalate co-treated with mono-benzyl phthalate co-treated with monobutyl phthalate metabolite co-treated with monoethyl phthalate co-treated with monobutyl phthalate] results in decreased expression of GORASP2 mRNA,38992643
2-ethyl-5-carboxypentyl phthalate,IFI6,2537,Other CTD gene,1,1,Homo sapiens,other / unspecified,[mono(2-ethyl-5-hydroxyhexyl) phthalate co-treated with mono-(2-ethylhexyl)phthalate co-treated with mono(2-ethyl-5-oxohexyl)phthalate co-treated with 2-ethyl-5-carboxypentyl phthalate co-treated with mono-isobutyl phthalate co-treated with mono-benzyl phthalate co-treated with monoethyl phthalate co-treated with monobutyl phthalate] affects the expression of IFI6 mRNA,37160244
2-ethyl-5-carboxypentyl phthalate,JAK3,3718,Other CTD gene,1,1,Homo sapiens,increase / activation,[Diethylhexyl Phthalate results in increased abundance of 2-ethyl-5-carboxypentyl phthalate] which results in increased expression of JAK3 mRNA,37093692
2-ethyl-5-carboxypentyl phthalate,LUC7L3,51747,Other CTD gene,1,1,Homo sapiens,other / unspecified,2-ethyl-5-carboxypentyl phthalate affects the expression of LUC7L3 mRNA,34478338
2-ethyl-5-carboxypentyl phthalate,MEG3,55384,Other CTD gene,1,1,Homo sapiens,increase / activation,2-ethyl-5-carboxypentyl phthalate results in increased methylation of MEG3 gene,29957030
2-ethyl-5-carboxypentyl phthalate,MIR142,406934,Other CTD gene,1,1,Homo sapiens,increase / activation,[Diethylhexyl Phthalate results in increased abundance of 2-ethyl-5-carboxypentyl phthalate] which affects the secretion of MIR142,33885134
2-ethyl-5-carboxypentyl phthalate,MIR15A,406948,Other CTD gene,1,1,Homo sapiens,increase / activation,[Diethylhexyl Phthalate results in increased abundance of 2-ethyl-5-carboxypentyl phthalate] which affects the secretion of MIR15A,33885134
2-ethyl-5-carboxypentyl phthalate,MIR26A1,407015,Other CTD gene,1,1,Homo sapiens,increase / activation,[Diethylhexyl Phthalate results in increased abundance of 2-ethyl-5-carboxypentyl phthalate] which affects the secretion of MIR26A1,33885134
2-ethyl-5-carboxypentyl phthalate,MIR26B,407017,Other CTD gene,1,1,Homo sapiens,increase / activation,[Diethylhexyl Phthalate results in increased abundance of 2-ethyl-5-carboxypentyl phthalate] which affects the secretion of MIR26B,33885134
2-ethyl-5-carboxypentyl phthalate,MIR29C,407026,Other CTD gene,1,1,Homo sapiens,increase / activation,[Diethylhexyl Phthalate results in increased abundance of 2-ethyl-5-carboxypentyl phthalate] which affects the secretion of MIR29C,33885134
2-ethyl-5-carboxypentyl phthalate,MIR345,442910,Other CTD gene,1,1,Homo sapiens,increase / activation,[Diethylhexyl Phthalate results in increased abundance of 2-ethyl-5-carboxypentyl phthalate] which affects the secretion of MIR345,33885134
2-ethyl-5-carboxypentyl phthalate,MIR451A,574411,Other CTD gene,1,1,Homo sapiens,increase / activation,[Diethylhexyl Phthalate results in increased abundance of 2-ethyl-5-carboxypentyl phthalate] which affects the secretion of MIR451A,33885134
2-ethyl-5-carboxypentyl phthalate,MIR572,693157,Other CTD gene,1,1,Homo sapiens,increase / activation,[Diethylhexyl Phthalate results in increased abundance of 2-ethyl-5-carboxypentyl phthalate] which affects the secretion of MIR572,33885134
2-ethyl-5-carboxypentyl phthalate,MIR638,693223,Other CTD gene,1,1,Homo sapiens,increase / activation,[Diethylhexyl Phthalate results in increased abundance of 2-ethyl-5-carboxypentyl phthalate] which affects the secretion of MIR638,33885134
2-ethyl-5-carboxypentyl phthalate,MIR942,100126331,Other CTD gene,1,1,Homo sapiens,increase / activation,[Diethylhexyl Phthalate results in increased abundance of 2-ethyl-5-carboxypentyl phthalate] which affects the secretion of MIR942,33885134
2-ethyl-5-carboxypentyl phthalate,MIR99B,407056,Other CTD gene,1,1,Homo sapiens,increase / activation,[Diethylhexyl Phthalate results in increased abundance of 2-ethyl-5-carboxypentyl phthalate] which affects the secretion of MIR99B,33885134
2-ethyl-5-carboxypentyl phthalate,MMP1,4312,Other CTD gene,1,1,Homo sapiens,increase / activation,2-ethyl-5-carboxypentyl phthalate results in increased expression of MMP1 protein,36113809
2-ethyl-5-carboxypentyl phthalate,MMP2,4313,Other CTD gene,1,1,Homo sapiens,increase / activation,2-ethyl-5-carboxypentyl phthalate results in increased expression of MMP2 protein,36113809
2-ethyl-5-carboxypentyl phthalate,MUC20-OT1,111753249,Other CTD gene,1,1,Homo sapiens,other / unspecified,2-ethyl-5-carboxypentyl phthalate affects the expression of MUC20-OT1 mRNA,34478338
2-ethyl-5-carboxypentyl phthalate,NEAT1,283131,Other CTD gene,1,1,Homo sapiens,other / unspecified,2-ethyl-5-carboxypentyl phthalate affects the expression of NEAT1 mRNA,34478338
2-ethyl-5-carboxypentyl phthalate,NEFL,4747,Other CTD gene,1,1,Homo sapiens,increase / activation,[Diethylhexyl Phthalate results in increased abundance of 2-ethyl-5-carboxypentyl phthalate] which results in increased expression of NEFL protein,37097562
2-ethyl-5-carboxypentyl phthalate,NKX2-1,7080,Other CTD gene,1,1,Homo sapiens,increase / activation,[Diethylhexyl Phthalate results in increased abundance of 2-ethyl-5-carboxypentyl phthalate] which results in increased expression of NKX2-1 mRNA,34708313
2-ethyl-5-carboxypentyl phthalate,PFAS,5198,Other CTD gene,1,1,Homo sapiens,other / unspecified,[mono(2-ethyl-5-hydroxyhexyl) phthalate co-treated with mono-(2-ethylhexyl)phthalate co-treated with mono(2-ethyl-5-oxohexyl)phthalate co-treated with 2-ethyl-5-carboxypentyl phthalate co-treated with mono-isobutyl phthalate co-treated with mono-benzyl phthalate co-treated with monoethyl phthalate co-treated with monobutyl phthalate] affects the expression of PFAS mRNA,37160244
2-ethyl-5-carboxypentyl phthalate,PPARA,5465,PPAR / nuclear receptor / adipogenesis,1,1,Homo sapiens,increase / activation,2-ethyl-5-carboxypentyl phthalate results in increased activity of PPARA protein,39341470
2-ethyl-5-carboxypentyl phthalate,PPARG,5468,PPAR / nuclear receptor / adipogenesis,1,1,Homo sapiens,increase / activation,[Diethylhexyl Phthalate results in increased abundance of 2-ethyl-5-carboxypentyl phthalate] which results in decreased methylation of PPARG promoter,37093692
2-ethyl-5-carboxypentyl phthalate,RNR2,4550,Other CTD gene,1,1,Homo sapiens,other / unspecified,[mono(2-ethyl-5-hydroxyhexyl) phthalate co-treated with mono-(2-ethylhexyl)phthalate co-treated with mono(2-ethyl-5-oxohexyl)phthalate co-treated with 2-ethyl-5-carboxypentyl phthalate co-treated with mono-isobutyl phthalate co-treated with mono-benzyl phthalate co-treated with monobutyl phthalate metabolite co-treated with monoethyl phthalate co-treated with monobutyl phthalate] affects the expression of RNR2 mRNA,38992643
2-ethyl-5-carboxypentyl phthalate,SCARB1,949,Other CTD gene,1,1,Homo sapiens,increase / activation,[Diethylhexyl Phthalate results in increased abundance of 2-ethyl-5-carboxypentyl phthalate] which results in increased expression of SCARB1 mRNA,34438493
2-ethyl-5-carboxypentyl phthalate,SEC14L4,284904,Other CTD gene,1,1,Homo sapiens,increase / activation,[Phthalic Acids results in increased abundance of 2-ethyl-5-carboxypentyl phthalate] which results in increased methylation of SEC14L4 gene,28556291
2-ethyl-5-carboxypentyl phthalate,SPRY4-AS1,101926941,Other CTD gene,1,1,Homo sapiens,other / unspecified,[mono(2-ethyl-5-hydroxyhexyl) phthalate co-treated with mono-(2-ethylhexyl)phthalate co-treated with mono(2-ethyl-5-oxohexyl)phthalate co-treated with 2-ethyl-5-carboxypentyl phthalate co-treated with mono-isobutyl phthalate co-treated with mono-benzyl phthalate co-treated with monoethyl phthalate co-treated with monobutyl phthalate] affects the expression of SPRY4-AS1 mRNA,37160244
2-ethyl-5-carboxypentyl phthalate,SVIL-AS1,102724316,Other CTD gene,1,1,Homo sapiens,increase / activation,[Phthalic Acids results in increased abundance of 2-ethyl-5-carboxypentyl phthalate] which results in increased methylation of SVIL-AS1 gene,28556291
2-ethyl-5-carboxypentyl phthalate,TG,7038,Other CTD gene,1,1,Homo sapiens,increase / activation,[Diethylhexyl Phthalate results in increased abundance of 2-ethyl-5-carboxypentyl phthalate] which results in increased expression of TG mRNA,34708313
2-ethyl-5-carboxypentyl phthalate,TNF,7124,Inflammation / cytokine signaling,1,1,Homo sapiens,increase / activation,2-ethyl-5-carboxypentyl phthalate results in increased expression of TNF mRNA,35584204
2-ethyl-5-carboxypentyl phthalate,TP53I13,90313,Other CTD gene,1,1,Homo sapiens,decrease / inhibition,[mono(2-ethyl-5-hydroxyhexyl) phthalate co-treated with mono-(2-ethylhexyl)phthalate co-treated with mono(2-ethyl-5-oxohexyl)phthalate co-treated with 2-ethyl-5-carboxypentyl phthalate co-treated with mono-isobutyl phthalate co-treated with mono-benzyl phthalate co-treated with monobutyl phthalate metabolite co-treated with monoethyl phthalate co-treated with monobutyl phthalate] results in decreased expression of TP53I13 mRNA,38992643
Diethylhexyl Phthalate,PPARA,5465,PPAR / nuclear receptor / adipogenesis,522,539,Chlorocebus aethiops; Homo sapiens; Mus musculus; Rattus norvegicus,decrease / inhibition; increase / activation; other / unspecified,Diethylhexyl Phthalate metabolite results in increased activity of PPARA protein | Diethylhexyl Phthalate binds to PPARA protein | Diethylhexyl Phthalate inhibits the reaction [Bezafibrate results in increased activity of PPARA protein],16954067|23843199|34801851|39341470|10581215|27996362|16455614|28673093|29513082|21354252|22792086|20123618|25909471|38199361|22588786|25351189|31577137|15919853|15833929|23619606|28771232|34319233|29669060|24496636|30203046|25689681|30284816|30660623|37979351|28013214|24811840|10731415|21318169|19850644|23756648|20920559|33166671|36988346|15647598|16038268|20920545|22672789
Diethylhexyl Phthalate,CASP3,836,Other CTD gene,50,76,Ctenopharyngodon idella; Drosophila melanogaster; Gallus gallus; Homo sapiens; Mus musculus; Rattus norvegicus,decrease / inhibition; increase / activation; other / unspecified,Diethylhexyl Phthalate results in increased expression of CASP3 mRNA | Diethylhexyl Phthalate results in increased expression of CASP3 protein | evodiamine inhibits the reaction [Diethylhexyl Phthalate results in increased expression of CASP3 mRNA],36368504|38160779|37259793|30720231|21864672|22155658|31112013|31709857|23220035|31408635|35739755|37302538|33091774|33484791|28611354|29029336|31211961|34319233|39515621|27084994|24646702|37406783|35716406|37858774|39307383|25701202|26845775|21856391|35659966|36423848|36583613|37839492|39947446|31160972|25418486|29328408|31923814|32710958|40618915|26854921|29606031|37061009
Diethylhexyl Phthalate,ESR1,2099,Other CTD gene,56,71,Cyprinus carpio; Homo sapiens; Mus musculus; Oryziinae; Rattus norvegicus,decrease / inhibition; increase / activation; other / unspecified,Diethylhexyl Phthalate results in decreased expression of ESR1 mRNA | benzyloxycarbonylleucyl-leucyl-leucine aldehyde inhibits the reaction [Diethylhexyl Phthalate inhibits the reaction [AHR protein results in increased expression of ESR1 protein]] | Diethylhexyl Phthalate binds to and results in decreased activity of ESR1 protein,39662688|34801851|27633901|15840436|29162470|33049310|20382090|28571686|35263089|30769184|30851587|33846374|38042133|16756374|40216312|30720231|35739755|37364641|25909471|30722647|28921615|23804495|24811840|30680337|31022410|31771930|32619501|34492810|28771232|34718101|35550907|26630026|28013214|32784060|29175711|23756648|19913605|36608567|34186418|32681327|25031359|28871463|40618915|36435455|28732322|24994688
Diethylhexyl Phthalate,BCL2,596,Other CTD gene,37,63,Ctenopharyngodon idella; Gallus gallus; Homo sapiens; Mesocricetus auratus; Mus musculus; Rattus norvegicus,decrease / inhibition; increase / activation,Diethylhexyl Phthalate results in decreased expression of BCL2 mRNA | Diethylhexyl Phthalate results in decreased expression of BCL2 protein | evodiamine inhibits the reaction [Diethylhexyl Phthalate results in decreased expression of BCL2 mRNA],36368504|37259793|36394428|22155658|31709857|31163220|35887207|15923092|9395224|35739755|37364641|37302538|33091774|33484791|27084994|31211961|35716406|26678702|32500380|34492810|35659966|36423848|38008054|39307383|25701202|33754040|36209858|39515621|37021957|28013214|31160972|38522500|40618915|31923814|32050098|32710958|35762964
Diethylhexyl Phthalate,CGA,1081,Other CTD gene,62,62,Homo sapiens; Mus musculus; Rattus norvegicus,decrease / inhibition; increase / activation; other / unspecified,8-Bromo Cyclic Adenosine Monophosphate affects the reaction [[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] affects the reaction [CGA protein affects the expression of AKR1C1 mRNA]] | 8-Bromo Cyclic Adenosine Monophosphate affects the reaction [[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] affects the reaction [CGA protein affects the expression of PTGER2 mRNA]] | 8-Bromo Cyclic Adenosine Monophosphate affects the reaction [[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] affects the reaction [CGA protein affects the expression of PTGER3 mRNA]],40456493|37552060|25016925|31163220|37812459|33316053|36714560
Diethylhexyl Phthalate,AKT1,207,Insulin / glucose signaling,45,60,Gallus gallus; Homo sapiens; Mus musculus; Rattus norvegicus,decrease / inhibition; increase / activation; other / unspecified,Acetylcysteine inhibits the reaction [Diethylhexyl Phthalate results in decreased expression of AKT1 mRNA] | Acetylcysteine inhibits the reaction [Diethylhexyl Phthalate results in decreased expression of AKT1 protein] | Diethylhexyl Phthalate results in decreased expression of AKT1 mRNA,37259793|23793038|19956873|28065941|36394428|31163220|30543897|35259346|35739755|37302538|33091774|33754040|35659966|35716406|31920986|24804967|33484791|21911000|34910997|31212184|29777495|28526321|22610992|25280772|35810816|38522500|35254616|29669060
Diethylhexyl Phthalate,PPARG,5468,PPAR / nuclear receptor / adipogenesis,34,60,Homo sapiens; Mus musculus; Rattus norvegicus,decrease / inhibition; increase / activation; other / unspecified,2-chloro-5-nitrobenzanilide inhibits the reaction [Diethylhexyl Phthalate results in increased expression of PPARG protein] | Diethylhexyl Phthalate binds to and results in decreased activity of PPARG protein | Diethylhexyl Phthalate binds to and results in increased activity of PPARG protein,31163220|27633901|33049310|23843199|32407875|25314719|34864131|37093692|26985901|28025108|29061543|30722647|22588786|25351189|31577137|37406783|23804495|34303773|22197818|31211961|26630026|29669060|23277027|29377175|31086358|32325186|32522588|21856391|33484791|20920559|30599393|31262386|16690193|15647598|26188368|27827939|28532275|30145988|22279657|39265699
Diethylhexyl Phthalate,BAX,581,Other CTD gene,33,56,Ctenopharyngodon idella; Gallus gallus; Homo sapiens; Mesocricetus auratus; Mus musculus; Rattus norvegicus,decrease / inhibition; increase / activation,Diethylhexyl Phthalate results in increased expression of BAX mRNA | Diethylhexyl Phthalate results in increased expression of BAX protein | evodiamine inhibits the reaction [Diethylhexyl Phthalate results in increased expression of BAX protein],36368504|37259793|31163220|35887207|22155658|15923092|35739755|37364641|33091774|33484791|34319233|24458533|25701202|33754040|35716406|36583613|26678702|31920986|32500380|34492810|35659966|36423848|38008054|39307383|37021957|28013214|31160972|37979351|38522500|31923814|32050098|32710958|40618915
Diethylhexyl Phthalate,TNF,7124,Inflammation / cytokine signaling,39,55,Ctenopharyngodon idella; Homo sapiens; Mus musculus; Rattus norvegicus,decrease / inhibition; increase / activation; other / unspecified,"Diethylhexyl Phthalate results in increased expression of TNF mRNA | evodiamine inhibits the reaction [Diethylhexyl Phthalate results in increased expression of TNF mRNA] | 4-methyl-N1-(3-phenylpropyl)benzene-1,2-diamine inhibits the reaction [Diethylhexyl Phthalate results in increased expression of TNF protein]",37573970|36774801|25960783|20082445|32991955|28673093|35739755|37364641|25909471|30722647|29718165|23148021|34303773|39515621|33497755|34600010|36583613|41712757|35196152|36209858|37858774|35460826|32533902|33166671|35510228|27511800|37061009|40618915|30550969|34864161
Diethylhexyl Phthalate,NFE2L2,4780,Oxidative stress / antioxidant response,36,51,Coturnix coturnix; Coturnix japonica; Ctenopharyngodon idella; Homo sapiens; Mus musculus; Rattus norvegicus,decrease / inhibition; increase / activation; other / unspecified,Diethylhexyl Phthalate results in increased expression of NFE2L2 mRNA | Diethylhexyl Phthalate results in increased expression of NFE2L2 protein | Diethylhexyl Phthalate affects the expression of NFE2L2 protein,35032567|30257229|31234266|36368504|34822940|31112013|35887207|37364641|36438553|32500380|30114225|30203046|36696656|35917956|36610486|37021957|39150890|29663635|29940330|26361869|25418486|29328408|35510228|35810816|31923814|32050098|22672789|37692514
Diethylhexyl Phthalate,CAT,847,Oxidative stress / antioxidant response,38,49,Coturnix coturnix; Coturnix japonica; Ctenopharyngodon idella; Daphnia magna; Drosophila melanogaster; Homo sapiens; Mesocricetus auratus; Mus musculus; Mytilus galloprovincialis; Rattus norvegicus,decrease / inhibition; increase / activation; other / unspecified,Diethylhexyl Phthalate results in increased expression of CAT mRNA | Diethylhexyl Phthalate results in increased expression of CAT protein | Diethylhexyl Phthalate results in decreased activity of CAT protein,35032567|30257229|31234266|36368504|30453266|36603486|38160779|35521929|31112013|2306265|2334865|37364641|35196152|35659966|26845775|31486570|35917956|33360214|36610486|36696656|28013214|39150890|12101783|25418486|10528994|25882133|26854921|35970509|40618915|36198370|32050098|2399535|11341945|26316063
Diethylhexyl Phthalate,CYP11A1,1583,Other CTD gene,31,49,Homo sapiens; Mus musculus; Rattus norvegicus,decrease / inhibition; increase / activation; other / unspecified,Diethylhexyl Phthalate results in increased expression of CYP11A1 mRNA | [diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] affects the reaction [CGA protein results in increased expression of CYP11A1 mRNA] | [AKT activator SC79 co-treated with Diethylhexyl Phthalate] results in increased expression of CYP11A1 mRNA,31163220|36774801|37552060|35259346|24393508|38730545|28611354|29029336|30802670|34597818|25701202|25888850|25975992|27495896|32619501|34319233|31175881|34492810|39109301|39947446|28013214|39150890|35739735|31160972|17400582|40570975|20568448|40914504|23064086|26316063|16690193|21633115|29325824|33983380|34197824|36198370|37788136|36674726
Diethylhexyl Phthalate,STAR,6770,Other CTD gene,30,48,Homo sapiens; Macaca mulatta; Mus musculus; Rattus norvegicus,decrease / inhibition; increase / activation; other / unspecified,[Colforsin co-treated with Diethylhexyl Phthalate] results in increased expression of STAR protein | Diethylhexyl Phthalate results in decreased expression of STAR mRNA | Diethylhexyl Phthalate results in increased expression of STAR mRNA,35892601|37536456|37552060|25450860|22828881|25888850|38730545|28611354|29029336|30802670|34597818|25975992|27405655|27495896|32235866|32619501|34319233|34492810|37839492|39947446|28013214|35739735|17400582|40570975|29777495|26558472|16690193|21633115|26472102|29325824|31160972|33983380|19560483|21079920|29969652|30090590|34864161|35762964|37788136|23959011
Diethylhexyl Phthalate,HMOX1,3162,Oxidative stress / antioxidant response,30,45,Coturnix coturnix; Coturnix japonica; Ctenopharyngodon idella; Homo sapiens; Mus musculus; Rattus norvegicus,decrease / inhibition; increase / activation; other / unspecified,Diethylhexyl Phthalate results in increased expression of HMOX1 mRNA | Diethylhexyl Phthalate results in decreased expression of HMOX1 protein | evodiamine inhibits the reaction [Diethylhexyl Phthalate results in decreased expression of HMOX1 protein],35032567|30257229|31234266|36368504|34822940|31112013|37364641|23148021|34319233|36610486|32500380|24646702|33754040|35917956|36696656|34863575|35818324|30320191|29663635|29940330|26361869|25418486|29328408|35510228|31923814|32050098|37692514
Diethylhexyl Phthalate,INS1,16333,Other CTD gene,37,41,Homo sapiens; Mus musculus; Rattus norvegicus,decrease / inhibition; increase / activation; other / unspecified,"Diethylhexyl Phthalate promotes the reaction [[Glucose co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with INS1 protein] results in increased expression of ADIPOQ protein] | [Dietary Sucrose co-treated with Dietary Fats co-treated with bisphenol A co-treated with Diethylhexyl Phthalate co-treated with Tetrachlorodibenzodioxin co-treated with 2,4,5,2',4',5'-hexachlorobiphenyl] results in increased secretion of INS1 protein | Diethylhexyl Phthalate inhibits the reaction [Glucose results in increased secretion of INS1 protein]",32407875|30722647|35457000|20123618|26630026|28105114|33484791|31606821|29175711|21911000|21673306|28526321|25280772|30940548|22610992|30145988|28025108|27827939
Diethylhexyl Phthalate,HSD3B1,3283,Other CTD gene,22,36,Homo sapiens; Mus musculus; Rattus norvegicus,decrease / inhibition; increase / activation; other / unspecified,Diethylhexyl Phthalate results in decreased expression of HSD3B1 protein | Diethylhexyl Phthalate affects the expression of HSD3B1 mRNA | Diethylhexyl Phthalate results in decreased activity of HSD3B1 protein,31163220|31211961|38730545|17009524|28123099|31175881|32619501|34319233|24393508|25701202|31771930|33754040|28013214|35739735|23064086|25031359|17229994|36198370|32050098|26316063|29325824|34864161|35762964
Diethylhexyl Phthalate,CYP19A1,1588,Other CTD gene,23,35,Homo sapiens; Mus musculus; Rattus norvegicus,decrease / inhibition; increase / activation; other / unspecified,Diethylhexyl Phthalate results in decreased expression of CYP19A1 mRNA | Diethylhexyl Phthalate results in decreased expression of CYP19A1 protein | Diethylhexyl Phthalate results in increased expression of CYP19A1 mRNA,31709857|31163220|36774801|22828881|25701202|28611354|29029336|34597818|19874833|22147016|28286118|31211961|34319233|27405655|28013214|31160972|20920559|25607892|20568448|16949715|28871463|34015638|16763069|19560483
Diethylhexyl Phthalate,CYP17A1,1586,Other CTD gene,19,35,Homo sapiens; Macaca mulatta; Mus musculus; Rattus norvegicus,decrease / inhibition; increase / activation; other / unspecified,Diethylhexyl Phthalate results in increased expression of CYP17A1 mRNA | Diethylhexyl Phthalate results in increased expression of CYP17A1 protein | Diethylhexyl Phthalate affects the expression of CYP17A1 mRNA,31709857|36774801|25450860|38730545|28611354|29029336|30802670|22147016|25701202|25975992|27405655|28085963|28123099|28286118|32619501|34319233|24393508|34492810|35141451|40570975|26472102|29325824|29777495|33983380|34197824|35970509|37788136|23959011|36674726
Diethylhexyl Phthalate,AHR,196,Other CTD gene,27,33,Coturnix japonica; Homo sapiens; Mus musculus; Rattus norvegicus,decrease / inhibition; increase / activation; other / unspecified,Diethylhexyl Phthalate results in increased expression of AHR mRNA | AHR protein promotes the reaction [Diethylhexyl Phthalate results in increased phosphorylation of MAPK1 protein] | AHR protein promotes the reaction [Diethylhexyl Phthalate results in increased phosphorylation of MAPK3 protein],30017959|34801851|23220035|25909471|30722647|18294747|33027880|30120713|32884073|34670089|36403809|37458746|32784060|23756648|27853917
Diethylhexyl Phthalate,IL1B,3553,Inflammation / cytokine signaling,27,33,Ctenopharyngodon idella; Homo sapiens; Mus musculus; Rattus norvegicus,decrease / inhibition; increase / activation; other / unspecified,Diethylhexyl Phthalate results in increased expression of IL1B mRNA | Diethylhexyl Phthalate results in increased expression of IL1B protein | evodiamine inhibits the reaction [Diethylhexyl Phthalate results in increased expression of IL1B mRNA],37573970|36774801|26985901|25909471|30722647|23148021|29718165|41712757|37858774|34600010|36438553|36610486|35196152|36781136|37021957|36988346|37061009|40618915|30550969
