outcome,outcome_label,exposure,exposure_label,exposure_value,estimate,low,high,n,ref_value,knot_1,knot_2,knot_3,knot_4,p_overall,p_nonlinear,p_overall_fmt,p_nonlinear_fmt,include_total_burden,annotation,panel,panel_title
ln_HOMA_IR,ln(HOMA-IR),ln_oxidative_MEHP_ratio,ln[(MEHHP+MEOHP+MECPP)/MEHP],1.295177587339544,-0.03857767654004228,-0.21518322187446087,0.13802786879437634,1983,2.6789581922925687,1.5280543114722243,2.413214909998346,2.9515587004784334,3.801322051123622,0.008276016750337956,0.06384419511484421,0.008,0.064,TRUE,"P-overall = 0.008
P-nonlinear = 0.064",A,A. Log-ratio and ln(HOMA-IR)
ln_HOMA_IR,ln(HOMA-IR),ln_oxidative_MEHP_ratio,ln[(MEHHP+MEOHP+MECPP)/MEHP],1.3232473954691364,-0.03890305389812715,-0.21094593756333477,0.13313982976708047,1983,2.6789581922925687,1.5280543114722243,2.413214909998346,2.9515587004784334,3.801322051123622,0.008276016750337956,0.06384419511484421,0.008,0.064,TRUE,"P-overall = 0.008
P-nonlinear = 0.064",A,A. Log-ratio and ln(HOMA-IR)
ln_HOMA_IR,ln(HOMA-IR),ln_oxidative_MEHP_ratio,ln[(MEHHP+MEOHP+MECPP)/MEHP],1.3513172035987286,-0.039228431256212004,-0.20676722228948566,0.12831035977706165,1983,2.6789581922925687,1.5280543114722243,2.413214909998346,2.9515587004784334,3.801322051123622,0.008276016750337956,0.06384419511484421,0.008,0.064,TRUE,"P-overall = 0.008
P-nonlinear = 0.064",A,A. Log-ratio and ln(HOMA-IR)
ln_HOMA_IR,ln(HOMA-IR),ln_oxidative_MEHP_ratio,ln[(MEHHP+MEOHP+MECPP)/MEHP],1.379387011728321,-0.03955380861429686,-0.20265192842571492,0.1235443111971212,1983,2.6789581922925687,1.5280543114722243,2.413214909998346,2.9515587004784334,3.801322051123622,0.008276016750337956,0.06384419511484421,0.008,0.064,TRUE,"P-overall = 0.008
P-nonlinear = 0.064",A,A. Log-ratio and ln(HOMA-IR)
ln_HOMA_IR,ln(HOMA-IR),ln_oxidative_MEHP_ratio,ln[(MEHHP+MEOHP+MECPP)/MEHP],1.4074568198579134,-0.03987918597238172,-0.19860537906988654,0.11884700712512311,1983,2.6789581922925687,1.5280543114722243,2.413214909998346,2.9515587004784334,3.801322051123622,0.008276016750337956,0.06384419511484421,0.008,0.064,TRUE,"P-overall = 0.008
P-nonlinear = 0.064",A,A. Log-ratio and ln(HOMA-IR)
ln_HOMA_IR,ln(HOMA-IR),ln_oxidative_MEHP_ratio,ln[(MEHHP+MEOHP+MECPP)/MEHP],1.4355266279875056,-0.040204563330466576,-0.194633412864843,0.11422428620390987,1983,2.6789581922925687,1.5280543114722243,2.413214909998346,2.9515587004784334,3.801322051123622,0.008276016750337956,0.06384419511484421,0.008,0.064,TRUE,"P-overall = 0.008
P-nonlinear = 0.064",A,A. Log-ratio and ln(HOMA-IR)
ln_HOMA_IR,ln(HOMA-IR),ln_oxidative_MEHP_ratio,ln[(MEHHP+MEOHP+MECPP)/MEHP],1.4635964361170979,-0.04052994068855144,-0.1907424310675933,0.10968254969049045,1983,2.6789581922925687,1.5280543114722243,2.413214909998346,2.9515587004784334,3.801322051123622,0.008276016750337956,0.06384419511484421,0.008,0.064,TRUE,"P-overall = 0.008
P-nonlinear = 0.064",A,A. Log-ratio and ln(HOMA-IR)
ln_HOMA_IR,ln(HOMA-IR),ln_oxidative_MEHP_ratio,ln[(MEHHP+MEOHP+MECPP)/MEHP],1.4916662442466904,-0.040855318046636294,-0.18693944609384883,0.10522881000057623,1983,2.6789581922925687,1.5280543114722243,2.413214909998346,2.9515587004784334,3.801322051123622,0.008276016750337956,0.06384419511484421,0.008,0.064,TRUE,"P-overall = 0.008
P-nonlinear = 0.064",A,A. Log-ratio and ln(HOMA-IR)
ln_HOMA_IR,ln(HOMA-IR),ln_oxidative_MEHP_ratio,ln[(MEHHP+MEOHP+MECPP)/MEHP],1.5197360523762826,-0.041180695404721156,-0.18323213035992675,0.10087073955048442,1983,2.6789581922925687,1.5280543114722243,2.413214909998346,2.9515587004784334,3.801322051123622,0.008276016750337956,0.06384419511484421,0.008,0.064,TRUE,"P-overall = 0.008
P-nonlinear = 0.064",A,A. Log-ratio and ln(HOMA-IR)
ln_HOMA_IR,ln(HOMA-IR),ln_oxidative_MEHP_ratio,ln[(MEHHP+MEOHP+MECPP)/MEHP],1.5478058605058749,-0.0415057950440907,-0.17962867486897227,0.09661708478079088,1983,2.6789581922925687,1.5280543114722243,2.413214909998346,2.9515587004784334,3.801322051123622,0.008276016750337956,0.06384419511484421,0.008,0.064,TRUE,"P-overall = 0.008
P-nonlinear = 0.064",A,A. Log-ratio and ln(HOMA-IR)
ln_HOMA_IR,ln(HOMA-IR),ln_oxidative_MEHP_ratio,ln[(MEHHP+MEOHP+MECPP)/MEHP],1.5758756686354674,-0.0418275085680297,-0.17613574268231086,0.09248072554625147,1983,2.6789581922925687,1.5280543114722243,2.413214909998346,2.9515587004784334,3.801322051123622,0.008276016750337956,0.06384419511484421,0.008,0.064,TRUE,"P-overall = 0.008
P-nonlinear = 0.064",A,A. Log-ratio and ln(HOMA-IR)
ln_HOMA_IR,ln(HOMA-IR),ln_oxidative_MEHP_ratio,ln[(MEHHP+MEOHP+MECPP)/MEHP],1.6039454767650598,-0.042141074041703544,-0.17275816584742654,0.08847601776401946,1983,2.6789581922925687,1.5280543114722243,2.413214909998346,2.9515587004784334,3.801322051123622,0.008276016750337956,0.06384419511484421,0.008,0.064,TRUE,"P-overall = 0.008
P-nonlinear = 0.064",A,A. Log-ratio and ln(HOMA-IR)
ln_HOMA_IR,ln(HOMA-IR),ln_oxidative_MEHP_ratio,ln[(MEHHP+MEOHP+MECPP)/MEHP],1.632015284894652,-0.042441708785967605,-0.16949956172369335,0.08461614415175812,1983,2.6789581922925687,1.5280543114722243,2.413214909998346,2.9515587004784334,3.801322051123622,0.008276016750337956,0.06384419511484421,0.008,0.064,TRUE,"P-overall = 0.008
P-nonlinear = 0.064",A,A. Log-ratio and ln(HOMA-IR)
ln_HOMA_IR,ln(HOMA-IR),ln_oxidative_MEHP_ratio,ln[(MEHHP+MEOHP+MECPP)/MEHP],1.6600850930242443,-0.042724630121677216,-0.16636211791254454,0.08091285766919012,1983,2.6789581922925687,1.5280543114722243,2.413214909998346,2.9515587004784334,3.801322051123622,0.008276016750337956,0.06384419511484421,0.008,0.064,TRUE,"P-overall = 0.008
P-nonlinear = 0.064",A,A. Log-ratio and ln(HOMA-IR)
ln_HOMA_IR,ln(HOMA-IR),ln_oxidative_MEHP_ratio,ln[(MEHHP+MEOHP+MECPP)/MEHP],1.6881549011538368,-0.042985055369687775,-0.16334636023343643,0.07737624949406088,1983,2.6789581922925687,1.5280543114722243,2.413214909998346,2.9515587004784334,3.801322051123622,0.008276016750337956,0.06384419511484421,0.008,0.064,TRUE,"P-overall = 0.008
P-nonlinear = 0.064",A,A. Log-ratio and ln(HOMA-IR)
ln_HOMA_IR,ln(HOMA-IR),ln_oxidative_MEHP_ratio,ln[(MEHHP+MEOHP+MECPP)/MEHP],1.716224709283429,-0.0432182018508546,-0.16045092387560084,0.07401452017389165,1983,2.6789581922925687,1.5280543114722243,2.413214909998346,2.9515587004784334,3.801322051123622,0.008276016750337956,0.06384419511484421,0.008,0.064,TRUE,"P-overall = 0.008
P-nonlinear = 0.064",A,A. Log-ratio and ln(HOMA-IR)
ln_HOMA_IR,ln(HOMA-IR),ln_oxidative_MEHP_ratio,ln[(MEHHP+MEOHP+MECPP)/MEHP],1.7442945174130213,-0.04341928688603308,-0.15767233713098922,0.07083376335892304,1983,2.6789581922925687,1.5280543114722243,2.413214909998346,2.9515587004784334,3.801322051123622,0.008276016750337956,0.06384419511484421,0.008,0.064,TRUE,"P-overall = 0.008
P-nonlinear = 0.064",A,A. Log-ratio and ln(HOMA-IR)
ln_HOMA_IR,ln(HOMA-IR),ln_oxidative_MEHP_ratio,ln[(MEHHP+MEOHP+MECPP)/MEHP],1.7723643255426138,-0.04358352779607857,-0.1550048282766289,0.06783777268447175,1983,2.6789581922925687,1.5280543114722243,2.413214909998346,2.9515587004784334,3.801322051123622,0.008276016750337956,0.06384419511484421,0.008,0.064,TRUE,"P-overall = 0.008
P-nonlinear = 0.064",A,A. Log-ratio and ln(HOMA-IR)
ln_HOMA_IR,ln(HOMA-IR),ln_oxidative_MEHP_ratio,ln[(MEHHP+MEOHP+MECPP)/MEHP],1.800434133672206,-0.043706141901846414,-0.15244016661504417,0.06502788281135136,1983,2.6789581922925687,1.5280543114722243,2.413214909998346,2.9515587004784334,3.801322051123622,0.008276016750337956,0.06384419511484421,0.008,0.064,TRUE,"P-overall = 0.008
P-nonlinear = 0.064",A,A. Log-ratio and ln(HOMA-IR)
ln_HOMA_IR,ln(HOMA-IR),ln_oxidative_MEHP_ratio,ln[(MEHHP+MEOHP+MECPP)/MEHP],1.8285039418017983,-0.04378234652419199,-0.149967548177465,0.06240285512908101,1983,2.6789581922925687,1.5280543114722243,2.413214909998346,2.9515587004784334,3.801322051123622,0.008276016750337956,0.06384419511484421,0.008,0.064,TRUE,"P-overall = 0.008
P-nonlinear = 0.064",A,A. Log-ratio and ln(HOMA-IR)
ln_HOMA_IR,ln(HOMA-IR),ln_oxidative_MEHP_ratio,ln[(MEHHP+MEOHP+MECPP)/MEHP],1.8565737499313908,-0.04380735898397064,-0.14757353502065185,0.05995881705271058,1983,2.6789581922925687,1.5280543114722243,2.413214909998346,2.9515587004784334,3.801322051123622,0.008276016750337956,0.06384419511484421,0.008,0.064,TRUE,"P-overall = 0.008
P-nonlinear = 0.064",A,A. Log-ratio and ln(HOMA-IR)
ln_HOMA_IR,ln(HOMA-IR),ln_oxidative_MEHP_ratio,ln[(MEHHP+MEOHP+MECPP)/MEHP],1.884643558060983,-0.04377639660203773,-0.1452420544238371,0.057689261219761666,1983,2.6789581922925687,1.5280543114722243,2.413214909998346,2.9515587004784334,3.801322051123622,0.008276016750337956,0.06384419511484421,0.008,0.064,TRUE,"P-overall = 0.008
P-nonlinear = 0.064",A,A. Log-ratio and ln(HOMA-IR)
ln_HOMA_IR,ln(HOMA-IR),ln_oxidative_MEHP_ratio,ln[(MEHHP+MEOHP+MECPP)/MEHP],1.9127133661905755,-0.04368467669924862,-0.1429544608078102,0.05558510740931297,1983,2.6789581922925687,1.5280543114722243,2.413214909998346,2.9515587004784334,3.801322051123622,0.008276016750337956,0.06384419511484421,0.008,0.064,TRUE,"P-overall = 0.008
P-nonlinear = 0.064",A,A. Log-ratio and ln(HOMA-IR)
ln_HOMA_IR,ln(HOMA-IR),ln_oxidative_MEHP_ratio,ln[(MEHHP+MEOHP+MECPP)/MEHP],1.9407831743201678,-0.04352741659645867,-0.1406896592043793,0.05363482601146195,1983,2.6789581922925687,1.5280543114722243,2.413214909998346,2.9515587004784334,3.801322051123622,0.008276016750337956,0.06384419511484421,0.008,0.064,TRUE,"P-overall = 0.008
P-nonlinear = 0.064",A,A. Log-ratio and ln(HOMA-IR)
ln_HOMA_IR,ln(HOMA-IR),ln_oxidative_MEHP_ratio,ln[(MEHHP+MEOHP+MECPP)/MEHP],1.96885298244976,-0.04329983361452325,-0.1384242850625822,0.0518246178335357,1983,2.6789581922925687,1.5280543114722243,2.413214909998346,2.9515587004784334,3.801322051123622,0.008276016750337956,0.06384419511484421,0.008,0.064,TRUE,"P-overall = 0.008
P-nonlinear = 0.064",A,A. Log-ratio and ln(HOMA-IR)
ln_HOMA_IR,ln(HOMA-IR),ln_oxidative_MEHP_ratio,ln[(MEHHP+MEOHP+MECPP)/MEHP],1.9969227905793525,-0.042997145074297694,-0.13613293157868198,0.05013864143008659,1983,2.6789581922925687,1.5280543114722243,2.413214909998346,2.9515587004784334,3.801322051123622,0.008276016750337956,0.06384419511484421,0.008,0.064,TRUE,"P-overall = 0.008
P-nonlinear = 0.064",A,A. Log-ratio and ln(HOMA-IR)
ln_HOMA_IR,ln(HOMA-IR),ln_oxidative_MEHP_ratio,ln[(MEHHP+MEOHP+MECPP)/MEHP],2.0249925987089448,-0.04261456829663738,-0.13378841300767855,0.04855927641440378,1983,2.6789581922925687,1.5280543114722243,2.413214909998346,2.9515587004784334,3.801322051123622,0.008276016750337956,0.06384419511484421,0.008,0.064,TRUE,"P-overall = 0.008
P-nonlinear = 0.064",A,A. Log-ratio and ln(HOMA-IR)
ln_HOMA_IR,ln(HOMA-IR),ln_oxidative_MEHP_ratio,ln[(MEHHP+MEOHP+MECPP)/MEHP],2.053062406838537,-0.04214732060239767,-0.1313620508402146,0.047067409635419256,1983,2.6789581922925687,1.5280543114722243,2.413214909998346,2.9515587004784334,3.801322051123622,0.008276016750337956,0.06384419511484421,0.008,0.064,TRUE,"P-overall = 0.008
P-nonlinear = 0.064",A,A. Log-ratio and ln(HOMA-IR)
ln_HOMA_IR,ln(HOMA-IR),ln_oxidative_MEHP_ratio,ln[(MEHHP+MEOHP+MECPP)/MEHP],2.0811322149681297,-0.04159061931243389,-0.12882396940889682,0.045642730784029036,1983,2.6789581922925687,1.5280543114722243,2.413214909998346,2.9515587004784334,3.801322051123622,0.008276016750337956,0.06384419511484421,0.008,0.064,TRUE,"P-overall = 0.008
P-nonlinear = 0.064",A,A. Log-ratio and ln(HOMA-IR)
ln_HOMA_IR,ln(HOMA-IR),ln_oxidative_MEHP_ratio,ln[(MEHHP+MEOHP+MECPP)/MEHP],2.1092020230977218,-0.04093968174760144,-0.12614338833282646,0.04426402483762359,1983,2.6789581922925687,1.5280543114722243,2.413214909998346,2.9515587004784334,3.801322051123622,0.008276016750337956,0.06384419511484421,0.008,0.064,TRUE,"P-overall = 0.008
P-nonlinear = 0.064",A,A. Log-ratio and ln(HOMA-IR)
ln_HOMA_IR,ln(HOMA-IR),ln_oxidative_MEHP_ratio,ln[(MEHHP+MEOHP+MECPP)/MEHP],2.137271831227314,-0.04018972522875568,-0.12328890098002279,0.04290945052251144,1983,2.6789581922925687,1.5280543114722243,2.413214909998346,2.9515587004784334,3.801322051123622,0.008276016750337956,0.06384419511484421,0.008,0.064,TRUE,"P-overall = 0.008
P-nonlinear = 0.064",A,A. Log-ratio and ln(HOMA-IR)
ln_HOMA_IR,ln(HOMA-IR),ln_oxidative_MEHP_ratio,ln[(MEHHP+MEOHP+MECPP)/MEHP],2.1653416393569067,-0.039335967076751924,-0.12022873050037171,0.04155679634686786,1983,2.6789581922925687,1.5280543114722243,2.413214909998346,2.9515587004784334,3.801322051123622,0.008276016750337956,0.06384419511484421,0.008,0.064,TRUE,"P-overall = 0.008
P-nonlinear = 0.064",A,A. Log-ratio and ln(HOMA-IR)
ln_HOMA_IR,ln(HOMA-IR),ln_oxidative_MEHP_ratio,ln[(MEHHP+MEOHP+MECPP)/MEHP],2.1934114474864987,-0.03837362461244558,-0.11693095761656055,0.0401837083916694,1983,2.6789581922925687,1.5280543114722243,2.413214909998346,2.9515587004784334,3.801322051123622,0.008276016750337956,0.06384419511484421,0.008,0.064,TRUE,"P-overall = 0.008
P-nonlinear = 0.064",A,A. Log-ratio and ln(HOMA-IR)
ln_HOMA_IR,ln(HOMA-IR),ln_oxidative_MEHP_ratio,ln[(MEHHP+MEOHP+MECPP)/MEHP],2.2214812556160912,-0.03729791515669197,-0.11336371695969147,0.03876788664630753,1983,2.6789581922925687,1.5280543114722243,2.413214909998346,2.9515587004784334,3.801322051123622,0.008276016750337956,0.06384419511484421,0.008,0.064,TRUE,"P-overall = 0.008
P-nonlinear = 0.064",A,A. Log-ratio and ln(HOMA-IR)
ln_HOMA_IR,ln(HOMA-IR),ln_oxidative_MEHP_ratio,ln[(MEHHP+MEOHP+MECPP)/MEHP],2.2495510637456837,-0.03610405603034648,-0.10949536108408756,0.03728724902339459,1983,2.6789581922925687,1.5280543114722243,2.413214909998346,2.9515587004784334,3.801322051123622,0.008276016750337956,0.06384419511484421,0.008,0.064,TRUE,"P-overall = 0.008
P-nonlinear = 0.064",A,A. Log-ratio and ln(HOMA-IR)
ln_HOMA_IR,ln(HOMA-IR),ln_oxidative_MEHP_ratio,ln[(MEHHP+MEOHP+MECPP)/MEHP],2.2776208718752757,-0.03478726455426447,-0.10529459327649468,0.03572006416796574,1983,2.6789581922925687,1.5280543114722243,2.413214909998346,2.9515587004784334,3.801322051123622,0.008276016750337956,0.06384419511484421,0.008,0.064,TRUE,"P-overall = 0.008
P-nonlinear = 0.064",A,A. Log-ratio and ln(HOMA-IR)
ln_HOMA_IR,ln(HOMA-IR),ln_oxidative_MEHP_ratio,ln[(MEHHP+MEOHP+MECPP)/MEHP],2.305690680004868,-0.03334275804930128,-0.10073057187764545,0.03404505577904288,1983,2.6789581922925687,1.5280543114722243,2.413214909998346,2.9515587004784334,3.801322051123622,0.008276016750337956,0.06384419511484421,0.008,0.064,TRUE,"P-overall = 0.008
P-nonlinear = 0.064",A,A. Log-ratio and ln(HOMA-IR)
ln_HOMA_IR,ln(HOMA-IR),ln_oxidative_MEHP_ratio,ln[(MEHHP+MEOHP+MECPP)/MEHP],2.3337604881344607,-0.03176575383631226,-0.09577299015784245,0.03224148248521792,1983,2.6789581922925687,1.5280543114722243,2.413214909998346,2.9515587004784334,3.801322051123622,0.008276016750337956,0.06384419511484421,0.008,0.064,TRUE,"P-overall = 0.008
P-nonlinear = 0.064",A,A. Log-ratio and ln(HOMA-IR)
ln_HOMA_IR,ln(HOMA-IR),ln_oxidative_MEHP_ratio,ln[(MEHHP+MEOHP+MECPP)/MEHP],2.3618302962640527,-0.030051469236152827,-0.09039213706925374,0.03028919859694808,1983,2.6789581922925687,1.5280543114722243,2.413214909998346,2.9515587004784334,3.801322051123622,0.008276016750337956,0.06384419511484421,0.008,0.064,TRUE,"P-overall = 0.008
P-nonlinear = 0.064",A,A. Log-ratio and ln(HOMA-IR)
ln_HOMA_IR,ln(HOMA-IR),ln_oxidative_MEHP_ratio,ln[(MEHHP+MEOHP+MECPP)/MEHP],2.389900104393645,-0.028195121569678266,-0.08455894590812107,0.02816870276876455,1983,2.6789581922925687,1.5280543114722243,2.413214909998346,2.9515587004784334,3.801322051123622,0.008276016750337956,0.06384419511484421,0.008,0.064,TRUE,"P-overall = 0.008
P-nonlinear = 0.064",A,A. Log-ratio and ln(HOMA-IR)
ln_HOMA_IR,ln(HOMA-IR),ln_oxidative_MEHP_ratio,ln[(MEHHP+MEOHP+MECPP)/MEHP],2.4179699125232377,-0.02619193002386842,-0.07824508574267404,0.025861225694937196,1983,2.6789581922925687,1.5280543114722243,2.413214909998346,2.9515587004784334,3.801322051123622,0.008276016750337956,0.06384419511484421,0.008,0.064,TRUE,"P-overall = 0.008
P-nonlinear = 0.064",A,A. Log-ratio and ln(HOMA-IR)
ln_HOMA_IR,ln(HOMA-IR),ln_oxidative_MEHP_ratio,ln[(MEHHP+MEOHP+MECPP)/MEHP],2.4460397206528297,-0.024037720217531148,-0.0714376206483783,0.02336218021331601,1983,2.6789581922925687,1.5280543114722243,2.413214909998346,2.9515587004784334,3.801322051123622,0.008276016750337956,0.06384419511484421,0.008,0.064,TRUE,"P-overall = 0.008
P-nonlinear = 0.064",A,A. Log-ratio and ln(HOMA-IR)
ln_HOMA_IR,ln(HOMA-IR),ln_oxidative_MEHP_ratio,ln[(MEHHP+MEOHP+MECPP)/MEHP],2.474109528782422,-0.0217297928306001,-0.06416071869084278,0.020701133029642577,1983,2.6789581922925687,1.5280543114722243,2.413214909998346,2.9515587004784334,3.801322051123622,0.008276016750337956,0.06384419511484421,0.008,0.064,TRUE,"P-overall = 0.008
P-nonlinear = 0.064",A,A. Log-ratio and ln(HOMA-IR)
ln_HOMA_IR,ln(HOMA-IR),ln_oxidative_MEHP_ratio,ln[(MEHHP+MEOHP+MECPP)/MEHP],2.5021793369120147,-0.01926566852328447,-0.056445924037889984,0.017914586991321042,1983,2.6789581922925687,1.5280543114722243,2.413214909998346,2.9515587004784334,3.801322051123622,0.008276016750337956,0.06384419511484421,0.008,0.064,TRUE,"P-overall = 0.008
P-nonlinear = 0.064",A,A. Log-ratio and ln(HOMA-IR)
ln_HOMA_IR,ln(HOMA-IR),ln_oxidative_MEHP_ratio,ln[(MEHHP+MEOHP+MECPP)/MEHP],2.5302491450416067,-0.016642867955793433,-0.048326471701225476,0.015040735789638614,1983,2.6789581922925687,1.5280543114722243,2.413214909998346,2.9515587004784334,3.801322051123622,0.008276016750337956,0.06384419511484421,0.008,0.064,TRUE,"P-overall = 0.008
P-nonlinear = 0.064",A,A. Log-ratio and ln(HOMA-IR)
ln_HOMA_IR,ln(HOMA-IR),ln_oxidative_MEHP_ratio,ln[(MEHHP+MEOHP+MECPP)/MEHP],2.558318953171199,-0.013858911788336075,-0.03983691424166494,0.012119090664992786,1983,2.6789581922925687,1.5280543114722243,2.413214909998346,2.9515587004784334,3.801322051123622,0.008276016750337956,0.06384419511484421,0.008,0.064,TRUE,"P-overall = 0.008
P-nonlinear = 0.064",A,A. Log-ratio and ln(HOMA-IR)
