gene_symbol,logFC_MEHP_vs_DMSO,AveExpr,t,pvalue,padj,B
IGFBP6,-2.069535056182287,3.4832440324665193,-16.143398063513036,5.538348812796401e-5,0.014602254427589825,2.908570210617098
MTHFD2,1.7164533342999435,6.699493917384669,16.103198301886852,5.596691684939181e-5,0.014602254427589825,2.8988811074957184
MASP1,-2.9275090722298014,2.343527785920177,-16.04387337605714,5.684180786494023e-5,0.014602254427589825,2.884517832688976
MYOZ2,-1.6688966671030896,3.18318052278542,-15.950776674375948,5.824897026388658e-5,0.01470122256519776,2.861821685394599
ABCA4,-1.7040528291220927,2.4901741047719073,-15.819579410917889,6.0305630459861366e-5,0.014751901619592974,2.8295091162648323
KIF26A,-1.4939438715100757,6.9322837446048595,-15.807426080600017,6.050063920172288e-5,0.014751901619592974,2.826496280008705
THY1,-2.3706279458935158,5.646698265274508,-15.630855039181434,6.342340618477519e-5,0.015035879810148003,2.782344363947571
NOS3,-1.7869247861175592,4.313954974878729,-15.611419427569352,6.375564218121981e-5,0.015035879810148003,2.77744069589364
HPGD,-4.105993630626992,2.0594065384155074,-15.085115607412913,7.362565073851943e-5,0.015947649271339643,2.641255321163154
GSN,-1.6934335070910795,7.254135901252374,-15.071000805645197,7.39153382216246e-5,0.015947649271339643,2.637510701071907
COL17A1,1.5343659935885414,0.6050434843842406,15.040309105891577,7.455010237100544e-5,0.015947649271339643,2.6293512407541506
WNT7B,1.5297739577298861,-0.6672847071706026,15.021709182470232,7.493805173826429e-5,0.015947649271339643,2.6243950224665156
ATP6V0D2,1.9045804138957105,-0.5330580891143357,14.976804404210672,7.588494838033018e-5,0.015947649271339643,2.6123939456642287
NPR3,-3.2587627337497476,1.6179587999846858,-14.944059747959335,7.658472475611216e-5,0.015947649271339643,2.6036109123531794
KCNN2,-1.5527042393780712,1.2390635977407567,-14.917879936978883,7.714992704604571e-5,0.015947649271339643,2.59656936333829
HSPA2,-1.7245956794590296,2.2016871643747566,-14.83375569496458,7.900120194369875e-5,0.015947649271339643,2.5738252420708125
PPP1R14A,-1.9068542520070753,-0.6798515874126572,-14.810315063353771,7.952675981928321e-5,0.015947649271339643,2.5674556911340556
KL,-2.1579040025088254,1.389601203824249,-14.790502453432628,7.997433398297462e-5,0.015947649271339643,2.562061032303486
C10orf10,-4.545811301618648,3.1258416402870077,-14.782729018421284,8.015078532030139e-5,0.015947649271339643,2.5599417024587563
CD248,-1.4553048824265824,4.1410161532044825,-14.748894975869819,8.092439849908201e-5,0.015947649271339643,2.5506991938370067
STC2,2.942660545989973,5.978736315447515,14.542729362914093,8.584229848445656e-5,0.016602119684712903,2.4937384251115855
JDP2,1.5441086804763164,4.326675297501899,14.514118644479781,8.655352261597858e-5,0.016602119684712903,2.485745509679754
ESM1,-1.8371873841009523,8.787268839312281,-14.323028445019428,9.14944566955361e-5,0.01731893755292082,2.4318000273571325
PSAT1,2.1896228513234544,7.0783617229399125,14.187028143696255,9.522348675941779e-5,0.017357257614179403,2.392803105107941
ASNS,2.965235793158599,5.996846247296265,14.171420606453225,9.566330134163587e-5,0.017357257614179403,2.3882952018436914
ACSM3,-1.5256223413404033,4.716016723595161,-14.134594748151766,9.671098854544717e-5,0.017357257614179403,2.377632042200183
MYO18A,-1.379615421695777,6.370774170785077,-14.112550270312699,9.734490717643163e-5,0.017357257614179403,2.3712308555502464
TMEM156,1.31925378672232,2.1856256932746425,14.099258928995408,9.772958895791267e-5,0.017357257614179403,2.3673648099023676
HSPA12B,-1.625839306767577,0.11355925139283671,-13.967243928576758,1.0165382714058465e-4,0.01756985119443958,2.3286958142284924
RND1,-1.8903331524758853,2.2745389198860684,-13.940996060084345,1.0245702462826275e-4,0.01756985119443958,2.3209485803279932
GREB1L,2.17327763422687,2.0312435379756044,13.927968144084847,1.0285858453332388e-4,0.01756985119443958,2.317095997773901
DOCK10,1.6571142715048701,4.834814307815902,13.897289943558508,1.0381185538213292e-4,0.01756985119443958,2.3080047141751905
VEGFA,2.21408869060164,4.369496199651314,13.786163137928884,1.0735721092834832e-4,0.017958614376921152,2.274845792257512
NOS2,-1.6371119603510538,0.5581989817696542,-13.712334185703236,1.0979517737314062e-4,0.018155326686091964,2.252617346587913
GNG7,-1.5148221213347393,3.12662309141139,-13.655912840958496,1.1170434971145505e-4,0.018261122442602185,2.2355218813379416
ADGRE5,-1.3691278140172758,2.7897269511164366,-13.589169287058887,1.1401582814900448e-4,0.01831341703668753,2.215176840262137
DLL4,-1.4200042373840114,7.486392007543445,-13.570863363531808,1.1466005973385094e-4,0.01831341703668753,2.2095735065483257
AIF1L,-1.9524468437131874,2.2802857638073624,-13.537570257764418,1.158432469302492e-4,0.01831341703668753,2.199356899661053
NDUFA4L2,2.327488379980669,-1.0353893891537034,13.456190677861068,1.1879919346371037e-4,0.018531183119097665,2.174243158670979
C10orf54,-2.812564729208892,2.096595255326529,-13.41586401819011,1.2029834405535855e-4,0.018531183119097665,2.1617237292539286
MAFF,1.534315582499721,5.772008059988557,13.38854954103241,1.2132699567299748e-4,0.018531183119097665,2.1532156599347463
LCP1,1.623390804884197,3.5820553947139535,13.36105682085909,1.2237330712597513e-4,0.018531183119097665,2.144628910200627
INPP5D,-1.7724355129936635,3.3902026210391822,-13.298768781410377,1.2478521007809932e-4,0.018699583668578507,2.1250881953056915
MEDAG,-1.3676189710311824,0.22256431962484705,-13.130513211072023,1.315988418474746e-4,0.01874320633536777,2.071697466289434
GAS1,-1.2178794252983092,0.5212161921842585,-13.104511872993184,1.326922088395675e-4,0.01874320633536777,2.063366865384163
CAMK1G,1.9853039910522323,0.07699936435388925,13.104496483293504,1.326928592839933e-4,0.01874320633536777,2.06336192827154
KLRK1,-1.3017480394429195,1.0403274131813751,-13.08407429502011,1.3355946754633742e-4,0.01874320633536777,2.056803688789671
SLC7A1,1.470156114849665,6.869214274704159,13.082244456116879,1.3363745541194815e-4,0.01874320633536777,2.05621541542566
HID1,-1.338674556724784,5.213287999650319,-13.066597984788936,1.343066012022843e-4,0.01874320633536777,2.051180860960665
UNC5B,-2.315760787072752,7.257957435580242,-13.053382936667603,1.3487497568136277e-4,0.01874320633536777,2.0469225409448253
CCM2L,-1.3319162298923173,4.493894284351254,-13.038944876988948,1.3549933677730073e-4,0.01874320633536777,2.042263704497689
NLRP12,-1.9068459242943125,-0.8455930886584788,-12.988733126247407,1.3769855988136158e-4,0.01884431335262513,2.026009102576108
ABTB2,-1.8238299123723045,3.7612335813416578,-12.96283390874194,1.388500775322024e-4,0.01884431335262513,2.01759302769465
CAPN8,-2.2600072717904123,-0.4768454409194425,-12.868379267037218,1.4315130342443027e-4,0.01887763797574243,1.986713824318457
ULBP1,1.2449238769761868,3.8745422048977347,12.868293492202485,1.4315528327290126e-4,0.01887763797574243,1.9866856495147562
STC1,1.6591555180902522,5.8419754178353624,12.842634519697883,0.00014435196133230331,0.01887763797574243,1.9782464323307298
BST2,-2.4649971388195757,1.6510451041836343,-12.80291547485549,1.4622872888107373e-4,0.01887763797574243,1.96513984429418
EFNB2,-1.524460833780411,7.8715200887800245,-12.780204942592528,1.473153119268586e-4,0.01887763797574243,1.9576221808542176
TNFSF10,-4.914190406168413,-0.25964178828609824,-12.756262560302574,1.4847160345231723e-4,0.01887763797574243,1.9496780931023867
SKIDA1,-1.365328887345317,1.7343879401012208,-12.745630918573577,1.4898863279030935e-4,0.01887763797574243,1.946144356343396
SLC22A23,-1.3366405753925863,4.34884937701918,-12.685975235046675,1.5193117698131072e-4,0.01887763797574243,1.9262455203488287
NOTCH4,-1.253913918925329,7.023331441812923,-12.614891499230872,1.5553131046428404e-4,0.01887763797574243,1.902377380405019
E2F7,1.5952442382364227,5.363854904247977,12.611733669660165,1.55693662868156e-4,0.01887763797574243,1.9013130661145112
TMEM100,-3.268934169819292,1.597893775209637,-12.540193133270362,1.5942821473871095e-4,0.01887763797574243,1.8771093912483838
CROT,-1.394764732075658,2.7323257079786485,-12.535649683205298,1.5966909073636393e-4,0.01887763797574243,1.8755662944977374
AGFG2,-1.4718055632070342,5.299571583409849,-12.532549869402152,1.5983368756159513e-4,0.01887763797574243,1.874513092027021
TNFAIP8L3,2.177880884655104,2.9479820401640944,12.531111041975205,1.5991015865380047e-4,0.01887763797574243,1.8740241186049715
OSBPL6,1.170691188148175,2.6654257850046674,12.52176764679774,1.6040783925887824e-4,0.01887763797574243,1.8708471013950838
CLSTN3,-1.361821765436179,5.757379863447615,-12.470641483689725,1.6316507089770432e-4,0.01887763797574243,1.8534091290225874
FAM129A,2.8105818723002107,4.309875926222627,12.437658610130065,1.649747841962552e-4,0.01887763797574243,1.842111076828484
AP005901.1,2.338158979890824,-0.014267969453273724,12.432293257896704,1.6527150066608307e-4,0.01887763797574243,1.8402696123716673
BEND4,-1.2140759391836067,2.168058774986783,-12.406920288146155,1.6668360464812518e-4,0.01887763797574243,1.831547562054734
PIPOX,-2.1294499021998208,-0.24298070359492088,-12.397906525899227,1.6718882325431042e-4,0.01887763797574243,1.8284435978668956
PTCRA,-4.377372648541255,-1.771985296783153,-12.387060973526562,1.677992107434021e-4,0.01887763797574243,1.8247050456754064
WDR86,-2.002564127175244,2.4621829351402744,-12.384131957681642,1.679645252950807e-4,0.01887763797574243,1.823694677734153
NR2F2,1.2339744338817769,7.392077165666026,12.120260763949595,1.8371548918815576e-4,0.020218704439426343,1.7314133785566295
NRCAM,1.623004851180827,2.348656427969676,12.102820295700916,1.848192078975761e-4,0.020218704439426343,1.7252251727968204
GIMAP1,-1.1974872629520876,5.032390550403144,-12.098920764325722,1.850671032430361e-4,0.020218704439426343,1.7238400171265376
TXNRD1,1.2727099896559497,8.851868443927247,12.091836672339593,1.8551848922593336e-4,0.020218704439426343,1.7213222398111654
SBK3,-1.6277333034381196,-0.4387645320583242,-12.056787591478235,1.8777176799224932e-4,0.02031041093486089,1.7088381210319348
CLDN5,-1.8974200112146775,5.975350834073315,-12.01347713984699,1.906028192970071e-4,0.02037508527585064,1.6933485610563395
USHBP1,-1.1120834268064321,4.1405594552164535,-11.988366197259216,0.00019226826554928959,0.02037508527585064,1.6843359119049985
PER3,1.1357192798042146,0.6504273920692488,11.944412186746987,1.952267224559538e-4,0.02037508527585064,1.6685034494128956
HAPLN3,-1.4709809100398072,3.068090684579885,-11.929986188799655,1.9620988261911425e-4,0.02037508527585064,1.6632913117058354
FAM13C,-2.458492136676833,-0.28864076469976496,-11.902176585723819,1.9812239037807534e-4,0.02037508527585064,1.6532215008932027
IGFBP5,1.7517401856862709,4.918740841916144,11.896024357257051,1.9854857824102721e-4,0.02037508527585064,1.6509898390422926
ALDH1L2,2.9065936209332848,4.689017549371953,11.884630107577474,1.993408799821833e-4,0.02037508527585064,1.646852896106795
SLC7A2,1.5085491704737513,4.91169116194914,11.879481034483879,1.9970019629465732e-4,0.02037508527585064,1.6449817915597205
AXL,1.1125527195477796,7.096603256435502,11.729870702685712,2.1049678339588387e-4,0.02123385673244956,1.5901726105946281
PREX1,-1.20071775550245,8.12957467170953,-11.722203060491577,2.110692001070685e-4,0.02123385673244956,1.5873403523143352
PROSER2,-1.1099122427443606,3.753649270488265,-11.69160557235973,2.1337254183043396e-4,0.021282089621761258,1.5760155352426857
HS3ST3B1,1.0994138101543316,3.2383909610310986,11.661061198936261,2.1570276377221693e-4,0.021282089621761258,1.5646739204100832
NTM,1.4556833229358968,3.9349437366044913,11.657366725962783,2.1598672909614513e-4,0.021282089621761258,1.5632996262035608
HDAC9,-1.7654791827569138,3.430284340016363,-11.604566588544705,2.2009569465217675e-4,0.021539433083443638,1.5436000166890516
GIPC3,-1.7139639409359657,3.9939022316661053,-11.566732448570185,2.2309915319964436e-4,0.02154450861494715,1.5294164258112577
GNAO1,-1.4066323761190451,-0.7498749609398918,-11.566187722410321,2.231427626600254e-4,0.02154450861494715,1.52921179915122
FUT9,-2.2356863570097674,0.24195615165210982,-11.49681770030996,2.2878298177912555e-4,0.02175406850209092,1.5030561237911435
C11orf96,-1.1162693088940916,3.2943066871274653,-11.485705868378325,2.2970264372443685e-4,0.02175406850209092,1.4988485344304472
MAP3K7CL,-1.2748017870708983,1.375915262623839,-11.467406889683536,2.3122706281583817e-4,0.02175406850209092,1.4919086336192624
COL15A1,-3.7987318795580896,6.334487308821609,-11.462879759118975,2.3160611685949084e-4,0.02175406850209092,1.490189631690086
KLF4,2.8126598875656383,1.1037727773251451,11.430641999669238,2.3432755286281515e-4,0.02175406850209092,1.4779246220305442
C8orf4,-1.639251031917961,3.4223193376592413,-11.40383819995189,2.366202244917942e-4,0.02175406850209092,1.4676948764776068
SOX7,-1.2202213114345142,6.387691665082703,-11.389098943452536,2.378926941502981e-4,0.02175406850209092,1.462057127001465
FOXS1,-3.6682496490996437,-1.7600349053203204,-11.379508285192445,2.3872519032558723e-4,0.02175406850209092,1.4583839461354806
CTH,1.544970121782573,2.8720093455940985,11.360553409147485,2.403810777237048e-4,0.02175406850209092,1.451113237753031
AMIGO2,1.733859744740634,3.233563380810561,11.359939667798397,2.4043492922511166e-4,0.02175406850209092,1.4508775728122547
KSR2,1.2993334181874312,2.689332969743059,11.327894743773424,2.4326734744979967e-4,0.021814312148793567,1.438551431402372
CRACR2B,-1.0466249462673625,4.845279928284713,-11.318187021743778,2.4413348088111808e-4,0.021814312148793567,1.43480899150234
KCNC4,-1.037453040587877,5.055963042322105,-11.238239039154587,2.514125024489067e-4,0.0223260509890739,1.4038396092229846
CXorf36,-1.6802298585037811,6.3931056469649095,-11.206917818189899,2.5433672848595323e-4,0.02234513998486532,1.3916340853488123
RP1,-2.5856267171179956,0.3041015304504756,-11.202697069586236,2.547339745250878e-4,0.02234513998486532,1.389986162064428
OIT3,-3.903843845322921,-2.0087496983923203,-11.173829451255452,2.5747144622340166e-4,0.022448389244665794,1.3786951713871094
SLC6A15,2.3840106068831446,2.233686005082042,11.150212348748973,2.597379281396885e-4,0.022509577314563607,1.3694316630666652
MANSC1,-1.055477136808416,4.525996915679475,-11.03862044115565,2.707845651539139e-4,0.023283728327125372,1.3253401400123703
RUNX1,1.158606764549728,5.134536847650545,11.027586943059793,2.7190785200591287e-4,0.023283728327125372,1.3209516480425432
GRAMD3,-1.3446978863968737,2.4768708631055865,-11.004169065982266,2.743109743414272e-4,0.023289105638560664,1.3116199370039183
FAM78A,-1.1395072932012176,5.982724834149987,-10.995488430508766,2.7520839417178596e-4,0.023289105638560664,1.308154788608265
GARS,1.0266066843483108,8.06797570986761,10.884013076871748,2.870596638006007e-4,0.024149943411903168,1.263363809586897
NRARP,-1.18248875772736,5.40658160420448,-10.847807712186954,2.9104298953675097e-4,0.02430600467979561,1.248698888882597
PTPN13,1.6285070777759119,4.826584488550669,10.827111318853579,2.9335050366179847e-4,0.02430600467979561,1.2402897330659108
C1RL,-1.0007590918214553,2.959000626698506,-10.809419309843241,2.953408761106305e-4,0.02430600467979561,1.2330861685036414
SLC18A1,-2.4555519529931042,-0.27745490647528975,-10.787496969064879,2.978302178940279e-4,0.02430600467979561,1.2241407658385643
IGDCC3,-2.1401707275964332,4.169695276072741,-10.77430669693882,2.9934042400800513e-4,0.02430600467979561,1.2187481079889615
ARHGEF37,-1.5558064268213982,1.591291478691123,-10.748562884599574,3.023151066324136e-4,0.02430600467979561,1.2082005921805052
MGARP,-1.527038202613026,-0.1452653384911813,-10.732294835023243,3.0421358968379345e-4,0.02430600467979561,1.2015199982729605
GDPD5,-1.0184034595562057,6.381616258802459,-10.722590663021245,3.053530375026724e-4,0.02430600467979561,1.19752921442654
CYSLTR1,-1.6043332960886056,1.5265098014541227,-10.698895941727372,3.081573211851957e-4,0.02430600467979561,1.1877669725545985
RGCC,-1.1064779475322366,5.312012868915071,-10.69780795946249,3.0828684195015636e-4,0.02430600467979561,1.1873181112046147
TMC7,-1.4251432032805889,3.3069804727115635,-10.688161077642519,3.094381999021915e-4,0.02430600467979561,1.183335809249387
PCSK1,1.2868431654581405,6.149192883365972,10.672517219308101,3.1131654014611887e-4,0.02430600467979561,1.1768689050253744
RARG,-1.5092803694301724,4.3836983205303826,-10.67105916854093,3.1149231869102395e-4,0.02430600467979561,1.1762656032161694
TSPAN13,-1.06496234223616,6.1322452758454755,-10.66215416253633,3.125685295260801e-4,0.02430600467979561,1.1725788467788298
NID2,-1.5035901195032568,5.8847822004533885,-10.64618649285598,3.1450974866362093e-4,0.024325469055241133,1.165959001363353
LY6G5C,-1.0212625365844687,1.3558299189379743,-10.578015564576626,3.2296574520380636e-4,0.024429087879917415,1.1375650547239164
CORO6,-1.008939576612926,2.45869158666253,-10.576047885483396,3.232139346625852e-4,0.024429087879917415,1.1367423094237346
EFNA1,-0.9923743664719158,6.01135405953691,-10.570792079460942,3.2387801430669346e-4,0.024429087879917415,1.1345438204974556
SPX,2.7434993062578585,-0.04392751242151214,10.567967348539913,3.242356154962728e-4,0.024429087879917415,1.1333617142907233
RND3,1.0907590942602587,5.604579720236956,10.554645621051709,3.2592864636964424e-4,0.024429087879917415,1.1277817848529743
RGS3,-0.9937892649862777,7.145296530700828,-10.52357935613459,3.2991913751455234e-4,0.024429087879917415,1.1147373041988473
HOXB9,1.018606296813625,6.866151576837612,10.50049595799958,3.3292309828897976e-4,0.024429087879917415,1.105015577176884
APLNR,-2.267205668089557,6.048360261711196,-10.498372414648486,3.332011285531781e-4,0.024429087879917415,1.1041199789807372
ZCWPW2,-1.3437158796875748,0.4908977197233533,-10.496406410043532,0.00033345878671373834,0.024429087879917415,1.1032906336989772
NDRG2,-1.1654092997808536,1.9337996647746105,-10.48493986251039,3.34966436470787e-4,0.024429087879917415,1.0984499350111907
GNA14,-1.0523931804450806,3.545605430629119,-10.46470783591681,3.3764704870921917e-4,0.024429087879917415,1.0898937334349217
CDC42BPG,-1.268751162401116,1.2857692860395356,-10.447052373284663,3.400078206659478e-4,0.024429087879917415,1.08241139731245
GIMAP8,-1.2748078819740591,6.818052660071365,-10.446340960697501,3.401033698788678e-4,0.024429087879917415,1.082109593883974
NCKAP5,-3.2569826989395128,0.0016894793698617832,-10.442060068764155,3.406790289932526e-4,0.024429087879917415,1.0802930002850264
