n_fdc_food_rows,n_source_datasets,source_datasets,download_dir
101207,3,FoodData_Central_foundation_food_csv_2026-04-30|FoodData_Central_sr_legacy_food_csv_2018-04|FoodData_Central_survey_food_csv_2024-10-31,C:\Users\liu12\OneDrive\Desktop\ShiYiSiNan_CGMacros\data\external\FoodDataCentral_official
