chemical,casrn,dtxsid,role,dashboard_url,dashboard_status,assay_endpoint_api_test_url,assay_endpoint_api_status,assay_endpoint_api_preview,interpretation
DEHP,117-81-7,DTXSID5020607,parent compound,https://comptox.epa.gov/dashboard/chemical/details/DTXSID5020607,http_200,https://comptox.epa.gov/dashboard-api/hazard/assay-endpoints/search/by-dtxsid/DTXSID5020607,http_503,<html><body><h1>503 Service Unavailable</h1> No server is available to handle this request. </body></html> ,Dashboard DTXSID is reproducible; current API did not return directly parseable assay endpoint table in this run.
MEHP,4376-20-9,DTXSID2025680,primary monoester,https://comptox.epa.gov/dashboard/chemical/details/DTXSID2025680,http_200,https://comptox.epa.gov/dashboard-api/hazard/assay-endpoints/search/by-dtxsid/DTXSID2025680,http_503,<html><body><h1>503 Service Unavailable</h1> No server is available to handle this request. </body></html> ,Dashboard DTXSID is reproducible; current API did not return directly parseable assay endpoint table in this run.
MEOHP,40321-98-0,DTXSID00865994,oxidative metabolite,https://comptox.epa.gov/dashboard/chemical/details/DTXSID00865994,http_200,https://comptox.epa.gov/dashboard-api/hazard/assay-endpoints/search/by-dtxsid/DTXSID00865994,http_503,<html><body><h1>503 Service Unavailable</h1> No server is available to handle this request. </body></html> ,Dashboard DTXSID is reproducible; current API did not return directly parseable assay endpoint table in this run.
