gene_id,gene_name,log2FoldChange,pvalue,padj,gene_biotype,gene_description,tf_family
ENSG00000135063,FAM189A2,-2.33352020589043,2.37079182319361e-24,2.04601636081242e-22,protein_coding,family with sequence similarity 189 member A2 [Source:HGNC Symbol;Acc:HGNC:24820],-
ENSG00000118985,ELL2,1.29329071211616,2.58433988567936e-24,2.21953596558491e-22,protein_coding,elongation factor for RNA polymerase II 2 [Source:HGNC Symbol;Acc:HGNC:17064],-
ENSG00000019102,VSIG2,1.02618464723054,2.62671790707532e-24,2.24508610346082e-22,protein_coding,V-set and immunoglobulin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:17149],-
ENSG00000162878,PKDCC,-1.23069262184675,2.65427208270246e-24,2.25778225293227e-22,protein_coding,"protein kinase domain containing, cytoplasmic [Source:HGNC Symbol;Acc:HGNC:25123]",-
ENSG00000138109,CYP2C9,1.269892540327,3.60485015402672e-24,3.05176314468033e-22,protein_coding,cytochrome P450 family 2 subfamily C member 9 [Source:HGNC Symbol;Acc:HGNC:2623],-
ENSG00000107742,SPOCK2,-2.81624949435335,4.43231408165437e-24,3.73448719164225e-22,protein_coding,"SPARC (osteonectin), cwcv and kazal like domains proteoglycan 2 [Source:HGNC Symbol;Acc:HGNC:13564]",-
ENSG00000105963,ADAP1,-1.12665255215693,4.96552498832655e-24,4.16401430389007e-22,protein_coding,ArfGAP with dual PH domains 1 [Source:HGNC Symbol;Acc:HGNC:16486],-
ENSG00000134294,SLC38A2,0.903412767934181,5.00204362821534e-24,4.17494514659213e-22,protein_coding,solute carrier family 38 member 2 [Source:HGNC Symbol;Acc:HGNC:13448],-
ENSG00000253368,TRNP1,-0.979454470575607,5.26870455013127e-24,4.37696399496419e-22,protein_coding,TMF1-regulated nuclear protein 1 [Source:HGNC Symbol;Acc:HGNC:34348],-
ENSG00000153879,CEBPG,1.2648019669975,5.47253361336696e-24,4.52514895713664e-22,protein_coding,CCAAT enhancer binding protein gamma [Source:HGNC Symbol;Acc:HGNC:1837],C/EBP
ENSG00000125730,C3,1.03006722883376,7.41674056349106e-24,6.10438952489556e-22,protein_coding,complement C3 [Source:HGNC Symbol;Acc:HGNC:1318],-
ENSG00000170525,PFKFB3,3.2976454445454,1.04846908456823e-23,8.58971584583136e-22,protein_coding,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3 [Source:HGNC Symbol;Acc:HGNC:8874]",-
ENSG00000175538,KCNE3,-1.66673383874951,1.15823199166049e-23,9.44543502189918e-22,protein_coding,potassium voltage-gated channel subfamily E regulatory subunit 3 [Source:HGNC Symbol;Acc:HGNC:6243],-
ENSG00000183044,ABAT,-1.9194156775406,1.18039455745629e-23,9.54224721720132e-22,protein_coding,4-aminobutyrate aminotransferase [Source:HGNC Symbol;Acc:HGNC:23],-
ENSG00000026297,RNASET2,1.32056775419921,1.1808383326495e-23,9.54224721720132e-22,protein_coding,ribonuclease T2 [Source:HGNC Symbol;Acc:HGNC:21686],-
ENSG00000108561,C1QBP,-1.18177821314615,1.27756784237672e-23,1.02771950686757e-21,protein_coding,complement C1q binding protein [Source:HGNC Symbol;Acc:HGNC:1243],-
ENSG00000197442,MAP3K5,1.29710049832948,1.37370932464754e-23,1.10008127808937e-21,protein_coding,mitogen-activated protein kinase kinase kinase 5 [Source:HGNC Symbol;Acc:HGNC:6857],-
ENSG00000164051,CCDC51,-1.44459243582541,1.39118589285634e-23,1.10908084319282e-21,protein_coding,coiled-coil domain containing 51 [Source:HGNC Symbol;Acc:HGNC:25714],-
ENSG00000148468,FAM171A1,-1.01449366683137,1.57089647537036e-23,1.24675881871135e-21,protein_coding,family with sequence similarity 171 member A1 [Source:HGNC Symbol;Acc:HGNC:23522],-
ENSG00000142224,IL19,3.97913852990147,1.79170361424509e-23,1.41568474906885e-21,protein_coding,interleukin 19 [Source:HGNC Symbol;Acc:HGNC:5990],-
ENSG00000110092,CCND1,-2.87963161191463,1.83283568724314e-23,1.44177667468179e-21,protein_coding,cyclin D1 [Source:HGNC Symbol;Acc:HGNC:1582],-
ENSG00000140279,DUOX2,3.80733569586573,2.09499544022937e-23,1.6407413628369e-21,protein_coding,dual oxidase 2 [Source:HGNC Symbol;Acc:HGNC:13273],-
ENSG00000125775,SDCBP2,1.12114482326072,3.0950891324963697e-23,2.41335502620703e-21,protein_coding,syndecan binding protein 2 [Source:HGNC Symbol;Acc:HGNC:15756],-
ENSG00000144677,CTDSPL,-0.812676803273498,3.20993646453107e-23,2.49197600290102e-21,protein_coding,CTD small phosphatase like [Source:HGNC Symbol;Acc:HGNC:16890],-
ENSG00000151012,SLC7A11,1.73528534790628,3.23707687885244e-23,2.50211968487994e-21,protein_coding,solute carrier family 7 member 11 [Source:HGNC Symbol;Acc:HGNC:11059],-
ENSG00000226950,DANCR,-1.17178883781686,3.27027885331903e-23,2.51684058243748e-21,processed_transcript,differentiation antagonizing non-protein coding RNA [Source:HGNC Symbol;Acc:HGNC:28964],-
ENSG00000004399,PLXND1,1.15339961576095,3.40182312657151e-23,2.6067936010426e-21,protein_coding,plexin D1 [Source:HGNC Symbol;Acc:HGNC:9107],-
ENSG00000198478,SH3BGRL2,0.97050430207619,3.48686665961566e-23,2.66049422637971e-21,protein_coding,SH3 domain binding glutamate rich protein like 2 [Source:HGNC Symbol;Acc:HGNC:15567],-
ENSG00000167552,TUBA1A,-4.0483861867071,3.77894490400234e-23,2.87102916680998e-21,protein_coding,tubulin alpha 1a [Source:HGNC Symbol;Acc:HGNC:20766],-
ENSG00000106123,EPHB6,1.80099690871336,3.89704825057814e-23,2.94815845952248e-21,protein_coding,EPH receptor B6 [Source:HGNC Symbol;Acc:HGNC:3396],-
ENSG00000142949,PTPRF,1.09391296485556,4.64417805172048e-23,3.49848294082571e-21,protein_coding,"protein tyrosine phosphatase, receptor type F [Source:HGNC Symbol;Acc:HGNC:9670]",-
ENSG00000111669,TPI1,0.941912153639483,4.99158052191399e-23,3.74431723707117e-21,protein_coding,triosephosphate isomerase 1 [Source:HGNC Symbol;Acc:HGNC:12009],-
ENSG00000135378,PRRG4,1.22506697938718,5.3652077060651e-23,4.0076748990935e-21,protein_coding,proline rich and Gla domain 4 [Source:HGNC Symbol;Acc:HGNC:30799],-
ENSG00000092148,HECTD1,1.08343989251148,5.61317547769275e-23,4.17535705616827e-21,protein_coding,HECT domain E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:20157],-
ENSG00000120915,EPHX2,-2.6328423601796,6.53394615791909e-23,4.84002061647856e-21,protein_coding,epoxide hydrolase 2 [Source:HGNC Symbol;Acc:HGNC:3402],-
ENSG00000102317,RBM3,-0.828613117278873,6.6408101618561e-23,4.89876859159659e-21,protein_coding,RNA binding motif protein 3 [Source:HGNC Symbol;Acc:HGNC:9900],-
ENSG00000145632,PLK2,-0.981829471974925,6.89601193326667e-23,5.06600413841384e-21,protein_coding,polo like kinase 2 [Source:HGNC Symbol;Acc:HGNC:19699],-
ENSG00000139289,PHLDA1,-1.07357228039777,9.31181977526712e-23,6.81257333188061e-21,protein_coding,pleckstrin homology like domain family A member 1 [Source:HGNC Symbol;Acc:HGNC:8933],-
ENSG00000129521,EGLN3,3.1691048397609,1.01189458751439e-22,7.37273031837328e-21,protein_coding,egl-9 family hypoxia inducible factor 3 [Source:HGNC Symbol;Acc:HGNC:14661],-
ENSG00000122779,TRIM24,-1.01567552850996,1.05513284667339e-22,7.65638846863657e-21,protein_coding,tripartite motif containing 24 [Source:HGNC Symbol;Acc:HGNC:11812],-
ENSG00000196517,SLC6A9,1.64604225511053,1.61611258221345e-22,1.16793697099962e-20,protein_coding,solute carrier family 6 member 9 [Source:HGNC Symbol;Acc:HGNC:11056],-
ENSG00000094804,CDC6,-2.0279320345619,1.7950555529139e-22,1.29200395221471e-20,protein_coding,cell division cycle 6 [Source:HGNC Symbol;Acc:HGNC:1744],-
ENSG00000105357,MYH14,1.20488859595935,1.85519666381653e-22,1.32990670521493e-20,protein_coding,myosin heavy chain 14 [Source:HGNC Symbol;Acc:HGNC:23212],-
ENSG00000142541,RPL13A,-0.802688646813362,1.98092428710081e-22,1.41433220787463e-20,protein_coding,ribosomal protein L13a [Source:HGNC Symbol;Acc:HGNC:10304],-
ENSG00000124102,PI3,3.77616562169439,2.37947148456906e-22,1.69208976210675e-20,protein_coding,peptidase inhibitor 3 [Source:HGNC Symbol;Acc:HGNC:8947],-
ENSG00000134755,DSC2,1.29998313991966,2.58634292013327e-22,1.8318726866187e-20,protein_coding,desmocollin 2 [Source:HGNC Symbol;Acc:HGNC:3036],-
ENSG00000005022,SLC25A5,-0.732840140894449,3.02662927376055e-22,2.13521489003631e-20,protein_coding,solute carrier family 25 member 5 [Source:HGNC Symbol;Acc:HGNC:10991],-
ENSG00000077274,CAPN6,-3.13084591580524,3.06526283010513e-22,2.15392263215846e-20,protein_coding,calpain 6 [Source:HGNC Symbol;Acc:HGNC:1483],-
ENSG00000064115,TM7SF3,-0.828708054565941,3.28761065991066e-22,2.30106859495637e-20,protein_coding,transmembrane 7 superfamily member 3 [Source:HGNC Symbol;Acc:HGNC:23049],-
ENSG00000167755,KLK6,-3.61224507951793,3.72961519199159e-22,2.60019995620496e-20,protein_coding,kallikrein related peptidase 6 [Source:HGNC Symbol;Acc:HGNC:6367],-
ENSG00000101236,RNF24,1.2425164278844,4.1749968130386e-22,2.8993395836797e-20,protein_coding,ring finger protein 24 [Source:HGNC Symbol;Acc:HGNC:13779],-
ENSG00000116016,EPAS1,1.23008252677968,4.29408488293082e-22,2.97043739489277e-20,protein_coding,endothelial PAS domain protein 1 [Source:HGNC Symbol;Acc:HGNC:3374],Others
ENSG00000204385,SLC44A4,0.835176968961073,4.48987466516575e-22,3.09383689136886e-20,protein_coding,solute carrier family 44 member 4 [Source:HGNC Symbol;Acc:HGNC:13941],-
ENSG00000277639,AC007906.2,-1.67344838054022,4.56347678168436e-22,3.13241274999168e-20,protein_coding,p53-regulated lncRNA 1 [Source:NCBI gene;Acc:105371267],-
ENSG00000166821,PEX11A,1.29439935525107,4.72619788038119e-22,3.23162868913141e-20,protein_coding,peroxisomal biogenesis factor 11 alpha [Source:HGNC Symbol;Acc:HGNC:8852],-
ENSG00000167693,NXN,-1.06548789093074,4.81786433087107e-22,3.28168552008528e-20,protein_coding,nucleoredoxin [Source:HGNC Symbol;Acc:HGNC:18008],-
ENSG00000168502,MTCL1,-1.00504621211132,4.92708402846002e-22,3.34327098694512e-20,protein_coding,microtubule crosslinking factor 1 [Source:HGNC Symbol;Acc:HGNC:29121],-
ENSG00000198755,RPL10A,-0.794786167332855,5.41766116629531e-22,3.66217415263871e-20,protein_coding,ribosomal protein L10a [Source:HGNC Symbol;Acc:HGNC:10299],-
ENSG00000110090,CPT1A,0.906307193683729,5.45984392698007e-22,3.67670853537317e-20,protein_coding,carnitine palmitoyltransferase 1A [Source:HGNC Symbol;Acc:HGNC:2328],-
ENSG00000110080,ST3GAL4,1.43780514514029,5.80225597477282e-22,3.89254742337778e-20,protein_coding,"ST3 beta-galactoside alpha-2,3-sialyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:10864]",-
ENSG00000137673,MMP7,-0.873238349047511,6.26738499373113e-22,4.18878084280271e-20,protein_coding,matrix metallopeptidase 7 [Source:HGNC Symbol;Acc:HGNC:7174],-
ENSG00000100219,XBP1,0.90531070410201,6.61055394038245e-22,4.40158906187712e-20,protein_coding,X-box binding protein 1 [Source:HGNC Symbol;Acc:HGNC:12801],TF_bZIP
ENSG00000116667,C1orf21,1.78485701222663,7.21658441137506e-22,4.78718050990395e-20,protein_coding,chromosome 1 open reading frame 21 [Source:HGNC Symbol;Acc:HGNC:15494],-
ENSG00000163406,SLC15A2,1.56630246022998,7.4034483264283e-22,4.89288120249971e-20,protein_coding,solute carrier family 15 member 2 [Source:HGNC Symbol;Acc:HGNC:10921],-
ENSG00000112299,VNN1,0.916453372926673,9.50407866987948e-22,6.25790779974509e-20,protein_coding,vanin 1 [Source:HGNC Symbol;Acc:HGNC:12705],-
ENSG00000172794,RAB37,1.2872233329508,9.9768726134305e-22,6.54497569452278e-20,protein_coding,"RAB37, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:30268]",-
ENSG00000197102,DYNC1H1,0.755420267343009,1.28416616357877e-21,8.39334781474389e-20,protein_coding,dynein cytoplasmic 1 heavy chain 1 [Source:HGNC Symbol;Acc:HGNC:2961],-
ENSG00000168237,GLYCTK,-1.45278297147802,1.4245440619486e-21,9.27675616605207e-20,protein_coding,glycerate kinase [Source:HGNC Symbol;Acc:HGNC:24247],-
ENSG00000113758,DBN1,-1.23322987627409,1.4551821165708e-21,9.44168893007141e-20,protein_coding,drebrin 1 [Source:HGNC Symbol;Acc:HGNC:2695],-
ENSG00000229644,NAMPTP1,1.88755015476984,1.74596687508833e-21,1.12871996746619e-19,processed_pseudogene,nicotinamide phosphoribosyltransferase pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:17633],-
ENSG00000122406,RPL5,-0.701897079844763,1.83348572964117e-21,1.18100396020147e-19,protein_coding,ribosomal protein L5 [Source:HGNC Symbol;Acc:HGNC:10360],-
ENSG00000171302,CANT1,-0.831010167561032,2.10974563807247e-21,1.35404541348926e-19,protein_coding,calcium activated nucleotidase 1 [Source:HGNC Symbol;Acc:HGNC:19721],-
ENSG00000175061,LRRC75A-AS1,-0.854395808020298,2.41947613186919e-21,1.5472462831788e-19,processed_transcript,LRRC75A antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:28619],-
ENSG00000171552,BCL2L1,-1.00958301692111,2.52795405908704e-21,1.60773238973455e-19,protein_coding,BCL2 like 1 [Source:HGNC Symbol;Acc:HGNC:992],-
ENSG00000128050,PAICS,-1.1063059663986,2.53214686199614e-21,1.60773238973455e-19,protein_coding,phosphoribosylaminoimidazole carboxylase and phosphoribosylaminoimidazolesuccinocarboxamide synthase [Source:HGNC Symbol;Acc:HGNC:8587],-
ENSG00000261040,WFDC21P,1.95813211345923,2.89269453905955e-21,1.83011827456942e-19,transcribed_unitary_pseudogene,"WAP four-disulfide core domain 21, pseudogene [Source:HGNC Symbol;Acc:HGNC:50357]",-
ENSG00000179862,CITED4,-1.27642850464562,2.94199608558485e-21,1.85470944714637e-19,protein_coding,Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 4 [Source:HGNC Symbol;Acc:HGNC:18696],-
ENSG00000108602,ALDH3A1,-2.38801029564932,3.03273859807102e-21,1.90515995747373e-19,protein_coding,aldehyde dehydrogenase 3 family member A1 [Source:HGNC Symbol;Acc:HGNC:405],-
ENSG00000137825,ITPKA,1.57780907425004,3.80399493717541e-21,2.38124725327833e-19,protein_coding,inositol-trisphosphate 3-kinase A [Source:HGNC Symbol;Acc:HGNC:6178],-
ENSG00000137145,DENND4C,1.18752955729687,4.65995046545811e-21,2.90682804824261e-19,protein_coding,DENN domain containing 4C [Source:HGNC Symbol;Acc:HGNC:26079],-
ENSG00000105640,RPL18A,-0.85029306333999,4.88403689623647e-21,3.03595831962559e-19,protein_coding,ribosomal protein L18a [Source:HGNC Symbol;Acc:HGNC:10311],-
ENSG00000111319,SCNN1A,0.735392912498149,5.36344550973757e-21,3.32234614188553e-19,protein_coding,sodium channel epithelial 1 alpha subunit [Source:HGNC Symbol;Acc:HGNC:10599],-
ENSG00000073536,NLE1,-1.66758309395328,5.59339637238979e-21,3.45275696903978e-19,protein_coding,notchless homolog 1 [Source:HGNC Symbol;Acc:HGNC:19889],-
ENSG00000185507,IRF7,1.21472883445585,5.71501227700229e-21,3.51562243116078e-19,protein_coding,interferon regulatory factor 7 [Source:HGNC Symbol;Acc:HGNC:6122],IRF
ENSG00000008323,PLEKHG6,1.49861431436602,6.32464968041982e-21,3.87722834546564e-19,protein_coding,pleckstrin homology and RhoGEF domain containing G6 [Source:HGNC Symbol;Acc:HGNC:25562],-
ENSG00000021300,PLEKHB1,-1.4841865523246,7.42360558213693e-21,4.53528728657149e-19,protein_coding,pleckstrin homology domain containing B1 [Source:HGNC Symbol;Acc:HGNC:19079],-
ENSG00000142937,RPS8,-0.7476321056253,7.5621423522352e-21,4.60410160061772e-19,protein_coding,ribosomal protein S8 [Source:HGNC Symbol;Acc:HGNC:10441],-
ENSG00000204991,SPIRE2,1.34024113561826,8.07783927498924e-21,4.90129101128869e-19,protein_coding,spire type actin nucleation factor 2 [Source:HGNC Symbol;Acc:HGNC:30623],-
ENSG00000198363,ASPH,0.961188852360537,8.5951882786228e-21,5.1974577284815e-19,protein_coding,aspartate beta-hydroxylase [Source:HGNC Symbol;Acc:HGNC:757],-
ENSG00000149273,RPS3,-0.697163557207917,9.00067443443367e-21,5.40684368146528e-19,protein_coding,ribosomal protein S3 [Source:HGNC Symbol;Acc:HGNC:10420],-
ENSG00000109205,ODAM,-1.8112539654454,9.00228220111217e-21,5.40684368146528e-19,protein_coding,"odontogenic, ameloblast associated [Source:HGNC Symbol;Acc:HGNC:26043]",-
ENSG00000106789,CORO2A,1.12677191480312,1.0559037396779e-20,6.32049046599116e-19,protein_coding,coronin 2A [Source:HGNC Symbol;Acc:HGNC:2255],-
ENSG00000101443,WFDC2,2.02104731609514,1.07087637143631e-20,6.38860407093785e-19,protein_coding,WAP four-disulfide core domain 2 [Source:HGNC Symbol;Acc:HGNC:15939],-
ENSG00000083845,RPS5,-0.892484194995277,1.08364920156751e-20,6.44318244330009e-19,protein_coding,ribosomal protein S5 [Source:HGNC Symbol;Acc:HGNC:10426],-
ENSG00000277196,AC007325.2,-1.77958737101394,1.08868701497016e-20,6.45155925071317e-19,protein_coding,"proline dehydrogenase 1, mitochondrial [Source:NCBI gene;Acc:102724788]",-
