outcome,exposure,exposure_z_grid,marginal_predicted_outcome
msi_no_bmi,pct_oxidative_10,-1.7764412797544995,-0.12337493918393577
msi_no_bmi,pct_oxidative_10,-1.6268244566762688,-0.11485876743551499
msi_no_bmi,pct_oxidative_10,-1.477207633598038,-0.10638949186618635
msi_no_bmi,pct_oxidative_10,-1.327590810519807,-0.09799056056549592
msi_no_bmi,pct_oxidative_10,-1.1779739874415762,-0.08968542162298976
msi_no_bmi,pct_oxidative_10,-1.0283571643633453,-0.081497523128214
msi_no_bmi,pct_oxidative_10,-0.8787403412851147,-0.07345031317071464
msi_no_bmi,pct_oxidative_10,-0.7291235182068838,-0.06556723984003776
msi_no_bmi,pct_oxidative_10,-0.5795066951286529,-0.05787175122572946
msi_no_bmi,pct_oxidative_10,-0.42988987205042206,-0.05038729541733582
msi_no_bmi,pct_oxidative_10,-0.2802730489721914,-0.04313732050440289
msi_no_bmi,pct_oxidative_10,-0.13065622589396053,-0.03614527457647669
msi_no_bmi,pct_oxidative_10,0.018960597184270345,-0.02925633066875271
msi_no_bmi,pct_oxidative_10,0.168577420262501,-0.02088620817411246
msi_no_bmi,pct_oxidative_10,0.3181942433407319,-0.008763379569556409
msi_no_bmi,pct_oxidative_10,0.46781106641896275,0.009388057137428804
msi_no_bmi,pct_oxidative_10,0.6174278894971936,0.03565735294478362
msi_no_bmi,pct_oxidative_10,0.7670447125754245,0.06949987128419256
msi_no_bmi,pct_oxidative_10,0.9166615356536554,0.1084217493749426
msi_no_bmi,pct_oxidative_10,1.0662783587318858,0.14988330734136324
msi_no_bmi,ln_oxidative_to_MEHP,-1.6558640341030644,-0.13849648075239693
msi_no_bmi,ln_oxidative_to_MEHP,-1.4914004447216305,-0.12480492105496414
msi_no_bmi,ln_oxidative_to_MEHP,-1.3269368553401966,-0.11113946164290046
msi_no_bmi,ln_oxidative_to_MEHP,-1.1624732659587627,-0.09752620280157497
msi_no_bmi,ln_oxidative_to_MEHP,-0.9980096765773288,-0.08399124481635652
msi_no_bmi,ln_oxidative_to_MEHP,-0.8335460871958948,-0.07056068797261442
msi_no_bmi,ln_oxidative_to_MEHP,-0.6690824978144609,-0.05726063255571753
msi_no_bmi,ln_oxidative_to_MEHP,-0.504618908433027,-0.04411717885103508
msi_no_bmi,ln_oxidative_to_MEHP,-0.34015531905159313,-0.031155739926933577
msi_no_bmi,ln_oxidative_to_MEHP,-0.17569172967015922,-0.018336331429487793
msi_no_bmi,ln_oxidative_to_MEHP,-0.011228140288725319,-0.005500537214357977
msi_no_bmi,ln_oxidative_to_MEHP,0.1532354490927086,0.007522540348894351
msi_no_bmi,ln_oxidative_to_MEHP,0.3176990384741425,0.02090379889070795
msi_no_bmi,ln_oxidative_to_MEHP,0.4821626278555764,0.034806555607950124
