ChemicalName,ChemicalID,CasRN,GeneSymbol,GeneID,GeneForms,Organism,OrganismID,Interaction,InteractionActions,PubMedIDs
Diethylhexyl Phthalate,D004051,117-81-7,A2M,2,mRNA,Homo sapiens,9606,Diethylhexyl Phthalate results in decreased expression of A2M mRNA,decreases^expression,31163220
Diethylhexyl Phthalate,D004051,117-81-7,AASS,10157,mRNA,Homo sapiens,9606,Diethylhexyl Phthalate results in decreased expression of AASS mRNA,decreases^expression,31163220
Diethylhexyl Phthalate,D004051,117-81-7,AASS,10157,protein,Homo sapiens,9606,Diethylhexyl Phthalate results in increased expression of AASS protein,increases^expression,31163220
Diethylhexyl Phthalate,D004051,117-81-7,AATK,9625,mRNA,Homo sapiens,9606,Diethylhexyl Phthalate results in decreased expression of AATK mRNA,decreases^expression,31163220
Diethylhexyl Phthalate,D004051,117-81-7,ABCA1,19,mRNA,Homo sapiens,9606,Colforsin promotes the reaction [Diethylhexyl Phthalate results in decreased expression of ABCA1 mRNA],decreases^expression|increases^reaction,37536456
Diethylhexyl Phthalate,D004051,117-81-7,ABCA1,19,mRNA,Homo sapiens,9606,Diethylhexyl Phthalate results in decreased expression of ABCA1 mRNA,decreases^expression,36774801|37536456
Diethylhexyl Phthalate,D004051,117-81-7,ABCA1,19,protein,Homo sapiens,9606,Diethylhexyl Phthalate results in decreased expression of ABCA1 protein,decreases^expression,37536456
Diethylhexyl Phthalate,D004051,117-81-7,ABCB1,5243,mRNA,Homo sapiens,9606,Diethylhexyl Phthalate promotes the reaction [NR1I2 protein results in increased expression of ABCB1 mRNA],increases^expression|increases^reaction,17003290
Diethylhexyl Phthalate,D004051,117-81-7,ABCB1,5243,mRNA,Homo sapiens,9606,Diethylhexyl Phthalate results in increased expression of ABCB1 mRNA,increases^expression,17003290
Diethylhexyl Phthalate,D004051,117-81-7,ABCB11,8647,mRNA,Homo sapiens,9606,Diethylhexyl Phthalate results in decreased expression of ABCB11 mRNA,decreases^expression,31163220
Diethylhexyl Phthalate,D004051,117-81-7,ABCC2,1244,mRNA,Homo sapiens,9606,[dimethyl phthalate co-treated with diethyl phthalate co-treated with Dibutyl Phthalate co-treated with butylbenzyl phthalate co-treated with Diethylhexyl Phthalate] results in increased expression of ABCC2 mRNA,affects^cotreatment|increases^expression,35739735
Diethylhexyl Phthalate,D004051,117-81-7,ABCC3,8714,mRNA,Homo sapiens,9606,[dimethyl phthalate co-treated with diethyl phthalate co-treated with Dibutyl Phthalate co-treated with butylbenzyl phthalate co-treated with Diethylhexyl Phthalate] results in increased expression of ABCC3 mRNA,affects^cotreatment|increases^expression,35739735
Diethylhexyl Phthalate,D004051,117-81-7,ABCC4,10257,mRNA,Homo sapiens,9606,[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate co-treated with CGA protein] results in decreased expression of ABCC4 mRNA,affects^cotreatment|decreases^expression,40456493
Diethylhexyl Phthalate,D004051,117-81-7,ABCC4,10257,mRNA,Homo sapiens,9606,[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] inhibits the reaction [CGA protein results in increased expression of ABCC4 mRNA],affects^cotreatment|decreases^reaction|increases^expression,40456493
Diethylhexyl Phthalate,D004051,117-81-7,ABCC4,10257,mRNA,Homo sapiens,9606,[dimethyl phthalate co-treated with diethyl phthalate co-treated with Dibutyl Phthalate co-treated with butylbenzyl phthalate co-treated with Diethylhexyl Phthalate] results in increased expression of ABCC4 mRNA,affects^cotreatment|increases^expression,35739735
Diethylhexyl Phthalate,D004051,117-81-7,ABCC6,368,mRNA,Homo sapiens,9606,Diethylhexyl Phthalate results in decreased expression of ABCC6 mRNA,decreases^expression,31163220
Diethylhexyl Phthalate,D004051,117-81-7,ABCC8,6833,mRNA,Homo sapiens,9606,Diethylhexyl Phthalate results in decreased expression of ABCC8 mRNA,decreases^expression,31163220
Diethylhexyl Phthalate,D004051,117-81-7,ABCG2,9429,mRNA,Homo sapiens,9606,[dimethyl phthalate co-treated with diethyl phthalate co-treated with Dibutyl Phthalate co-treated with butylbenzyl phthalate co-treated with Diethylhexyl Phthalate] results in increased expression of ABCG2 mRNA,affects^cotreatment|increases^expression,35739735
Diethylhexyl Phthalate,D004051,117-81-7,ABI2,10152,mRNA,Homo sapiens,9606,Diethylhexyl Phthalate results in decreased expression of ABI2 mRNA,decreases^expression,31163220
Diethylhexyl Phthalate,D004051,117-81-7,ABLIM3,22885,mRNA,Homo sapiens,9606,Diethylhexyl Phthalate results in increased expression of ABLIM3 mRNA,increases^expression,31163220
Diethylhexyl Phthalate,D004051,117-81-7,ABTB2,25841,gene,Homo sapiens,9606,[Diethylhexyl Phthalate results in increased abundance of mono-(2-ethylhexyl)phthalate] which results in increased methylation of ABTB2 gene,increases^abundance|increases^methylation,33872906
Diethylhexyl Phthalate,D004051,117-81-7,ABTB2,25841,mRNA,Homo sapiens,9606,Diethylhexyl Phthalate results in increased expression of ABTB2 mRNA,increases^expression,31163220
Diethylhexyl Phthalate,D004051,117-81-7,ABTB3,121551,mRNA,Homo sapiens,9606,Diethylhexyl Phthalate results in decreased expression of ABTB3 mRNA,decreases^expression,31163220
Diethylhexyl Phthalate,D004051,117-81-7,ACAA1,30,protein,Homo sapiens,9606,Diethylhexyl Phthalate results in decreased expression of ACAA1 protein,decreases^expression,31163220
Diethylhexyl Phthalate,D004051,117-81-7,ACAA1,30,gene,Homo sapiens,9606,[Diethylhexyl Phthalate results in increased abundance of mono-(2-ethylhexyl)phthalate] which results in increased methylation of ACAA1 gene,increases^abundance|increases^methylation,33872906
Diethylhexyl Phthalate,D004051,117-81-7,ACAA1,30,mRNA,Homo sapiens,9606,Diethylhexyl Phthalate results in increased expression of ACAA1 mRNA,increases^expression,31163220
Diethylhexyl Phthalate,D004051,117-81-7,ACAA1A,113868,protein,Homo sapiens,9606,[PPARA protein affects the susceptibility to Diethylhexyl Phthalate] which results in increased expression of ACAA1A protein,affects^response to substance|increases^expression,22792086
Diethylhexyl Phthalate,D004051,117-81-7,ACACB,32,mRNA,Homo sapiens,9606,Diethylhexyl Phthalate results in decreased expression of ACACB mRNA,decreases^expression,31163220
Diethylhexyl Phthalate,D004051,117-81-7,ACAD9,28976,gene,Homo sapiens,9606,[Diethylhexyl Phthalate results in increased abundance of mono-(2-ethylhexyl)phthalate] which results in increased methylation of ACAD9 gene,increases^abundance|increases^methylation,33872906
Diethylhexyl Phthalate,D004051,117-81-7,ACADM,34,mRNA,Homo sapiens,9606,Diethylhexyl Phthalate results in increased expression of ACADM mRNA,increases^expression,21354252
Diethylhexyl Phthalate,D004051,117-81-7,ACADM,34,protein,Homo sapiens,9606,[PPARA protein affects the susceptibility to Diethylhexyl Phthalate] which results in increased expression of ACADM protein,affects^response to substance|increases^expression,22792086
Diethylhexyl Phthalate,D004051,117-81-7,ACADVL,37,mRNA,Homo sapiens,9606,Diethylhexyl Phthalate results in increased expression of ACADVL mRNA,increases^expression,21354252
Diethylhexyl Phthalate,D004051,117-81-7,ACADVL,37,protein,Homo sapiens,9606,[PPARA protein affects the susceptibility to Diethylhexyl Phthalate] which results in increased expression of ACADVL protein,affects^response to substance|increases^expression,22792086
Diethylhexyl Phthalate,D004051,117-81-7,ACBD7,414149,protein,Homo sapiens,9606,Diethylhexyl Phthalate results in increased expression of ACBD7 protein,increases^expression,31163220
Diethylhexyl Phthalate,D004051,117-81-7,ACCS,84680,mRNA,Homo sapiens,9606,Diethylhexyl Phthalate results in decreased expression of ACCS mRNA,decreases^expression,31163220
Diethylhexyl Phthalate,D004051,117-81-7,ACKR1,2532,mRNA,Homo sapiens,9606,Diethylhexyl Phthalate results in decreased expression of ACKR1 mRNA,decreases^expression,31163220
Diethylhexyl Phthalate,D004051,117-81-7,ACKR2,1238,mRNA,Homo sapiens,9606,Diethylhexyl Phthalate results in increased expression of ACKR2 mRNA,increases^expression,31163220
Diethylhexyl Phthalate,D004051,117-81-7,ACSL1,2180,protein,Homo sapiens,9606,Diethylhexyl Phthalate results in decreased expression of ACSL1 protein,decreases^expression,31163220
Diethylhexyl Phthalate,D004051,117-81-7,ACSL1,2180,mRNA,Homo sapiens,9606,Diethylhexyl Phthalate results in increased expression of ACSL1 mRNA,increases^expression,31163220
Diethylhexyl Phthalate,D004051,117-81-7,ACSS2,55902,protein,Homo sapiens,9606,Diethylhexyl Phthalate results in decreased expression of ACSS2 protein,decreases^expression,31163220
Diethylhexyl Phthalate,D004051,117-81-7,ACTA1,58,mRNA,Homo sapiens,9606,Diethylhexyl Phthalate results in increased expression of ACTA1 mRNA,increases^expression,31163220
Diethylhexyl Phthalate,D004051,117-81-7,ACTA2,59,mRNA,Homo sapiens,9606,Diethylhexyl Phthalate results in increased expression of ACTA2 mRNA,increases^expression,31163220
Diethylhexyl Phthalate,D004051,117-81-7,ACTBL2,345651,mRNA,Homo sapiens,9606,Diethylhexyl Phthalate results in increased expression of ACTBL2 mRNA,increases^expression,31163220
Diethylhexyl Phthalate,D004051,117-81-7,ACTG2,72,mRNA,Homo sapiens,9606,Diethylhexyl Phthalate results in increased expression of ACTG2 mRNA,increases^expression,31163220
Diethylhexyl Phthalate,D004051,117-81-7,ACTN1,87,mRNA,Homo sapiens,9606,Diethylhexyl Phthalate results in increased expression of ACTN1 mRNA,increases^expression,31163220
Diethylhexyl Phthalate,D004051,117-81-7,ACTR1B,10120,protein,Homo sapiens,9606,Diethylhexyl Phthalate results in decreased expression of ACTR1B protein,decreases^expression,31163220
Diethylhexyl Phthalate,D004051,117-81-7,ACTR3,10096,mRNA,Homo sapiens,9606,Diethylhexyl Phthalate results in increased expression of ACTR3 mRNA,increases^expression,31163220
Diethylhexyl Phthalate,D004051,117-81-7,ADAM11,4185,mRNA,Homo sapiens,9606,Diethylhexyl Phthalate results in decreased expression of ADAM11 mRNA,decreases^expression,31163220
Diethylhexyl Phthalate,D004051,117-81-7,ADAM19,8728,mRNA,Homo sapiens,9606,Diethylhexyl Phthalate results in increased expression of ADAM19 mRNA,increases^expression,31163220
Diethylhexyl Phthalate,D004051,117-81-7,ADAM22,53616,mRNA,Homo sapiens,9606,Diethylhexyl Phthalate results in decreased expression of ADAM22 mRNA,decreases^expression,31163220
Diethylhexyl Phthalate,D004051,117-81-7,ADAM23,8745,mRNA,Homo sapiens,9606,Diethylhexyl Phthalate results in decreased expression of ADAM23 mRNA,decreases^expression,31163220
Diethylhexyl Phthalate,D004051,117-81-7,ADAMTS1,9510,mRNA,Homo sapiens,9606,Diethylhexyl Phthalate results in increased expression of ADAMTS1 mRNA,increases^expression,31163220
Diethylhexyl Phthalate,D004051,117-81-7,ADAMTS1,9510,mRNA,Homo sapiens,9606,[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] affects the reaction [CGA protein affects the expression of ADAMTS1 mRNA],affects^cotreatment|affects^expression|affects^reaction,37552060
Diethylhexyl Phthalate,D004051,117-81-7,ADAMTS4,9507,mRNA,Homo sapiens,9606,Diethylhexyl Phthalate results in decreased expression of ADAMTS4 mRNA,decreases^expression,31163220
Diethylhexyl Phthalate,D004051,117-81-7,ADAMTS9,56999,gene,Homo sapiens,9606,[Diethylhexyl Phthalate results in increased abundance of mono-(2-ethylhexyl)phthalate] which results in increased methylation of ADAMTS9 gene,increases^abundance|increases^methylation,33872906
Diethylhexyl Phthalate,D004051,117-81-7,ADCYAP1R1,117,mRNA,Homo sapiens,9606,Diethylhexyl Phthalate results in decreased expression of ADCYAP1R1 mRNA,decreases^expression,31163220
Diethylhexyl Phthalate,D004051,117-81-7,ADGRD1,283383,mRNA,Homo sapiens,9606,Diethylhexyl Phthalate results in decreased expression of ADGRD1 mRNA,decreases^expression,31163220
Diethylhexyl Phthalate,D004051,117-81-7,ADGRG1,9289,mRNA,Homo sapiens,9606,Diethylhexyl Phthalate results in increased expression of ADGRG1 mRNA,increases^expression,31163220
Diethylhexyl Phthalate,D004051,117-81-7,ADGRG6,57211,mRNA,Homo sapiens,9606,Diethylhexyl Phthalate results in increased expression of ADGRG6 mRNA,increases^expression,31163220
Diethylhexyl Phthalate,D004051,117-81-7,ADGRL1,22859,5' UTR,Homo sapiens,9606,[Diethylhexyl Phthalate results in increased abundance of mono-(2-ethylhexyl)phthalate] which results in decreased methylation of ADGRL1 5' UTR,decreases^methylation|increases^abundance,33872906
Diethylhexyl Phthalate,D004051,117-81-7,ADGRL4,64123,mRNA,Homo sapiens,9606,Diethylhexyl Phthalate results in increased expression of ADGRL4 mRNA,increases^expression,31163220
Diethylhexyl Phthalate,D004051,117-81-7,ADI1,55256,gene,Homo sapiens,9606,[Diethylhexyl Phthalate results in increased abundance of mono-(2-ethylhexyl)phthalate] which results in increased methylation of ADI1 gene,increases^abundance|increases^methylation,33872906
Diethylhexyl Phthalate,D004051,117-81-7,ADIPOQ,9370,mRNA,Homo sapiens,9606,Diethylhexyl Phthalate promotes the reaction [[Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with INS protein] results in increased expression of ADIPOQ mRNA],affects^cotreatment|increases^expression|increases^reaction,34864131
Diethylhexyl Phthalate,D004051,117-81-7,ADIPOQ,9370,protein,Homo sapiens,9606,Diethylhexyl Phthalate promotes the reaction [[Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with INS protein] results in increased expression of and results in increased secretion of ADIPOQ protein],affects^cotreatment|increases^expression|increases^reaction|increases^secretion,34864131
Diethylhexyl Phthalate,D004051,117-81-7,ADIPOQ,9370,protein,Homo sapiens,9606,Diethylhexyl Phthalate promotes the reaction [[Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with INS protein] results in increased secretion of ADIPOQ protein],affects^cotreatment|increases^reaction|increases^secretion,31016361
Diethylhexyl Phthalate,D004051,117-81-7,ADIPOQ,9370,protein,Homo sapiens,9606,Diethylhexyl Phthalate promotes the reaction [[Glucose co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with INS1 protein] results in increased expression of ADIPOQ protein],affects^cotreatment|increases^expression|increases^reaction,32407875
Diethylhexyl Phthalate,D004051,117-81-7,ADIPOQ,9370,promoter,Homo sapiens,9606,[Diethylhexyl Phthalate results in increased abundance of mono-(2-ethylhexyl)phthalate] which results in decreased methylation of ADIPOQ promoter,decreases^methylation|increases^abundance,33872906
Diethylhexyl Phthalate,D004051,117-81-7,ADRA2B,151,mRNA,Homo sapiens,9606,Diethylhexyl Phthalate results in decreased expression of ADRA2B mRNA,decreases^expression,31163220
Diethylhexyl Phthalate,D004051,117-81-7,ADRB3,155,mRNA,Homo sapiens,9606,Diethylhexyl Phthalate results in decreased expression of ADRB3 mRNA,decreases^expression,31163220
Diethylhexyl Phthalate,D004051,117-81-7,ADSL,158,gene,Homo sapiens,9606,[Diethylhexyl Phthalate results in increased abundance of mono-(2-ethylhexyl)phthalate] which results in increased methylation of ADSL gene,increases^abundance|increases^methylation,33872906
Diethylhexyl Phthalate,D004051,117-81-7,ADSS1,122622,mRNA,Homo sapiens,9606,Diethylhexyl Phthalate results in decreased expression of ADSS1 mRNA,decreases^expression,28412506
Diethylhexyl Phthalate,D004051,117-81-7,AEBP1,165,protein,Homo sapiens,9606,Diethylhexyl Phthalate results in decreased expression of AEBP1 protein,decreases^expression,31163220
Diethylhexyl Phthalate,D004051,117-81-7,AFAP1,60312,mRNA,Homo sapiens,9606,Diethylhexyl Phthalate results in increased expression of AFAP1 mRNA,increases^expression,31163220
Diethylhexyl Phthalate,D004051,117-81-7,AFAP1L1,134265,mRNA,Homo sapiens,9606,Diethylhexyl Phthalate results in increased expression of AFAP1L1 mRNA,increases^expression,31163220
Diethylhexyl Phthalate,D004051,117-81-7,AFAP1L2,84632,protein,Homo sapiens,9606,Diethylhexyl Phthalate results in decreased expression of AFAP1L2 protein,decreases^expression,31163220
Diethylhexyl Phthalate,D004051,117-81-7,AFAP1L2,84632,promoter,Homo sapiens,9606,[Diethylhexyl Phthalate results in increased abundance of mono-(2-ethylhexyl)phthalate] which results in decreased methylation of AFAP1L2 promoter,decreases^methylation|increases^abundance,33872906
Diethylhexyl Phthalate,D004051,117-81-7,AFAP1L2,84632,mRNA,Homo sapiens,9606,Diethylhexyl Phthalate results in increased expression of AFAP1L2 mRNA,increases^expression,31163220
Diethylhexyl Phthalate,D004051,117-81-7,AFF2,2334,mRNA,Homo sapiens,9606,Diethylhexyl Phthalate results in decreased expression of AFF2 mRNA,decreases^expression,31163220
Diethylhexyl Phthalate,D004051,117-81-7,AFP,174,mRNA,Homo sapiens,9606,Diethylhexyl Phthalate results in decreased expression of AFP mRNA,decreases^expression,37703926
Diethylhexyl Phthalate,D004051,117-81-7,AGAP2,116986,promoter,Homo sapiens,9606,[Diethylhexyl Phthalate results in increased abundance of mono-(2-ethylhexyl)phthalate] which results in decreased methylation of AGAP2 promoter,decreases^methylation|increases^abundance,33872906
Diethylhexyl Phthalate,D004051,117-81-7,AGMO,392636,mRNA,Homo sapiens,9606,Diethylhexyl Phthalate results in decreased expression of AGMO mRNA,decreases^expression,31163220
Diethylhexyl Phthalate,D004051,117-81-7,AGPAT1,10554,promoter,Homo sapiens,9606,[Diethylhexyl Phthalate results in increased abundance of mono-(2-ethylhexyl)phthalate] which results in decreased methylation of AGPAT1 promoter,decreases^methylation|increases^abundance,33872906
Diethylhexyl Phthalate,D004051,117-81-7,AGPAT4,56895,mRNA,Homo sapiens,9606,Diethylhexyl Phthalate results in decreased expression of AGPAT4 mRNA,decreases^expression,31163220
Diethylhexyl Phthalate,D004051,117-81-7,AGT,183,mRNA,Homo sapiens,9606,Diethylhexyl Phthalate results in decreased expression of AGT mRNA,decreases^expression,31163220
Diethylhexyl Phthalate,D004051,117-81-7,AGTPBP1,23287,promoter,Homo sapiens,9606,[Diethylhexyl Phthalate results in increased abundance of mono-(2-ethylhexyl)phthalate] which results in decreased methylation of AGTPBP1 promoter,decreases^methylation|increases^abundance,33872906
Diethylhexyl Phthalate,D004051,117-81-7,AHI1,54806,mRNA,Homo sapiens,9606,Diethylhexyl Phthalate results in decreased expression of AHI1 mRNA,decreases^expression,31163220
Diethylhexyl Phthalate,D004051,117-81-7,AHNAK,79026,protein,Homo sapiens,9606,Diethylhexyl Phthalate results in decreased expression of AHNAK protein,decreases^expression,31163220
Diethylhexyl Phthalate,D004051,117-81-7,AHNAK,79026,mRNA,Homo sapiens,9606,Diethylhexyl Phthalate results in increased expression of AHNAK mRNA,increases^expression,31163220
Diethylhexyl Phthalate,D004051,117-81-7,AHNAK2,113146,mRNA,Homo sapiens,9606,Diethylhexyl Phthalate results in increased expression of AHNAK2 mRNA,increases^expression,31163220
Diethylhexyl Phthalate,D004051,117-81-7,AHR,196,protein,Homo sapiens,9606,AHR protein promotes the reaction [Diethylhexyl Phthalate results in increased phosphorylation of MAPK1 protein],increases^phosphorylation|increases^reaction,34801851
Diethylhexyl Phthalate,D004051,117-81-7,AHR,196,protein,Homo sapiens,9606,AHR protein promotes the reaction [Diethylhexyl Phthalate results in increased phosphorylation of MAPK3 protein],increases^phosphorylation|increases^reaction,34801851
Diethylhexyl Phthalate,D004051,117-81-7,AHR,196,protein,Homo sapiens,9606,benzyloxycarbonylleucyl-leucyl-leucine aldehyde inhibits the reaction [Diethylhexyl Phthalate inhibits the reaction [AHR protein results in increased expression of ESR1 protein]],decreases^reaction|increases^expression,34801851
Diethylhexyl Phthalate,D004051,117-81-7,AHR,196,protein,Homo sapiens,9606,Diethylhexyl Phthalate binds to AHR protein,affects^binding,34801851
Diethylhexyl Phthalate,D004051,117-81-7,AHR,196,protein,Homo sapiens,9606,Diethylhexyl Phthalate binds to and results in increased activity of AHR protein,affects^binding|increases^activity,23220035
Diethylhexyl Phthalate,D004051,117-81-7,AHR,196,protein,Homo sapiens,9606,Diethylhexyl Phthalate inhibits the reaction [AHR protein results in increased expression of ESR1 protein],decreases^reaction|increases^expression,34801851
Diethylhexyl Phthalate,D004051,117-81-7,AHR,196,protein,Homo sapiens,9606,Diethylhexyl Phthalate promotes the reaction [AHR protein binds to CYP2C8 promoter],affects^binding|increases^reaction,34801851
Diethylhexyl Phthalate,D004051,117-81-7,AHR,196,protein,Homo sapiens,9606,Diethylhexyl Phthalate promotes the reaction [AHR protein binds to CYP2D6 promoter],affects^binding|increases^reaction,34801851
Diethylhexyl Phthalate,D004051,117-81-7,AHR,196,protein,Homo sapiens,9606,Diethylhexyl Phthalate promotes the reaction [AHR protein binds to CYP3A4 promoter],affects^binding|increases^reaction,34801851
Diethylhexyl Phthalate,D004051,117-81-7,AHSG,197,mRNA,Homo sapiens,9606,[Diethylhexyl Phthalate co-treated with diisononyl phthalate co-treated with butylbenzyl phthalate co-treated with lead nitrate co-treated with Mercury] results in decreased expression of AHSG mRNA,affects^cotreatment|decreases^expression,32949613
Diethylhexyl Phthalate,D004051,117-81-7,AIM1L,419544,mRNA,Homo sapiens,9606,Diethylhexyl Phthalate results in increased expression of AIM1L mRNA,increases^expression,31163220
Diethylhexyl Phthalate,D004051,117-81-7,AK4,205,mRNA,Homo sapiens,9606,Diethylhexyl Phthalate results in increased expression of AK4 mRNA,increases^expression,31163220
Diethylhexyl Phthalate,D004051,117-81-7,AK5,26289,mRNA,Homo sapiens,9606,Diethylhexyl Phthalate results in decreased expression of AK5 mRNA,decreases^expression,31163220
Diethylhexyl Phthalate,D004051,117-81-7,AKAP5,9495,mRNA,Homo sapiens,9606,Diethylhexyl Phthalate results in increased expression of AKAP5 mRNA,increases^expression,31163220
Diethylhexyl Phthalate,D004051,117-81-7,AKAP6,9472,mRNA,Homo sapiens,9606,Diethylhexyl Phthalate results in decreased expression of AKAP6 mRNA,decreases^expression,31163220
Diethylhexyl Phthalate,D004051,117-81-7,AKAP8,10270,gene,Homo sapiens,9606,[Diethylhexyl Phthalate results in increased abundance of mono-(2-ethylhexyl)phthalate] which results in decreased methylation of AKAP8 gene,decreases^methylation|increases^abundance,33872906
Diethylhexyl Phthalate,D004051,117-81-7,AKR1B10,57016,mRNA,Homo sapiens,9606,Diethylhexyl Phthalate results in increased expression of AKR1B10 mRNA,increases^expression,28412506
Diethylhexyl Phthalate,D004051,117-81-7,AKR1C1,1645,mRNA,Homo sapiens,9606,8-Bromo Cyclic Adenosine Monophosphate affects the reaction [[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] affects the reaction [CGA protein affects the expression of AKR1C1 mRNA]],affects^cotreatment|affects^expression|affects^reaction,40456493
Diethylhexyl Phthalate,D004051,117-81-7,AKR1C1,1645,mRNA,Homo sapiens,9606,Diethylhexyl Phthalate results in increased expression of AKR1C1 mRNA,increases^expression,28412506
Diethylhexyl Phthalate,D004051,117-81-7,AKR1C1,1645,mRNA,Homo sapiens,9606,[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] affects the reaction [CGA protein affects the expression of AKR1C1 mRNA],affects^cotreatment|affects^expression|affects^reaction,40456493
Diethylhexyl Phthalate,D004051,117-81-7,AKR1C2,1646,mRNA,Homo sapiens,9606,Diethylhexyl Phthalate results in increased expression of AKR1C2 mRNA,increases^expression,28412506
Diethylhexyl Phthalate,D004051,117-81-7,AKR1C3,8644,mRNA,Homo sapiens,9606,8-Bromo Cyclic Adenosine Monophosphate inhibits the reaction [[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] inhibits the reaction [CGA protein results in decreased expression of AKR1C3 mRNA]],affects^cotreatment|decreases^expression|decreases^reaction,40456493
Diethylhexyl Phthalate,D004051,117-81-7,AKR1C3,8644,mRNA,Homo sapiens,9606,[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] inhibits the reaction [CGA protein results in decreased expression of AKR1C3 mRNA],affects^cotreatment|decreases^expression|decreases^reaction,40456493
Diethylhexyl Phthalate,D004051,117-81-7,AKR1E2,83592,mRNA,Homo sapiens,9606,Diethylhexyl Phthalate results in increased expression of AKR1E2 mRNA,increases^expression,28412506
Diethylhexyl Phthalate,D004051,117-81-7,AKT1,207,mRNA,Homo sapiens,9606,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one inhibits the reaction [Diethylhexyl Phthalate results in increased expression of AKT1 mRNA],decreases^reaction|increases^expression,23793038
Diethylhexyl Phthalate,D004051,117-81-7,AKT1,207,protein,Homo sapiens,9606,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one inhibits the reaction [Diethylhexyl Phthalate results in increased phosphorylation of AKT1 protein],decreases^reaction|increases^phosphorylation,19956873
Diethylhexyl Phthalate,D004051,117-81-7,AKT1,207,protein,Homo sapiens,9606,Acetylcysteine inhibits the reaction [Diethylhexyl Phthalate results in increased phosphorylation of AKT1 protein],decreases^reaction|increases^phosphorylation,28065941
Diethylhexyl Phthalate,D004051,117-81-7,AKT1,207,protein,Homo sapiens,9606,Diethylhexyl Phthalate inhibits the reaction [Camptothecin results in decreased phosphorylation of AKT1 protein],decreases^phosphorylation|decreases^reaction,36394428
Diethylhexyl Phthalate,D004051,117-81-7,AKT1,207,protein,Homo sapiens,9606,Diethylhexyl Phthalate results in decreased phosphorylation of AKT1 protein,decreases^phosphorylation,31163220
Diethylhexyl Phthalate,D004051,117-81-7,AKT1,207,mRNA,Homo sapiens,9606,Diethylhexyl Phthalate results in increased expression of AKT1 mRNA,increases^expression,23793038
Diethylhexyl Phthalate,D004051,117-81-7,AKT1,207,protein,Homo sapiens,9606,Diethylhexyl Phthalate results in increased phosphorylation of AKT1 protein,increases^phosphorylation,19956873|28065941|30543897
Diethylhexyl Phthalate,D004051,117-81-7,AKT1,207,protein,Homo sapiens,9606,Fulvestrant inhibits the reaction [Diethylhexyl Phthalate results in increased phosphorylation of AKT1 protein],decreases^reaction|increases^phosphorylation,19956873
Diethylhexyl Phthalate,D004051,117-81-7,AKT1,207,protein,Homo sapiens,9606,KRAS protein affects the reaction [Diethylhexyl Phthalate results in increased phosphorylation of AKT1 protein],affects^reaction|increases^phosphorylation,28065941
Diethylhexyl Phthalate,D004051,117-81-7,AKT1,207,protein,Homo sapiens,9606,TSHR protein affects the reaction [Diethylhexyl Phthalate results in increased phosphorylation of AKT1 protein],affects^reaction|increases^phosphorylation,30543897
Diethylhexyl Phthalate,D004051,117-81-7,AKT1,207,protein,Homo sapiens,9606,Wortmannin inhibits the reaction [Diethylhexyl Phthalate results in increased phosphorylation of AKT1 protein],decreases^reaction|increases^phosphorylation,28065941
Diethylhexyl Phthalate,D004051,117-81-7,AKT1S1,84335,protein,Homo sapiens,9606,Diethylhexyl Phthalate results in decreased expression of AKT1S1 protein,decreases^expression,31163220
Diethylhexyl Phthalate,D004051,117-81-7,ALDH1A1,216,mRNA,Homo sapiens,9606,Diethylhexyl Phthalate results in decreased expression of ALDH1A1 mRNA,decreases^expression,31163220
Diethylhexyl Phthalate,D004051,117-81-7,ALDH1A1,216,protein,Homo sapiens,9606,Diethylhexyl Phthalate results in increased expression of ALDH1A1 protein,increases^expression,31163220
