ChemicalName,ChemicalID,CasRN,DiseaseName,DiseaseID,DirectEvidence,InferenceGeneSymbol,InferenceScore,OmimIDs,PubMedIDs,metabolic_relevance_flag
Diethylhexyl Phthalate,D004051,117-81-7,17-Hydroxysteroid Dehydrogenase Deficiency,MESH:C537805,,HSD17B3,3.81,264300,25526675,False
Diethylhexyl Phthalate,D004051,117-81-7,18-Hydroxylase deficiency,MESH:C537806,,CYP11B2,3.83,203400|610600,,False
Diethylhexyl Phthalate,D004051,117-81-7,"2,4-Dienoyl-CoA Reductase Deficiency",MESH:C565624,,DECR1,5.79,,25526675,False
Diethylhexyl Phthalate,D004051,117-81-7,"2,4-Dienoyl-CoA Reductase Deficiency",MESH:C565624,,NADK2,5.79,616034,,False
Diethylhexyl Phthalate,D004051,117-81-7,2-Hydroxyglutaricaciduria,MESH:C535306,,IDH2,3.28,613657,27469509,False
Diethylhexyl Phthalate,D004051,117-81-7,2-Hydroxyglutaricaciduria,MESH:C535306,,SLC25A1,3.28,615182,,False
Diethylhexyl Phthalate,D004051,117-81-7,3-Hydroxy-3-Methylglutaryl-CoA Lyase Deficiency,MESH:C538324,,HMGCL,4.03,246450,,False
Diethylhexyl Phthalate,D004051,117-81-7,3-Hydroxy-3-Methylglutaryl-CoA Synthase 2 Deficiency,MESH:C567784,,HMGCS2,3.66,605911,,False
Diethylhexyl Phthalate,D004051,117-81-7,3-Hydroxyacyl-CoA Dehydrogenase Deficiency,MESH:C535310,,HADH,3.75,231530,,False
Diethylhexyl Phthalate,D004051,117-81-7,3-methylcrotonyl CoA carboxylase 1 deficiency,MESH:C535308,,MCCC1,4.09,210200,,False
Diethylhexyl Phthalate,D004051,117-81-7,3-methylcrotonyl CoA carboxylase 2 deficiency,MESH:C535309,,MCCC2,4.01,210210,,False
Diethylhexyl Phthalate,D004051,117-81-7,"3-Methylglutaconic Aciduria, Type V",MESH:C565706,,DNAJC19,4.11,610198,,False
Diethylhexyl Phthalate,D004051,117-81-7,"3-METHYLGLUTACONIC ACIDURIA, TYPE VIIB",OMIM:616271,,CLPB,4.16,616271,,False
Diethylhexyl Phthalate,D004051,117-81-7,"3-METHYLGLUTACONIC ACIDURIA, TYPE VIII",OMIM:617248,,HTRA2,4.05,617248,,False
Diethylhexyl Phthalate,D004051,117-81-7,"46, XX Disorders of Sex Development",MESH:D058489,,NR3C1,3.33,,11932321,False
Diethylhexyl Phthalate,D004051,117-81-7,"46,XX SEX REVERSAL 1",OMIM:400045,,SRY,4.59,400045,,False
Diethylhexyl Phthalate,D004051,117-81-7,"46,XX SEX REVERSAL 2",OMIM:278850,,SOX9,3.61,278850,,False
Diethylhexyl Phthalate,D004051,117-81-7,"46,XX SEX REVERSAL WITH DYSGENESIS OF KIDNEYS, ADRENALS, AND LUNGS",OMIM:611812,,WNT4,3.80,611812,,False
Diethylhexyl Phthalate,D004051,117-81-7,"46,XY SEX REVERSAL 1",OMIM:400044,,SRY,4.59,400044,,False
Diethylhexyl Phthalate,D004051,117-81-7,"46,XY SEX REVERSAL 10",OMIM:616425,,SOX9,3.61,616425,,False
Diethylhexyl Phthalate,D004051,117-81-7,"46, XY Sex Reversal 5",MESH:C567766,,CBX2,4.16,613080,,False
Diethylhexyl Phthalate,D004051,117-81-7,"46,XY SEX REVERSAL 9",OMIM:616067,,ZFPM2,4.18,616067,,False
Diethylhexyl Phthalate,D004051,117-81-7,5-oxoprolinase deficiency,MESH:C535322,,OPLAH,4.01,260005,,False
Diethylhexyl Phthalate,D004051,117-81-7,6-pyruvoyl-tetrahydropterin synthase deficiency,MESH:C535325,,PTS,4.16,261640,,False
Diethylhexyl Phthalate,D004051,117-81-7,ABCD syndrome,MESH:C535334,,EDNRB,3.66,600501,,False
Diethylhexyl Phthalate,D004051,117-81-7,Abdominal obesity metabolic syndrome,MESH:C535554,,PPARA,3.18,,15309680,True
Diethylhexyl Phthalate,D004051,117-81-7,Abdominal Pain,MESH:D015746,,IFNA2,12.35,,9234591,False
Diethylhexyl Phthalate,D004051,117-81-7,Aberrant Crypt Foci,MESH:D058739,,APC,2.37,,14507667,False
Diethylhexyl Phthalate,D004051,117-81-7,Aberrant Crypt Foci,MESH:D058739,,CTNNB1,2.37,,10965019|12351151|14507667,False
Diethylhexyl Phthalate,D004051,117-81-7,Aberrant Crypt Foci,MESH:D058739,,GCG,2.37,,22323126,False
Diethylhexyl Phthalate,D004051,117-81-7,Abetalipoproteinemia,MESH:D000012,,MTTP,3.72,200100,,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abnormalities, Drug-Induced",MESH:D000014,marker/mechanism,,,,20420898|25853433|6734493,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abnormalities, Drug-Induced",MESH:D000014,,AHR2,15.83,,27576004,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abnormalities, Drug-Induced",MESH:D000014,,CAT,15.83,,21252394|26074427,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abnormalities, Drug-Induced",MESH:D000014,,EPHX1,15.83,,2336087,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abnormalities, Drug-Induced",MESH:D000014,,RHOA,15.83,,25783350,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abnormalities, Drug-Induced",MESH:D000014,,WNT11,15.83,,25783350,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abnormalities, Multiple",MESH:D000015,,AFF4,2.13,,25730767,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abnormalities, Multiple",MESH:D000015,,BMAL1,2.13,,24652800,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abnormalities, Multiple",MESH:D000015,,CHUK,2.13,,20961246,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abnormalities, Multiple",MESH:D000015,,CTNNB1,2.13,,22975441,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abnormalities, Multiple",MESH:D000015,,FGFR2,2.13,,10631169,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abnormalities, Multiple",MESH:D000015,,GPER1,2.13,,21984484,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abnormalities, Multiple",MESH:D000015,,GSK3B,2.13,,22975441,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abnormalities, Multiple",MESH:D000015,,LEFTY2,2.13,,10053005,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abnormalities, Multiple",MESH:D000015,,NRXN1,2.13,,18057082,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abnormalities, Multiple",MESH:D000015,,POLD1,2.13,,23770608,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abnormalities, Multiple",MESH:D000015,,PTEN,2.13,,18759867,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abnormalities, Multiple",MESH:D000015,,TP63,2.13,,21466819,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abortion, Habitual",MESH:D000026,,CDK2,6.95,,35038060,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abortion, Habitual",MESH:D000026,,CDKN1A,6.95,,35038060,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abortion, Habitual",MESH:D000026,,FOXO3,6.95,,35038060,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abortion, Habitual",MESH:D000026,,SYCP3,6.95,,19110213,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abortion, Spontaneous",MESH:D000022,marker/mechanism,,,,22588786,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abortion, Spontaneous",MESH:D000022,,AHR,65.47,,26593447,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abortion, Spontaneous",MESH:D000022,,APOE,65.47,,22266326,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abortion, Spontaneous",MESH:D000022,,ARNT,65.47,,18539642,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abortion, Spontaneous",MESH:D000022,,CD163,65.47,,18539642,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abortion, Spontaneous",MESH:D000022,,CD164,65.47,,18539642,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abortion, Spontaneous",MESH:D000022,,CD226,65.47,,18539642,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abortion, Spontaneous",MESH:D000022,,CD68,65.47,,18539642,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abortion, Spontaneous",MESH:D000022,,CD69,65.47,,18539642,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abortion, Spontaneous",MESH:D000022,,CD82,65.47,,20075392,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abortion, Spontaneous",MESH:D000022,,CD8A,65.47,,18539642,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abortion, Spontaneous",MESH:D000022,,CEACAM1,65.47,,18539642,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abortion, Spontaneous",MESH:D000022,,CEACAM6,65.47,,18539642,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abortion, Spontaneous",MESH:D000022,,COL13A1,65.47,,18539642,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abortion, Spontaneous",MESH:D000022,,COL1A1,65.47,,18539642,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abortion, Spontaneous",MESH:D000022,,COL1A2,65.47,,18539642,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abortion, Spontaneous",MESH:D000022,,COL4A6,65.47,,18539642,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abortion, Spontaneous",MESH:D000022,,COL5A1,65.47,,18539642,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abortion, Spontaneous",MESH:D000022,,COL6A1,65.47,,18539642,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abortion, Spontaneous",MESH:D000022,,COL6A3,65.47,,18539642,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abortion, Spontaneous",MESH:D000022,,COL9A2,65.47,,18539642,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abortion, Spontaneous",MESH:D000022,,CXCL10,65.47,,18539642,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abortion, Spontaneous",MESH:D000022,,CYP1A1,65.47,,19022366|26593447,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abortion, Spontaneous",MESH:D000022,,CYP24A1,65.47,,18539642,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abortion, Spontaneous",MESH:D000022,,DHFR,65.47,,18539642,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abortion, Spontaneous",MESH:D000022,,ECM1,65.47,,18539642,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abortion, Spontaneous",MESH:D000022,,ECM2,65.47,,18539642,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abortion, Spontaneous",MESH:D000022,,EMP1,65.47,,18539642,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abortion, Spontaneous",MESH:D000022,,FETUB,65.47,,18539642,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abortion, Spontaneous",MESH:D000022,,FN1,65.47,,18539642,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abortion, Spontaneous",MESH:D000022,,FST,65.47,,18539642,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abortion, Spontaneous",MESH:D000022,,GLS,65.47,,18539642,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abortion, Spontaneous",MESH:D000022,,HABP2,65.47,,18539642,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abortion, Spontaneous",MESH:D000022,,HSD17B1,65.47,,18539642,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abortion, Spontaneous",MESH:D000022,,IFI44,65.47,,18539642,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abortion, Spontaneous",MESH:D000022,,IFI6,65.47,,18539642,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abortion, Spontaneous",MESH:D000022,,IGF1,65.47,,18539642,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abortion, Spontaneous",MESH:D000022,,IGF2,65.47,,18539642,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abortion, Spontaneous",MESH:D000022,,IGF2BP1,65.47,,35999615,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abortion, Spontaneous",MESH:D000022,,IGFBP1,65.47,,18539642,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abortion, Spontaneous",MESH:D000022,,IGFBP3,65.47,,18539642,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abortion, Spontaneous",MESH:D000022,,IGFBP6,65.47,,18539642,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abortion, Spontaneous",MESH:D000022,,IL12B,65.47,,18539642,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abortion, Spontaneous",MESH:D000022,,IL16,65.47,,18539642,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abortion, Spontaneous",MESH:D000022,,IL1B,65.47,,18539642,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abortion, Spontaneous",MESH:D000022,,IL20RA,65.47,,18539642,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abortion, Spontaneous",MESH:D000022,,IL6,65.47,,18539642,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abortion, Spontaneous",MESH:D000022,,INHA,65.47,,18539642,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abortion, Spontaneous",MESH:D000022,,ITGB6,65.47,,18539642,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abortion, Spontaneous",MESH:D000022,,JAK2,65.47,,17989398,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abortion, Spontaneous",MESH:D000022,,LGALS14,65.47,,18539642,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abortion, Spontaneous",MESH:D000022,,LGALS3,65.47,,18539642,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abortion, Spontaneous",MESH:D000022,,LIF,65.47,,18539642,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abortion, Spontaneous",MESH:D000022,,MAP2,65.47,,18539642,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abortion, Spontaneous",MESH:D000022,,MAPRE3,65.47,,18539642,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abortion, Spontaneous",MESH:D000022,,MGAT2,65.47,,18539642,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abortion, Spontaneous",MESH:D000022,,MGP,65.47,,18539642,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abortion, Spontaneous",MESH:D000022,,MMP11,65.47,,18539642,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abortion, Spontaneous",MESH:D000022,,MMP12,65.47,,18539642,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abortion, Spontaneous",MESH:D000022,,MUC4,65.47,,18539642,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abortion, Spontaneous",MESH:D000022,,NCAM1,65.47,,18539642,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abortion, Spontaneous",MESH:D000022,,PGF,65.47,,18539642,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abortion, Spontaneous",MESH:D000022,,PRLR,65.47,,18539642,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abortion, Spontaneous",MESH:D000022,,PTGIS,65.47,,18539642,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abortion, Spontaneous",MESH:D000022,,PTHLH,65.47,,18539642,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abortion, Spontaneous",MESH:D000022,,RBP4,65.47,,18539642,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abortion, Spontaneous",MESH:D000022,,SST,65.47,,18539642,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abortion, Spontaneous",MESH:D000022,,TFRC,65.47,,18539642,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abortion, Spontaneous",MESH:D000022,,TGFB1,65.47,,18539642,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abortion, Spontaneous",MESH:D000022,,TGFBI,65.47,,18539642,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abortion, Spontaneous",MESH:D000022,,TIMP2,65.47,,18539642,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abortion, Spontaneous",MESH:D000022,,TIMP3,65.47,,18539642,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abortion, Spontaneous",MESH:D000022,,TNR,65.47,,18539642,False
Diethylhexyl Phthalate,D004051,117-81-7,"Abortion, Spontaneous",MESH:D000022,,TRAF1,65.47,,18539642,False
Diethylhexyl Phthalate,D004051,117-81-7,Abruptio Placentae,MESH:D000037,,BHMT,3.42,,17376725,False
Diethylhexyl Phthalate,D004051,117-81-7,Abruptio Placentae,MESH:D000037,,NOS3,3.42,,11354626,False
Diethylhexyl Phthalate,D004051,117-81-7,Abruzzo Erickson syndrome,MESH:C535559,,TBX22,4.71,302905,,False
Diethylhexyl Phthalate,D004051,117-81-7,Acanthosis Nigricans,MESH:D000052,,AHR,2.76,,27869817,False
Diethylhexyl Phthalate,D004051,117-81-7,Acatalasia,MESH:D020642,,CAT,2.79,614097,11001624|11117918|1551654|2308162|26074427|34390818,False
Diethylhexyl Phthalate,D004051,117-81-7,Acetyl-Coa Carboxylase Deficiency,MESH:C562678,,ACACA,3.40,613933,,False
Diethylhexyl Phthalate,D004051,117-81-7,Achondroplasia,MESH:D000130,,FGFR3,3.75,100800|616482,,False
Diethylhexyl Phthalate,D004051,117-81-7,ACHROMATOPSIA 7,OMIM:616517,,ATF6,3.55,616517,,False
Diethylhexyl Phthalate,D004051,117-81-7,"Acidemia, isovaleric",MESH:C538167,,IVD,3.94,243500,,False
Diethylhexyl Phthalate,D004051,117-81-7,Acidosis,MESH:D000138,marker/mechanism,,,,22672789,False
Diethylhexyl Phthalate,D004051,117-81-7,Acidosis,MESH:D000138,,NFE2L2,6.82,,29618784,False
Diethylhexyl Phthalate,D004051,117-81-7,Acidosis,MESH:D000138,,SLC9A4,6.82,,20484819,False
Diethylhexyl Phthalate,D004051,117-81-7,"Acidosis, Lactic",MESH:D000140,,DNM1L,2.82,,17460227,False
Diethylhexyl Phthalate,D004051,117-81-7,"Acidosis, Lactic",MESH:D000140,,PDHA1,2.82,,2537010,False
Diethylhexyl Phthalate,D004051,117-81-7,"Acidosis, Lactic",MESH:D000140,,PLAT,2.82,,25331496,False
Diethylhexyl Phthalate,D004051,117-81-7,"Acidosis, Renal Tubular",MESH:D000141,,SLC4A1,3.16,179800,23460825|9312167,False
Diethylhexyl Phthalate,D004051,117-81-7,"Acidosis, Renal Tubular",MESH:D000141,,SLC4A4,3.16,,18614622,False
Diethylhexyl Phthalate,D004051,117-81-7,Acid Phosphatase Deficiency,MESH:C562645,,ACP2,4.05,200950,,False
Diethylhexyl Phthalate,D004051,117-81-7,Acne Vulgaris,MESH:D000152,,MEFV,3.00,,27106250,False
Diethylhexyl Phthalate,D004051,117-81-7,Acne Vulgaris,MESH:D000152,,NLRP3,3.00,,27106250,False
Diethylhexyl Phthalate,D004051,117-81-7,Acne Vulgaris,MESH:D000152,,PSTPIP1,3.00,,27106250,False
Diethylhexyl Phthalate,D004051,117-81-7,Acquired angioedema,MESH:C538173,,SERPING1,3.19,,23406939|9734886,False
Diethylhexyl Phthalate,D004051,117-81-7,Acquired Hyperostosis Syndrome,MESH:D020083,,MDM2,4.75,,19779722,False
Diethylhexyl Phthalate,D004051,117-81-7,Acquired Hyperostosis Syndrome,MESH:D020083,,PSTPIP2,4.75,,27106250,False
Diethylhexyl Phthalate,D004051,117-81-7,Acquired Hyperostosis Syndrome,MESH:D020083,,TNF,4.75,,27108452,False
Diethylhexyl Phthalate,D004051,117-81-7,Acquired Hyperostosis Syndrome,MESH:D020083,,TP53,4.75,,19779722,False
Diethylhexyl Phthalate,D004051,117-81-7,Acquired Immunodeficiency Syndrome,MESH:D000163,,IFNG,2.51,,9612607,False
Diethylhexyl Phthalate,D004051,117-81-7,Acquired Immunodeficiency Syndrome,MESH:D000163,,IL2,2.51,,9861562,False
Diethylhexyl Phthalate,D004051,117-81-7,Acrocallosal Syndrome,MESH:D055673,,FOXG1,5.96,,18627055,False
Diethylhexyl Phthalate,D004051,117-81-7,Acrocallosal Syndrome,MESH:D055673,,KIF7,5.96,200990,21552264,False
Diethylhexyl Phthalate,D004051,117-81-7,Acrocapitofemoral Dysplasia,MESH:C564334,,IHH,3.97,607778,,False
Diethylhexyl Phthalate,D004051,117-81-7,Acrocephalosyndactylia,MESH:D000168,,FGFR2,3.23,101200|101400,17694057|19186770|9002682|9502772,False
Diethylhexyl Phthalate,D004051,117-81-7,Acrodermatitis,MESH:D000169,,ITPR3,4.26,,27258892,False
Diethylhexyl Phthalate,D004051,117-81-7,Acrodermatitis,MESH:D000169,,PSMB9,4.26,,27258892,False
Diethylhexyl Phthalate,D004051,117-81-7,Acrodermatitis,MESH:D000169,,SLC39A4,4.26,,16714095|16819703|16889938|17190629|17202136,False
Diethylhexyl Phthalate,D004051,117-81-7,Acrodermatitis enteropathica,MESH:C538178,,SLC39A4,3.57,201100,12068297|14709598|15358787|17483098,False
Diethylhexyl Phthalate,D004051,117-81-7,Acrodysostosis,MESH:C538179,,PDE4D,3.54,614613,,False
Diethylhexyl Phthalate,D004051,117-81-7,"Acrofacial dysostosis, Nager type",MESH:C538184,,SF3B4,4.06,154400,,False
Diethylhexyl Phthalate,D004051,117-81-7,Acromegaly,MESH:D000172,,GH1,3.85,,1682667|18381583|18388193|3059976|6237480|7440347|9186818,False
Diethylhexyl Phthalate,D004051,117-81-7,Acromegaly,MESH:D000172,,GNAS,3.85,,11254676,False
Diethylhexyl Phthalate,D004051,117-81-7,Acromegaly,MESH:D000172,,IGF1,3.85,,1682667|18381583|18388193|9186818,False
Diethylhexyl Phthalate,D004051,117-81-7,Acromelic Frontonasal Dysostosis,MESH:C566345,,ZSWIM6,4.11,603671,,False
Diethylhexyl Phthalate,D004051,117-81-7,ACROMESOMELIC DYSPLASIA 2C,OMIM:201250,,GDF5,4.03,201250,,False
Diethylhexyl Phthalate,D004051,117-81-7,Acromicric dysplasia,MESH:C535662,,FBN1,6.13,102370|614185,,False
Diethylhexyl Phthalate,D004051,117-81-7,Acromicric dysplasia,MESH:C535662,,SMAD2,6.13,,18677313,False
Diethylhexyl Phthalate,D004051,117-81-7,Acromicric dysplasia,MESH:C535662,,TGFB1,6.13,,18677313,False
Diethylhexyl Phthalate,D004051,117-81-7,Acth-Independent Macronodular Adrenal Hyperplasia,MESH:C565662,,GCGR,4.46,,20529775,False
Diethylhexyl Phthalate,D004051,117-81-7,Acth-Independent Macronodular Adrenal Hyperplasia,MESH:C565662,,GNAS,4.46,219080,,False
Diethylhexyl Phthalate,D004051,117-81-7,ACTH-Secreting Pituitary Adenoma,MESH:D049913,,AIP,7.57,219090,,False
Diethylhexyl Phthalate,D004051,117-81-7,ACTH-Secreting Pituitary Adenoma,MESH:D049913,,BMP4,7.57,,16195406,False
Diethylhexyl Phthalate,D004051,117-81-7,ACTH-Secreting Pituitary Adenoma,MESH:D049913,,USP8,7.57,219090,25485838,False
Diethylhexyl Phthalate,D004051,117-81-7,"ACTH Syndrome, Ectopic",MESH:D000182,,POMC,3.45,,1459535|2844640|4367732|8562174,False
Diethylhexyl Phthalate,D004051,117-81-7,Acute Coronary Syndrome,MESH:D054058,,ACTG1,20.56,,21751358,False
Diethylhexyl Phthalate,D004051,117-81-7,Acute Coronary Syndrome,MESH:D054058,,ARHGDIB,20.56,,21751358,False
Diethylhexyl Phthalate,D004051,117-81-7,Acute Coronary Syndrome,MESH:D054058,,CAPZB,20.56,,21751358,False
Diethylhexyl Phthalate,D004051,117-81-7,Acute Coronary Syndrome,MESH:D054058,,CKB,20.56,,15966572,False
Diethylhexyl Phthalate,D004051,117-81-7,Acute Coronary Syndrome,MESH:D054058,,CKM,20.56,,15966572,False
Diethylhexyl Phthalate,D004051,117-81-7,Acute Coronary Syndrome,MESH:D054058,,CRP,20.56,,15966572|23305094,False
Diethylhexyl Phthalate,D004051,117-81-7,Acute Coronary Syndrome,MESH:D054058,,ENO1,20.56,,21751358,False
Diethylhexyl Phthalate,D004051,117-81-7,Acute Coronary Syndrome,MESH:D054058,,FASN,20.56,,23305094,False
Diethylhexyl Phthalate,D004051,117-81-7,Acute Coronary Syndrome,MESH:D054058,,GAPDH,20.56,,21751358,False
Diethylhexyl Phthalate,D004051,117-81-7,Acute Coronary Syndrome,MESH:D054058,,GSN,20.56,,21751358,False
Diethylhexyl Phthalate,D004051,117-81-7,Acute Coronary Syndrome,MESH:D054058,,GSTP1,20.56,,21751358,False
Diethylhexyl Phthalate,D004051,117-81-7,Acute Coronary Syndrome,MESH:D054058,,HSPA8,20.56,,21751358,False
Diethylhexyl Phthalate,D004051,117-81-7,Acute Coronary Syndrome,MESH:D054058,,HSPD1,20.56,,21751358,False
Diethylhexyl Phthalate,D004051,117-81-7,Acute Coronary Syndrome,MESH:D054058,,IL6,20.56,,23305094,False
Diethylhexyl Phthalate,D004051,117-81-7,Acute Coronary Syndrome,MESH:D054058,,ITGB3,20.56,,15840736,False
Diethylhexyl Phthalate,D004051,117-81-7,Acute Coronary Syndrome,MESH:D054058,,LDHB,20.56,,21751358,False
Diethylhexyl Phthalate,D004051,117-81-7,Acute Coronary Syndrome,MESH:D054058,,MMP9,20.56,,20981132,False
Diethylhexyl Phthalate,D004051,117-81-7,Acute Coronary Syndrome,MESH:D054058,,PDIA3,20.56,,21751358,False
Diethylhexyl Phthalate,D004051,117-81-7,Acute Coronary Syndrome,MESH:D054058,,PSMB1,20.56,,21751358,False
Diethylhexyl Phthalate,D004051,117-81-7,Acute Coronary Syndrome,MESH:D054058,,SOD2,20.56,,21751358,False
Diethylhexyl Phthalate,D004051,117-81-7,Acute Coronary Syndrome,MESH:D054058,,TLR4,20.56,,20981132,False
Diethylhexyl Phthalate,D004051,117-81-7,Acute Coronary Syndrome,MESH:D054058,,TNF,20.56,,20981132,False
Diethylhexyl Phthalate,D004051,117-81-7,Acute Coronary Syndrome,MESH:D054058,,TNNI3,20.56,,15966572,False
Diethylhexyl Phthalate,D004051,117-81-7,Acute Coronary Syndrome,MESH:D054058,,TPM4,20.56,,21751358,False
Diethylhexyl Phthalate,D004051,117-81-7,Acute Coronary Syndrome,MESH:D054058,,TUBA1C,20.56,,21751358,False
Diethylhexyl Phthalate,D004051,117-81-7,Acute Coronary Syndrome,MESH:D054058,,VCL,20.56,,21751358,False
Diethylhexyl Phthalate,D004051,117-81-7,Acute Coronary Syndrome,MESH:D054058,,VIM,20.56,,21751358,False
Diethylhexyl Phthalate,D004051,117-81-7,Acute erythroleukemia,MESH:C535673,,KMT2A,5.65,,30926971,False
Diethylhexyl Phthalate,D004051,117-81-7,Acute erythroleukemia,MESH:C535673,,NPM1,5.65,,30926971,False
Diethylhexyl Phthalate,D004051,117-81-7,Acute erythroleukemia,MESH:C535673,,RB1,5.65,,30926971,False
Diethylhexyl Phthalate,D004051,117-81-7,Acute erythroleukemia,MESH:C535673,,TP53,5.65,,30926971,False
Diethylhexyl Phthalate,D004051,117-81-7,Acute Kidney Injury,MESH:D058186,marker/mechanism,,,,34670089,False
Diethylhexyl Phthalate,D004051,117-81-7,Acute Kidney Injury,MESH:D058186,,A2M,5.13,,23052191,False
Diethylhexyl Phthalate,D004051,117-81-7,Acute Kidney Injury,MESH:D058186,,AHSG,5.13,,28885000,False
Diethylhexyl Phthalate,D004051,117-81-7,Acute Kidney Injury,MESH:D058186,,ALB,5.13,,2048579|21259293|24361871|28885000,False
Diethylhexyl Phthalate,D004051,117-81-7,Acute Kidney Injury,MESH:D058186,,ATP5F1B,5.13,,25666834,False
Diethylhexyl Phthalate,D004051,117-81-7,Acute Kidney Injury,MESH:D058186,,AVP,5.13,,2139164,False
