ChemicalName,ChemicalID,CasRN,DiseaseName,DiseaseID,DirectEvidence,InferenceGeneSymbol,InferenceScore,OmimIDs,PubMedIDs,metabolic_relevance_flag
Diethylhexyl Phthalate,D004051,117-81-7,Glomerulonephritis,MESH:D005921,,CFD,7.65,,14675043,False
Diethylhexyl Phthalate,D004051,117-81-7,Glomerulonephritis,MESH:D005921,,CXCL8,7.65,,10910440|9403216,False
Diethylhexyl Phthalate,D004051,117-81-7,Glomerulonephritis,MESH:D005921,,ESR1,7.65,,20962747,False
Diethylhexyl Phthalate,D004051,117-81-7,Glomerulonephritis,MESH:D005921,,FAS,7.65,,21880982|36999444,False
Diethylhexyl Phthalate,D004051,117-81-7,Glomerulonephritis,MESH:D005921,,IFNG,7.65,,1825860,False
Diethylhexyl Phthalate,D004051,117-81-7,Glomerulonephritis,MESH:D005921,,IL10,7.65,,10910440,False
Diethylhexyl Phthalate,D004051,117-81-7,Glomerulonephritis,MESH:D005921,,IL18,7.65,,18462998,False
Diethylhexyl Phthalate,D004051,117-81-7,Glomerulonephritis,MESH:D005921,,IL1B,7.65,,10910440|9403216,False
Diethylhexyl Phthalate,D004051,117-81-7,Glomerulonephritis,MESH:D005921,,IL2,7.65,,10910440|9403216,False
Diethylhexyl Phthalate,D004051,117-81-7,Glomerulonephritis,MESH:D005921,,IL2RA,7.65,,10910440,False
Diethylhexyl Phthalate,D004051,117-81-7,Glomerulonephritis,MESH:D005921,,IL6,7.65,,9403216,False
Diethylhexyl Phthalate,D004051,117-81-7,Glomerulonephritis,MESH:D005921,,JUND,7.65,,18443593,False
Diethylhexyl Phthalate,D004051,117-81-7,Glomerulonephritis,MESH:D005921,,MIR10B,7.65,,25758243,False
Diethylhexyl Phthalate,D004051,117-81-7,Glomerulonephritis,MESH:D005921,,NGF,7.65,,24244623,False
Diethylhexyl Phthalate,D004051,117-81-7,Glomerulonephritis,MESH:D005921,,NPHS1,7.65,,11337370|20962747,False
Diethylhexyl Phthalate,D004051,117-81-7,Glomerulonephritis,MESH:D005921,,POMC,7.65,,4368615|6300362,False
Diethylhexyl Phthalate,D004051,117-81-7,Glomerulonephritis,MESH:D005921,,PPARG,7.65,,11318962,False
Diethylhexyl Phthalate,D004051,117-81-7,Glomerulonephritis,MESH:D005921,,TNF,7.65,,10910440|9403216,False
Diethylhexyl Phthalate,D004051,117-81-7,Glomerulonephritis,MESH:D005921,,WT1,7.65,,20962747,False
Diethylhexyl Phthalate,D004051,117-81-7,"Glomerulonephritis, IGA",MESH:D005922,,ACE,9.73,,7593601|9259580,False
Diethylhexyl Phthalate,D004051,117-81-7,"Glomerulonephritis, IGA",MESH:D005922,,ADAM10,9.73,,32715474,False
Diethylhexyl Phthalate,D004051,117-81-7,"Glomerulonephritis, IGA",MESH:D005922,,AGT,9.73,,9259580,False
Diethylhexyl Phthalate,D004051,117-81-7,"Glomerulonephritis, IGA",MESH:D005922,,AURKB,9.73,,25133636,False
Diethylhexyl Phthalate,D004051,117-81-7,"Glomerulonephritis, IGA",MESH:D005922,,C1QA,9.73,,25133636|8840296,False
Diethylhexyl Phthalate,D004051,117-81-7,"Glomerulonephritis, IGA",MESH:D005922,,CD163,9.73,,25133636,False
Diethylhexyl Phthalate,D004051,117-81-7,"Glomerulonephritis, IGA",MESH:D005922,,CD44,9.73,,25133636,False
Diethylhexyl Phthalate,D004051,117-81-7,"Glomerulonephritis, IGA",MESH:D005922,,HLA-DQB1,9.73,,25305756,False
Diethylhexyl Phthalate,D004051,117-81-7,"Glomerulonephritis, IGA",MESH:D005922,,KIF15,9.73,,25133636,False
Diethylhexyl Phthalate,D004051,117-81-7,"Glomerulonephritis, IGA",MESH:D005922,,LAPTM5,9.73,,25133636,False
Diethylhexyl Phthalate,D004051,117-81-7,"Glomerulonephritis, IGA",MESH:D005922,,LHFPL2,9.73,,25133636,False
Diethylhexyl Phthalate,D004051,117-81-7,"Glomerulonephritis, IGA",MESH:D005922,,NOTCH2,9.73,,32715474,False
Diethylhexyl Phthalate,D004051,117-81-7,"Glomerulonephritis, IGA",MESH:D005922,,PLAU,9.73,,9002298,False
Diethylhexyl Phthalate,D004051,117-81-7,"Glomerulonephritis, IGA",MESH:D005922,,PRC1,9.73,,25133636,False
Diethylhexyl Phthalate,D004051,117-81-7,"Glomerulonephritis, IGA",MESH:D005922,,TGFB1,9.73,,11728950,False
Diethylhexyl Phthalate,D004051,117-81-7,"Glomerulonephritis, IGA",MESH:D005922,,TIMP1,9.73,,25133636,False
Diethylhexyl Phthalate,D004051,117-81-7,"Glomerulonephritis, Membranoproliferative",MESH:D015432,,ALB,2.64,,1556257,False
Diethylhexyl Phthalate,D004051,117-81-7,"Glomerulonephritis, Membranoproliferative",MESH:D015432,,C1QA,2.64,,8840296,False
Diethylhexyl Phthalate,D004051,117-81-7,"Glomerulonephritis, Membranoproliferative",MESH:D015432,,TSLP,2.64,,17686814,False
Diethylhexyl Phthalate,D004051,117-81-7,"Glomerulonephritis, Membranous",MESH:D015433,,ALB,2.09,,11938814|12776520|1342223|15385633|17622271|9794552,False
Diethylhexyl Phthalate,D004051,117-81-7,"Glomerulonephritis, Membranous",MESH:D015433,,APOA1,2.09,,7900854,False
Diethylhexyl Phthalate,D004051,117-81-7,"Glomerulonephritis, Membranous",MESH:D015433,,C3,2.09,,25954969,False
Diethylhexyl Phthalate,D004051,117-81-7,"Glomerulonephritis, Membranous",MESH:D015433,,GAA,2.09,,15466083,False
Diethylhexyl Phthalate,D004051,117-81-7,Glomerulopathy with fibronectin deposits,MESH:C536826,,FN1,3.29,601894,,False
Diethylhexyl Phthalate,D004051,117-81-7,"Glomerulosclerosis, Focal Segmental",MESH:D005923,,ACTA2,8.37,,20493835,False
Diethylhexyl Phthalate,D004051,117-81-7,"Glomerulosclerosis, Focal Segmental",MESH:D005923,,AGT,8.37,,19858406,False
Diethylhexyl Phthalate,D004051,117-81-7,"Glomerulosclerosis, Focal Segmental",MESH:D005923,,ANLN,8.37,616032,,False
Diethylhexyl Phthalate,D004051,117-81-7,"Glomerulosclerosis, Focal Segmental",MESH:D005923,,CCN2,8.37,,17121042,False
Diethylhexyl Phthalate,D004051,117-81-7,"Glomerulosclerosis, Focal Segmental",MESH:D005923,,CD2AP,8.37,607832,,False
Diethylhexyl Phthalate,D004051,117-81-7,"Glomerulosclerosis, Focal Segmental",MESH:D005923,,COL4A1,8.37,,16191423|18682491,False
Diethylhexyl Phthalate,D004051,117-81-7,"Glomerulosclerosis, Focal Segmental",MESH:D005923,,CRB2,8.37,616220,,False
Diethylhexyl Phthalate,D004051,117-81-7,"Glomerulosclerosis, Focal Segmental",MESH:D005923,,EDN1,8.37,,16191423,False
Diethylhexyl Phthalate,D004051,117-81-7,"Glomerulosclerosis, Focal Segmental",MESH:D005923,,FN1,8.37,,16191423,False
Diethylhexyl Phthalate,D004051,117-81-7,"Glomerulosclerosis, Focal Segmental",MESH:D005923,,HAVCR1,8.37,,19225054,False
Diethylhexyl Phthalate,D004051,117-81-7,"Glomerulosclerosis, Focal Segmental",MESH:D005923,,INF2,8.37,,20023659,False
Diethylhexyl Phthalate,D004051,117-81-7,"Glomerulosclerosis, Focal Segmental",MESH:D005923,,MYH10,8.37,,9678433,False
Diethylhexyl Phthalate,D004051,117-81-7,"Glomerulosclerosis, Focal Segmental",MESH:D005923,,MYH9,8.37,,18794856,False
Diethylhexyl Phthalate,D004051,117-81-7,"Glomerulosclerosis, Focal Segmental",MESH:D005923,,NOS2,8.37,,16191423,False
Diethylhexyl Phthalate,D004051,117-81-7,"Glomerulosclerosis, Focal Segmental",MESH:D005923,,NPHS1,8.37,,15942677,False
Diethylhexyl Phthalate,D004051,117-81-7,"Glomerulosclerosis, Focal Segmental",MESH:D005923,,PAX2,8.37,616002,,False
Diethylhexyl Phthalate,D004051,117-81-7,"Glomerulosclerosis, Focal Segmental",MESH:D005923,,PCNA,8.37,,17121042,False
Diethylhexyl Phthalate,D004051,117-81-7,"Glomerulosclerosis, Focal Segmental",MESH:D005923,,SERPINE1,8.37,,18682491,False
Diethylhexyl Phthalate,D004051,117-81-7,"Glomerulosclerosis, Focal Segmental",MESH:D005923,,SPP1,8.37,,9294829,False
Diethylhexyl Phthalate,D004051,117-81-7,"Glomerulosclerosis, Focal Segmental",MESH:D005923,,TGFB1,8.37,,16191423|18682491|20493835,False
Diethylhexyl Phthalate,D004051,117-81-7,"Glomerulosclerosis, Focal Segmental",MESH:D005923,,TRPC6,8.37,,26892346|39226116,False
Diethylhexyl Phthalate,D004051,117-81-7,GLUCOCORTICOID DEFICIENCY 4 WITH OR WITHOUT MINERALOCORTICOID DEFICIENCY,OMIM:614736,,NNT,3.89,614736,,False
Diethylhexyl Phthalate,D004051,117-81-7,Glucocorticoid Receptor Deficiency,MESH:C564221,,NR3C1,3.33,615962,,False
Diethylhexyl Phthalate,D004051,117-81-7,Glucocorticoid-Remediable Aldosteronism,MESH:C563177,,CYP11B1,5.74,103900,1472060|1731223,False
Diethylhexyl Phthalate,D004051,117-81-7,Glucocorticoid-Remediable Aldosteronism,MESH:C563177,,CYP11B2,5.74,,1472060|1731223,False
Diethylhexyl Phthalate,D004051,117-81-7,Glucose-Galactose Malabsorption,MESH:C562602,,SLC5A1,3.86,606824,,True
Diethylhexyl Phthalate,D004051,117-81-7,Glucose Intolerance,MESH:D018149,marker/mechanism,,,,25280772|26188368|29175711|30565266|33484791|34303773,True
Diethylhexyl Phthalate,D004051,117-81-7,Glucose Intolerance,MESH:D018149,,A,3.45,,25620042,True
Diethylhexyl Phthalate,D004051,117-81-7,Glucose Intolerance,MESH:D018149,,AGT,3.45,,26704350,True
Diethylhexyl Phthalate,D004051,117-81-7,Glucose Intolerance,MESH:D018149,,AGTR1A,3.45,,11564974,True
Diethylhexyl Phthalate,D004051,117-81-7,Glucose Intolerance,MESH:D018149,,AHR,3.45,,31306034,True
Diethylhexyl Phthalate,D004051,117-81-7,Glucose Intolerance,MESH:D018149,,ATP6,3.45,,18273840,True
Diethylhexyl Phthalate,D004051,117-81-7,Glucose Intolerance,MESH:D018149,,CD36,3.45,,14640889,True
Diethylhexyl Phthalate,D004051,117-81-7,Glucose Intolerance,MESH:D018149,,CNR1,3.45,,26563389,True
Diethylhexyl Phthalate,D004051,117-81-7,Glucose Intolerance,MESH:D018149,,CYP1B1,3.45,,27036855,True
Diethylhexyl Phthalate,D004051,117-81-7,Glucose Intolerance,MESH:D018149,,GPX4,3.45,,26042203,True
Diethylhexyl Phthalate,D004051,117-81-7,Glucose Intolerance,MESH:D018149,,INS,3.45,,21779873,True
Diethylhexyl Phthalate,D004051,117-81-7,Glucose Intolerance,MESH:D018149,,INSR,3.45,,10949030,True
Diethylhexyl Phthalate,D004051,117-81-7,Glucose Intolerance,MESH:D018149,,LAMTOR5,3.45,,29259128,True
Diethylhexyl Phthalate,D004051,117-81-7,Glucose Intolerance,MESH:D018149,,LEP,3.45,,21315688|24150608|29650965,True
Diethylhexyl Phthalate,D004051,117-81-7,Glucose Intolerance,MESH:D018149,,LEPR,3.45,,19452630|25367288|28611668|29988851,True
Diethylhexyl Phthalate,D004051,117-81-7,Glucose Intolerance,MESH:D018149,,METRNL,3.45,,30213948,True
Diethylhexyl Phthalate,D004051,117-81-7,Glucose Intolerance,MESH:D018149,,MIR34A,3.45,,23834033,True
Diethylhexyl Phthalate,D004051,117-81-7,Glucose Intolerance,MESH:D018149,,NFE2L2,3.45,,33933676,True
Diethylhexyl Phthalate,D004051,117-81-7,Glucose Intolerance,MESH:D018149,,NR1H4,3.45,,37888683,True
Diethylhexyl Phthalate,D004051,117-81-7,Glucose Intolerance,MESH:D018149,,NR5A2,3.45,,29515023,True
Diethylhexyl Phthalate,D004051,117-81-7,Glucose Intolerance,MESH:D018149,,PIK3R1,3.45,,33567340,True
Diethylhexyl Phthalate,D004051,117-81-7,Glucose Intolerance,MESH:D018149,,PRDX4,3.45,,20446767,True
Diethylhexyl Phthalate,D004051,117-81-7,Glucose Intolerance,MESH:D018149,,PRKAA1,3.45,,19934007,True
Diethylhexyl Phthalate,D004051,117-81-7,Glucose Intolerance,MESH:D018149,,RAPGEF3,3.45,,27381457,True
Diethylhexyl Phthalate,D004051,117-81-7,Glucose Intolerance,MESH:D018149,,RARRES2,3.45,,22355640,True
Diethylhexyl Phthalate,D004051,117-81-7,Glucose Intolerance,MESH:D018149,,SCD1,3.45,,21661758,True
Diethylhexyl Phthalate,D004051,117-81-7,Glucose Intolerance,MESH:D018149,,SIRT1,3.45,,21321189,True
Diethylhexyl Phthalate,D004051,117-81-7,Glucose Intolerance,MESH:D018149,,SLC12A2,3.45,,22872759,True
Diethylhexyl Phthalate,D004051,117-81-7,Glucose Intolerance,MESH:D018149,,SQSTM1,3.45,,33933676,True
Diethylhexyl Phthalate,D004051,117-81-7,Glucose Intolerance,MESH:D018149,,TLR4,3.45,,33254826,True
Diethylhexyl Phthalate,D004051,117-81-7,Glucose Intolerance,MESH:D018149,,XBP1,3.45,,27325692,True
Diethylhexyl Phthalate,D004051,117-81-7,Glucose Metabolism Disorders,MESH:D044882,,NR3C1,3.01,,29802709,True
Diethylhexyl Phthalate,D004051,117-81-7,Glucosephosphate Dehydrogenase Deficiency,MESH:D005955,,G6PD,3.15,,10666231|4125296|4728291,True
Diethylhexyl Phthalate,D004051,117-81-7,Glut1 Deficiency Syndrome,MESH:C536830,,SLC2A1,3.41,606777,10980529|11603379|17489814|9462754,False
Diethylhexyl Phthalate,D004051,117-81-7,GLUT1 DEFICIENCY SYNDROME 2,OMIM:612126,,SLC2A1,3.41,612126,,False
Diethylhexyl Phthalate,D004051,117-81-7,Glutaric Acidemia I,MESH:C536833,,GCDH,4.08,231670,10759157|25204480,False
Diethylhexyl Phthalate,D004051,117-81-7,"Glutathione Peroxidase Deficiency, Hemolytic Anemia possibly due to",MESH:C564217,,GPX1,3.24,614164,,False
Diethylhexyl Phthalate,D004051,117-81-7,Glutathione synthetase deficiency,MESH:C536835,,GSS,3.73,266130,,False
Diethylhexyl Phthalate,D004051,117-81-7,Glutathionuria,MESH:C536836,,GGT1,3.66,231950,,False
Diethylhexyl Phthalate,D004051,117-81-7,GLYCEROL KINASE DEFICIENCY,OMIM:307030,,GK,3.80,307030,,False
Diethylhexyl Phthalate,D004051,117-81-7,GLYCINE ENCEPHALOPATHY WITH NORMAL SERUM GLYCINE,OMIM:617301,,SLC6A9,3.80,617301,,False
Diethylhexyl Phthalate,D004051,117-81-7,Glycogen Storage Disease IB,MESH:C562594,,SLC37A4,3.93,232220,,False
Diethylhexyl Phthalate,D004051,117-81-7,Glycogen Storage Disease IC,MESH:C562805,,SLC37A4,3.93,232240,,False
Diethylhexyl Phthalate,D004051,117-81-7,Glycogen Storage Disease IXB,MESH:C563008,,PHKB,4.06,261750,,False
Diethylhexyl Phthalate,D004051,117-81-7,Glycogen Storage Disease IXC,MESH:C567809,,PHKG2,4.24,613027,,False
Diethylhexyl Phthalate,D004051,117-81-7,Glycogen Storage Disease Type I,MESH:D005953,,G6PC1,3.58,,7573034|8211187,False
Diethylhexyl Phthalate,D004051,117-81-7,Glycogen Storage Disease Type II,MESH:D006009,,GAA,3.47,232300,11328962|15466083|18176891|21644219|21963784,False
Diethylhexyl Phthalate,D004051,117-81-7,Glycogen Storage Disease Type IIb,MESH:D052120,,LAMP2,3.77,300257,,False
Diethylhexyl Phthalate,D004051,117-81-7,Glycogen Storage Disease Type IV,MESH:D006011,,PFKM,3.60,,30792690,False
Diethylhexyl Phthalate,D004051,117-81-7,Glycogen Storage Disease Type V,MESH:D006012,,ACE,4.82,,12666117,False
Diethylhexyl Phthalate,D004051,117-81-7,Glycogen Storage Disease Type V,MESH:D006012,,PYGM,4.82,232600,12666117|18380285,False
Diethylhexyl Phthalate,D004051,117-81-7,Glycogen Storage Disease Type VI,MESH:D006013,,PYGL,3.78,232700,9529348|9536091,False
Diethylhexyl Phthalate,D004051,117-81-7,Glycogen Storage Disease Type VII,MESH:D006014,,PFKM,3.90,232800,2140573|8444874,False
Diethylhexyl Phthalate,D004051,117-81-7,Glycogen Storage Disease XII,MESH:C562718,,ALDOA,3.64,611881,,False
Diethylhexyl Phthalate,D004051,117-81-7,Glycogen Storage Disease XIII,MESH:C567861,,ENO3,3.82,612932,,False
Diethylhexyl Phthalate,D004051,117-81-7,Glycogen Storage Disease XIV,MESH:C567859,,PGM1,3.87,614921,,False
Diethylhexyl Phthalate,D004051,117-81-7,GNATHODIAPHYSEAL DYSPLASIA,OMIM:166260,,ANO5,4.37,166260,,False
Diethylhexyl Phthalate,D004051,117-81-7,Goiter,MESH:D006042,,CLCN5,2.31,,16306076,False
Diethylhexyl Phthalate,D004051,117-81-7,Goiter,MESH:D006042,,SLC26A4,2.31,,15279074|16053392|17322586,False
Diethylhexyl Phthalate,D004051,117-81-7,Goiter,MESH:D006042,,TG,2.31,,24582622|8094490,False
Diethylhexyl Phthalate,D004051,117-81-7,Goiter,MESH:D006042,,TPO,2.31,,12564727|14751036|17547680,False
Diethylhexyl Phthalate,D004051,117-81-7,"GOITER, MULTINODULAR 1, WITH OR WITHOUT SERTOLI-LEYDIG CELL TUMORS",OMIM:138800,,DICER1,3.93,138800,,False
Diethylhexyl Phthalate,D004051,117-81-7,"Goiter, Nodular",MESH:D006044,,IL6,2.22,,16372246,False
Diethylhexyl Phthalate,D004051,117-81-7,Gonadal Disorders,MESH:D006058,marker/mechanism,,,,19528224|28082598,False
Diethylhexyl Phthalate,D004051,117-81-7,Gonadal Dysgenesis,MESH:D006059,marker/mechanism,,,,19912166|20335514|36198370,False
Diethylhexyl Phthalate,D004051,117-81-7,Gonadal Dysgenesis,MESH:D006059,,FMR1,3.27,,22043169,False
Diethylhexyl Phthalate,D004051,117-81-7,"Gonadal Dysgenesis, 46,XX",MESH:D023961,,NR5A1,3.90,,19246354,False
Diethylhexyl Phthalate,D004051,117-81-7,"Gonadal Dysgenesis, 46,XY",MESH:D006061,,NR5A1,6.01,,10369247|11932325|15070943,False
Diethylhexyl Phthalate,D004051,117-81-7,"Gonadal Dysgenesis, 46,XY",MESH:D006061,,SRY,6.01,,27576690,False
Diethylhexyl Phthalate,D004051,117-81-7,Gonadal dysgenesis XX type deafness,MESH:C537286,,HSD17B4,3.74,233400,25526675,False
Diethylhexyl Phthalate,D004051,117-81-7,Gout,MESH:D006073,,ABCG2,2.83,,21821808|31578528,False
Diethylhexyl Phthalate,D004051,117-81-7,Gout,MESH:D006073,,ALPK1,2.83,,27542954,False
Diethylhexyl Phthalate,D004051,117-81-7,Gout,MESH:D006073,,CD14,2.83,,26462562,False
Diethylhexyl Phthalate,D004051,117-81-7,Gout,MESH:D006073,,IL1B,2.83,,26462562,False
Diethylhexyl Phthalate,D004051,117-81-7,Gout,MESH:D006073,,SLC2A9,2.83,,18327256|18327257,False
Diethylhexyl Phthalate,D004051,117-81-7,Gout,MESH:D006073,,TGFB1,2.83,,36850003,False
Diethylhexyl Phthalate,D004051,117-81-7,Gout,MESH:D006073,,XDH,2.83,,29071757,False
Diethylhexyl Phthalate,D004051,117-81-7,"Gout, HPRT-Related",MESH:C562583,,HPRT1,3.34,300323,23348497,False
Diethylhexyl Phthalate,D004051,117-81-7,"Graft Occlusion, Vascular",MESH:D006083,,PLAU,2.83,,10392865|11041470|8025938|8416330,False
Diethylhexyl Phthalate,D004051,117-81-7,Graft vs Host Disease,MESH:D006086,,IFNG,2.51,,22077062,False
Diethylhexyl Phthalate,D004051,117-81-7,Graft vs Host Disease,MESH:D006086,,IL10,2.51,614395,,False
Diethylhexyl Phthalate,D004051,117-81-7,Graft vs Host Disease,MESH:D006086,,IL17A,2.51,,22077062,False
Diethylhexyl Phthalate,D004051,117-81-7,Graft vs Host Disease,MESH:D006086,,MTHFR,2.51,,16518429,False
Diethylhexyl Phthalate,D004051,117-81-7,Graft vs Host Disease,MESH:D006086,,TNFRSF8,2.51,,15322151,False
Diethylhexyl Phthalate,D004051,117-81-7,"Granuloma, Plasma Cell",MESH:D006104,,RANBP2,3.67,,21030459,False
Diethylhexyl Phthalate,D004051,117-81-7,"Granuloma, Respiratory Tract",MESH:D015769,,SOD2,2.37,,10673208,False
Diethylhexyl Phthalate,D004051,117-81-7,Granulomatosis with Polyangiitis,MESH:D014890,,PRTN3,3.69,,25288799,False
Diethylhexyl Phthalate,D004051,117-81-7,"Granulomatous Disease, Chronic",MESH:D006105,,CYBA,7.36,,2243141,False
Diethylhexyl Phthalate,D004051,117-81-7,"Granulomatous Disease, Chronic",MESH:D006105,,CYBB,7.36,306400,11045425|11122248|11498749,False
Diethylhexyl Phthalate,D004051,117-81-7,"Granulomatous Disease, Chronic",MESH:D006105,,G6PD,7.36,,4125296,False
Diethylhexyl Phthalate,D004051,117-81-7,"Granulomatous Disease, Chronic, Autosomal Recessive, Cytochrome B-Negative",MESH:C565533,,CYBA,3.63,233690,,False
Diethylhexyl Phthalate,D004051,117-81-7,"Granulomatous Disease, Chronic, Autosomal Recessive, Cytochrome B-Positive, Type I",MESH:C565532,,NCF1,3.59,233700,,False
Diethylhexyl Phthalate,D004051,117-81-7,"Granulomatous Disease, Chronic, Autosomal Recessive, Cytochrome B-Positive, Type II",MESH:C565531,,NCF2,3.75,233710,,False
Diethylhexyl Phthalate,D004051,117-81-7,Granulosa Cell Tumor,MESH:D006106,,CMKLR1,5.54,,29653259,False
Diethylhexyl Phthalate,D004051,117-81-7,Granulosa Cell Tumor,MESH:D006106,,LEPR,5.54,,28861689,False
Diethylhexyl Phthalate,D004051,117-81-7,Granulosa Cell Tumor,MESH:D006106,,RARRES2,5.54,,29653259,False
Diethylhexyl Phthalate,D004051,117-81-7,Graves Disease,MESH:D006111,,B3GNT2,13.52,,22446963,False
Diethylhexyl Phthalate,D004051,117-81-7,Graves Disease,MESH:D006111,,CD4,13.52,,33132244,False
Diethylhexyl Phthalate,D004051,117-81-7,Graves Disease,MESH:D006111,,GC,13.52,,12050214,False
Diethylhexyl Phthalate,D004051,117-81-7,Graves Disease,MESH:D006111,,IFNG,13.52,,33132244,False
Diethylhexyl Phthalate,D004051,117-81-7,Graves Disease,MESH:D006111,,IL17A,13.52,,33132244,False
Diethylhexyl Phthalate,D004051,117-81-7,Graves Disease,MESH:D006111,,IL4,13.52,,33132244,False
Diethylhexyl Phthalate,D004051,117-81-7,Graves Disease,MESH:D006111,,IL6,13.52,,16372246,False
Diethylhexyl Phthalate,D004051,117-81-7,Graves Disease,MESH:D006111,,RNASET2,13.52,,21841780,False
Diethylhexyl Phthalate,D004051,117-81-7,Graves Disease,MESH:D006111,,TG,13.52,,33132244,False
Diethylhexyl Phthalate,D004051,117-81-7,Graves Disease,MESH:D006111,,TGFB1,13.52,,33132244,False
Diethylhexyl Phthalate,D004051,117-81-7,Graves Disease,MESH:D006111,,TNFRSF8,13.52,,16372246,False
Diethylhexyl Phthalate,D004051,117-81-7,Graves Disease,MESH:D006111,,TPO,13.52,,33132244,False
Diethylhexyl Phthalate,D004051,117-81-7,Graves Disease,MESH:D006111,,TSHB,13.52,,33132244,False
Diethylhexyl Phthalate,D004051,117-81-7,Graves Disease,MESH:D006111,,TSHR,13.52,,1955520|21841780,False
Diethylhexyl Phthalate,D004051,117-81-7,Graves Ophthalmopathy,MESH:D049970,,PTGS2,4.40,,17614770,False
Diethylhexyl Phthalate,D004051,117-81-7,Graves Ophthalmopathy,MESH:D049970,,SCD,4.40,,17614770,False
Diethylhexyl Phthalate,D004051,117-81-7,Graves Ophthalmopathy,MESH:D049970,,TSHR,4.40,,31705858,False
Diethylhexyl Phthalate,D004051,117-81-7,Griscelli syndrome type 3,MESH:C537303,,MLPH,4.04,609227,,False
Diethylhexyl Phthalate,D004051,117-81-7,Groenouw type I corneal dystrophy,MESH:C537304,,TGFBI,3.72,121900,,False
Diethylhexyl Phthalate,D004051,117-81-7,Growth Disorders,MESH:D006130,marker/mechanism,,,,28576411,False
Diethylhexyl Phthalate,D004051,117-81-7,Growth Disorders,MESH:D006130,,ACHE,5.32,,22898132,False
Diethylhexyl Phthalate,D004051,117-81-7,Growth Disorders,MESH:D006130,,AFF4,5.32,,25730767,False
Diethylhexyl Phthalate,D004051,117-81-7,Growth Disorders,MESH:D006130,,AHR,5.32,,20961953,False
Diethylhexyl Phthalate,D004051,117-81-7,Growth Disorders,MESH:D006130,,ATRX,5.32,,19291773,False
Diethylhexyl Phthalate,D004051,117-81-7,Growth Disorders,MESH:D006130,,AVPR2,5.32,,19703807,False
Diethylhexyl Phthalate,D004051,117-81-7,Growth Disorders,MESH:D006130,,BUB1B,5.32,,15475955,False
Diethylhexyl Phthalate,D004051,117-81-7,Growth Disorders,MESH:D006130,,CYP1A2,5.32,,20961953,False
Diethylhexyl Phthalate,D004051,117-81-7,Growth Disorders,MESH:D006130,,DNMT3A,5.32,,24614070|30478443,False
Diethylhexyl Phthalate,D004051,117-81-7,Growth Disorders,MESH:D006130,,ERCC6,5.32,,18628313,False
Diethylhexyl Phthalate,D004051,117-81-7,Growth Disorders,MESH:D006130,,GH1,5.32,,15151564,False
Diethylhexyl Phthalate,D004051,117-81-7,Growth Disorders,MESH:D006130,,H4C3,5.32,,28920961,False
Diethylhexyl Phthalate,D004051,117-81-7,Growth Disorders,MESH:D006130,,HMOX1,5.32,,9884342,False
Diethylhexyl Phthalate,D004051,117-81-7,Growth Disorders,MESH:D006130,,IDH2,5.32,,27469509,False
Diethylhexyl Phthalate,D004051,117-81-7,Growth Disorders,MESH:D006130,,IGF1R,5.32,,14657428,False
Diethylhexyl Phthalate,D004051,117-81-7,Growth Disorders,MESH:D006130,,IGF2,5.32,,9349812,False
Diethylhexyl Phthalate,D004051,117-81-7,Growth Disorders,MESH:D006130,,KCNMA1,5.32,,28242822,False
Diethylhexyl Phthalate,D004051,117-81-7,Growth Disorders,MESH:D006130,,PIK3CA,5.32,,22729222,False
Diethylhexyl Phthalate,D004051,117-81-7,Growth Disorders,MESH:D006130,,PTHLH,5.32,,20170896,False
Diethylhexyl Phthalate,D004051,117-81-7,Growth Disorders,MESH:D006130,,RAI1,5.32,,18285828,False
Diethylhexyl Phthalate,D004051,117-81-7,Growth Disorders,MESH:D006130,,RNF135,5.32,,17632510,False
Diethylhexyl Phthalate,D004051,117-81-7,Growth Disorders,MESH:D006130,,TBX15,5.32,,19068278,False
Diethylhexyl Phthalate,D004051,117-81-7,Growth Hormone-Secreting Pituitary Adenoma,MESH:D049912,,GH1,4.92,,1611713|2042694,False
Diethylhexyl Phthalate,D004051,117-81-7,Growth Hormone-Secreting Pituitary Adenoma,MESH:D049912,,GNAS,4.92,,11254676,False
Diethylhexyl Phthalate,D004051,117-81-7,Growth Hormone-Secreting Pituitary Adenoma,MESH:D049912,,PRL,4.92,,2042694,False
Diethylhexyl Phthalate,D004051,117-81-7,Growth mental deficiency syndrome of Myhre,MESH:C537620,,SMAD4,3.82,139210,22158539,False
Diethylhexyl Phthalate,D004051,117-81-7,"Growth retardation, Alopecia, Pseudoanodontia and Optic atrophy",MESH:C535642,,ANTXR1,3.93,230740,,False
Diethylhexyl Phthalate,D004051,117-81-7,"Growth Retardation, Developmental Delay, Coarse Facies, And Early Death",MESH:C567856,,FTO,4.03,612938,,False
Diethylhexyl Phthalate,D004051,117-81-7,Guanidinoacetate methyltransferase deficiency,MESH:C537622,,GAMT,3.86,612736,15651030,False
Diethylhexyl Phthalate,D004051,117-81-7,Guillain-Barre Syndrome,MESH:D020275,,PMP22,3.22,139393,,False
Diethylhexyl Phthalate,D004051,117-81-7,Gynecomastia,MESH:D006177,,PRL,3.32,,7878608|9334596,False
Diethylhexyl Phthalate,D004051,117-81-7,Hajdu-Cheney Syndrome,MESH:D031845,,NOTCH2,3.84,102500,21378985|21378989,False
