model,outcome,term,estimate,std_error,z,p_value,ci_low,ci_high,n,clusters,r2,fdr
cluster_robust_hierarchical_screen,iauc_2h_per1000,Intercept,3.02377621482133,0.3471006259486879,8.711526251376846,2.9981033982729898e-18,2.3434589879619017,3.704093441680758,1498,40,0.32019563810400753,7.495258495682475e-17
cluster_robust_hierarchical_screen,iauc_2h_per1000,carbs_10g,0.6438326464153201,0.13176419627135721,4.886248803805559,1.0277530703659972e-06,0.38557482172345997,0.9020904711071802,1498,40,0.32019563810400753,5.1387653518299864e-06
cluster_robust_hierarchical_screen,iauc_2h_per1000,protein_10g,-0.5041801101927876,0.09681624614777622,-5.207598210565079,1.913005924191138e-07,-0.693939952642429,-0.31442026774314624,1498,40,0.32019563810400753,1.2270565240619646e-06
cluster_robust_hierarchical_screen,iauc_2h_per1000,fat_10g,0.0804381505001678,0.11732293185102002,0.685613197957842,0.492957056710263,-0.14951479592783146,0.310391096928167,1498,40,0.32019563810400753,0.5477300630114034
cluster_robust_hierarchical_screen,iauc_2h_per1000,fiber_5g,-0.38530319912638,0.15655220057838207,-2.4611803456155674,0.013848073670901337,-0.6921455122600089,-0.07846088599275114,1498,40,0.32019563810400753,0.027696147341802674
cluster_robust_hierarchical_screen,iauc_2h_per1000,rapid_digestibility_score_v1,0.04784293317355158,0.05390655510046292,0.8875160559673889,0.3748011257523844,-0.05781391482335574,0.1534997811704589,1498,40,0.32019563810400753,0.44619181637188615
cluster_robust_hierarchical_screen,iauc_2h_per1000,matrix_protection_score_v1,-0.04784983900982413,0.05390671758381768,-0.8876414880098029,0.3747336293211301,-0.15350700547410678,0.05780732745445852,1498,40,0.32019563810400753,0.44619181637188615
cluster_robust_hierarchical_screen,iauc_2h_per1000,exposure_facing_msi,-2.251846427434815,0.4328159846893983,-5.202780181630324,1.9632904384991435e-07,-3.1001657574260357,-1.4035270974435945,1498,40,0.32019563810400753,1.2270565240619646e-06
cluster_robust_hierarchical_screen,iauc_2h_per1000,response_vulnerability_index,3.074140553158292,0.5199491521367334,5.912386894997515,3.3718537737163324e-09,2.0550402149702944,4.093240891346289,1498,40,0.32019563810400753,4.2148172171454156e-08
cluster_robust_hierarchical_screen,iauc_2h_per1000,response_x_carbs,-0.08288139113404776,0.09683933134304921,-0.8558649671014761,0.3920724747236143,-0.2726864805664242,0.10692369829832869,1498,40,0.32019563810400753,0.4558982264228073
cluster_robust_hierarchical_screen,iauc_2h_per1000,response_x_digestibility,0.1493657290545236,0.0628247143372919,2.3774995339033658,0.017430465006164485,0.026229288953431476,0.27250216915561576,1498,40,0.32019563810400753,0.03352012501185478
cluster_robust_hierarchical_screen,iauc_2h_per1000,baseline_glucose_z,-4.803838091777264,1.2003473975339856,-4.002039827508563,6.279872425960133e-05,-7.156518990943876,-2.451157192610652,1498,40,0.32019563810400753,0.00020932908086533774
cluster_robust_hierarchical_screen,iauc_2h_per1000,pre_glucose_mean_30_z,3.9843199193473082,1.242786848336104,3.2059559728055422,0.0013461458322997822,1.5484576966085446,6.420182142086071,1498,40,0.32019563810400753,0.0033653645807494555
cluster_robust_hierarchical_screen,iauc_2h_per1000,meal_hour_sin,-0.1270830235966282,0.19319977090380694,-0.657780405236102,0.5106792472258475,-0.5057545745680898,0.2515885273748334,1498,40,0.32019563810400753,0.5550861382889647
