model,outcome,n_predictions,n_groups,mae,rmse,r2,pearson_r,calibration_intercept,calibration_slope
stanford_subject_disjoint_boundary_prediction,iauc_2h,588,38,1506.525789153962,2005.5847409681573,0.06003531310989629,0.3944115643266998,1402.3809183284152,0.5662199342745724
stanford_subject_disjoint_boundary_prediction,peak_delta_2h,588,38,21.198351732797256,27.055638510493836,0.1408338861403614,0.4290533590266828,18.099346674586787,0.6743125987323647
